Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Рыбинская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854					
1	"Число избирателей, внесенных в список"	14361	573	504	60	181	359	127	642	355	212	175	122	1468	670	117	68	80	65	408	687	102	133	140	58	68	975	127	150	294	170	580	75	77	164	941	338	251	2845					
2	Число полученных избирательных бюллетеней	14150	576	485	57	177	366	124	642	357	211	178	122	1464	664	117	68	75	65	413	675	98	133	139	55	67	976	126	147	292	167	589	73	76	164	938	333	236	2705					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7797	298	325	34	96	205	86	340	168	113	82	91	754	236	90	40	70	57	234	328	70	68	86	43	59	507	68	95	137	96	310	52	50	103	487	227	137	1555					
5	"Число избирательных бюллетеней, выданных вне помещения"	986	89	60	15	39	30	7	22	43	29	39	0	51	45	0	27	0	0	36	10	8	7	7	7	2	97	31	9	49	21	23	0	5	18	36	26	34	64					
6	Число погашенных избирательных бюллетеней	5367	189	100	8	42	131	31	280	146	69	57	31	659	383	27	1	5	8	143	337	20	58	46	5	6	372	27	43	106	50	256	21	21	43	415	80	65	1086					
7	Число избирательных бюллетеней в переносных ящиках	986	89	60	15	39	30	7	22	43	29	39	0	51	45	0	27	0	0	36	10	8	7	7	7	2	97	31	9	49	21	23	0	5	18	36	26	34	64					
8	Число бюллетеней в стационарных ящиках для голосования	7792	298	325	34	96	205	86	340	168	113	82	91	752	236	90	40	70	57	234	328	69	68	86	43	59	507	68	95	137	96	310	52	50	103	487	227	136	1554					
9	Число недействительных избирательных бюллетеней	138	3	6	1	0	6	0	4	3	3	1	0	9	3	0	3	1	0	4	10	4	0	1	2	3	6	0	2	2	0	8	2	0	3	21	5	5	17					
10	Число действительных избирательных бюллетеней	8640	384	379	48	135	229	93	358	208	139	120	91	794	278	90	64	69	57	266	328	73	75	92	48	58	598	99	102	184	117	325	50	55	118	502	248	165	1601					
11	Число полученных открепительных  удостоверений	180	10	5	2	2	3	2	10	5	2	2	2	15	5	2	2	2	2	5	12	2	2	2	2	2	14	2	2	3	2	6	2	2	2	10	3	2	30					
