Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Череповецкая																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №869	УИК №870	УИК №871	УИК №872	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918					
1	"Число избирателей, внесенных в список избирателей"	31980	905	1154	1011	220	201	149	645	192	437	377	1247	275	2087	1158	215	190	1868	384	128	128	1090	1059	316	273	353	146	1605	1502	1505	327	313	340	148	435	2055	2000	555	489	320	361	911	373	89	119	282	2043					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31933	933	1181	1030	209	212	154	646	171	437	370	1202	264	2122	1109	209	177	1877	415	133	131	1130	1068	309	264	356	127	1573	1509	1511	323	301	329	148	435	2048	2014	536	523	312	360	904	384	74	111	274	2028					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14469	328	588	343	102	61	45	305	48	107	113	585	167	1261	488	63	61	990	153	61	39	415	542	100	102	104	56	843	650	732	76	149	112	74	145	1045	942	260	116	112	131	428	167	54	48	66	1092					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3021	137	46	147	26	28	45	58	63	93	95	100	7	65	198	66	66	38	69	12	26	121	36	26	20	133	23	48	34	24	91	38	78	21	77	51	44	8	201	72	94	102	71	9	28	94	92					
6	Число погашенных избирательных бюллетеней	14443	468	547	540	81	123	64	283	60	237	162	517	90	796	423	80	50	849	193	60	66	594	490	183	142	119	48	682	825	755	156	114	139	53	213	952	1028	268	206	128	135	374	146	11	35	114	844					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3021	137	46	147	26	28	45	58	63	93	95	100	7	65	198	66	66	38	69	12	26	121	36	26	20	133	23	48	34	24	91	38	78	21	77	51	44	8	201	72	94	102	71	9	28	94	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14453	328	588	343	102	61	45	305	48	107	113	585	167	1248	488	63	60	990	153	61	39	415	542	100	102	104	56	843	650	732	76	149	112	74	145	1045	942	260	116	112	131	428	167	54	48	66	1090					
9	Число недействительных избирательных бюллетеней	374	9	13	17	2	1	0	6	2	2	4	14	6	36	13	0	1	14	4	0	1	11	15	3	4	3	3	30	20	24	3	3	0	0	0	23	24	7	3	2	1	21	4	0	1	2	22					
10	Число действительных избирательных бюллетеней	17100	456	621	473	126	88	90	357	109	198	204	671	168	1277	673	129	125	1014	218	73	64	525	563	123	118	234	76	861	664	732	164	184	190	95	222	1073	962	261	314	182	224	509	234	63	75	158	1160					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1141	46	35	50	10	20	15	30	5	15	30	25	10	50	20	5	5	40	45	15	15	80	35	9	8	40	20	30	30	30	10	10	20	23	20	30	25	8	65	15	10	30	35	4	8	20	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	776	46	35	17	1	19	15	17	1	12	7	18	8	41	8	4	5	24	45	15	12	57	23	7	8	27	0	17	19	20	6	10	2	23	8	21	22	2	52	15	10	18	19	0	8	2	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	475	7	5	10	6	1	5	9	11	7	9	50	7	15	18	5	4	15	7	4	4	11	14	11	10	9	9	16	18	20	3	7	3	12	5	24	6	12	6	14	5	18	7	3	6	2	25					
14	Число погашенных неиспользованных открепительных удостоверений	365	0	0	33	9	1	0	13	4	3	23	7	2	9	12	1	0	16	0	0	3	23	12	2	0	13	20	13	11	10	4	0	18	0	12	9	3	6	13	0	0	12	16	4	0	18	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4951	117	174	121	36	20	10	77	27	46	36	182	41	450	240	53	27	359	39	13	22	149	193	36	35	57	17	324	202	228	22	61	37	9	39	324	295	97	52	21	48	167	49	9	9	47	334					
		28.33%	25.16%	27.44%	24.69%	28.13%	22.47%	11.11%	21.21%	24.32%	23.00%	17.31%	26.57%	23.56%	34.27%	34.99%	41.09%	21.43%	34.92%	17.57%	17.81%	33.85%	27.80%	33.39%	28.57%	28.69%	24.05%	21.52%	36.36%	29.53%	30.16%	13.17%	32.62%	19.47%	9.47%	17.57%	29.56%	29.92%	36.19%	16.40%	11.41%	21.33%	31.51%	20.59%	14.29%	11.84%	29.38%	28.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2886	88	116	56	28	12	13	92	17	31	35	144	58	190	96	13	10	158	14	12	5	89	77	21	11	42	11	138	90	120	16	21	36	19	33	226	206	59	41	21	48	79	54	13	8	14	205					
		16.52%	18.92%	18.30%	11.43%	21.88%	13.48%	14.44%	25.34%	15.32%	15.50%	16.83%	21.02%	33.33%	14.47%	13.99%	10.08%	7.94%	15.37%	6.31%	16.44%	7.69%	16.60%	13.32%	16.67%	9.02%	17.72%	13.92%	15.49%	13.16%	15.87%	9.58%	11.23%	18.95%	20.00%	14.86%	20.62%	20.89%	22.01%	12.93%	11.41%	21.33%	14.91%	22.69%	20.63%	10.53%	8.75%	17.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	189	4	11	5	1	2	1	3	0	2	3	9	0	10	6	1	0	8	5	1	1	6	4	4	0	3	2	15	8	12	4	0	0	0	2	10	15	2	2	1	0	4	0	0	2	2	18					
		1.08%	0.86%	1.74%	1.02%	0.78%	2.25%	1.11%	0.83%	0.00%	1.00%	1.44%	1.31%	0.00%	0.76%	0.87%	0.78%	0.00%	0.78%	2.25%	1.37%	1.54%	1.12%	0.69%	3.17%	0.00%	1.27%	2.53%	1.68%	1.17%	1.59%	2.40%	0.00%	0.00%	0.00%	0.90%	0.91%	1.52%	0.75%	0.63%	0.54%	0.00%	0.75%	0.00%	0.00%	2.63%	1.25%	1.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2345	67	75	70	15	4	10	54	8	21	33	81	17	183	98	18	19	92	38	15	8	80	67	9	17	27	9	126	115	85	28	20	21	16	54	127	126	23	48	31	39	62	58	16	10	23	182					
		13.42%	14.41%	11.83%	14.29%	11.72%	4.49%	11.11%	14.88%	7.21%	10.50%	15.87%	11.82%	9.77%	13.94%	14.29%	13.95%	15.08%	8.95%	17.12%	20.55%	12.31%	14.93%	11.59%	7.14%	13.93%	11.39%	11.39%	14.14%	16.81%	11.24%	16.77%	10.70%	11.05%	16.84%	24.32%	11.59%	12.78%	8.58%	15.14%	16.85%	17.33%	11.70%	24.37%	25.40%	13.16%	14.38%	15.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	305	5	8	4	0	3	0	9	10	1	2	16	0	23	12	5	0	27	5	0	0	8	10	1	1	7	0	13	10	10	1	4	3	4	4	25	26	4	1	1	2	4	2	0	0	4	30					
		1.75%	1.08%	1.26%	0.82%	0.00%	3.37%	0.00%	2.48%	9.01%	0.50%	0.96%	2.34%	0.00%	1.75%	1.75%	3.88%	0.00%	2.63%	2.25%	0.00%	0.00%	1.49%	1.73%	0.79%	0.82%	2.95%	0.00%	1.46%	1.46%	1.32%	0.60%	2.14%	1.58%	4.21%	1.80%	2.28%	2.64%	1.49%	0.32%	0.54%	0.89%	0.75%	0.84%	0.00%	0.00%	2.50%	2.54%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6300	172	231	213	46	46	54	121	43	96	95	233	52	413	218	38	68	363	115	30	28	191	207	50	54	96	35	239	232	273	93	76	92	47	90	354	284	73	168	107	87	190	70	24	46	67	380					
		36.05%	36.99%	36.44%	43.47%	35.94%	51.69%	60.00%	33.33%	38.74%	48.00%	45.67%	34.01%	29.89%	31.45%	31.78%	29.46%	53.97%	35.31%	51.80%	41.10%	43.08%	35.63%	35.81%	39.68%	44.26%	40.51%	44.30%	26.82%	33.92%	36.11%	55.69%	40.64%	48.42%	49.47%	40.54%	32.30%	28.80%	27.24%	52.99%	58.15%	38.67%	35.85%	29.41%	38.10%	60.53%	41.88%	32.15%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	124	3	6	4	0	1	2	1	4	1	0	6	0	8	3	1	1	7	2	2	0	2	5	2	0	2	2	6	7	4	0	2	1	0	0	7	10	3	2	0	0	3	1	1	0	1	11					
		0.71%	0.65%	0.95%	0.82%	0.00%	1.12%	2.22%	0.28%	3.60%	0.50%	0.00%	0.88%	0.00%	0.61%	0.44%	0.78%	0.79%	0.68%	0.90%	2.74%	0.00%	0.37%	0.87%	1.59%	0.00%	0.84%	2.53%	0.67%	1.02%	0.53%	0.00%	1.07%	0.53%	0.00%	0.00%	0.64%	1.01%	1.12%	0.63%	0.00%	0.00%	0.57%	0.42%	1.59%	0.00%	0.63%	0.93%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
