Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Донецкая городская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	37229	1136	1810	764	1915	1930	1840	818	1133	1669	1800	1879	1701	1723	1566	1756	1869	1896	1581	804	772	1735	1683	1690	763	996									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37675	1150	1825	775	1925	1950	1875	825	1150	1675	1825	1900	1725	1750	1600	1775	1900	1925	1600	825	775	1775	1725	1725	675	1025									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19218	500	992	277	851	958	890	486	354	841	573	1165	827	975	715	972	1192	1046	810	403	347	882	966	1067	532	597									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2425	79	216	80	36	39	111	55	80	190	84	201	126	81	105	122	99	73	92	72	56	88	164	38	29	109									
6	Число погашенных избирательных бюллетеней	16032	571	617	418	1038	953	874	284	716	644	1168	534	772	694	780	681	609	806	698	350	372	805	595	620	114	319									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2425	79	216	80	36	39	111	55	80	190	84	201	126	81	105	122	99	73	92	72	56	88	164	38	29	109									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19218	500	992	277	851	958	890	486	354	841	573	1165	827	975	715	972	1192	1046	810	403	347	882	966	1067	532	597									
9	Число недействительных избирательных бюллетеней	288	7	1	11	16	17	10	2	2	3	10	14	8	86	11	10	9	11	4	14	8	7	14	9	0	4									
10	Число действительных избирательных бюллетеней	21355	572	1207	346	871	980	991	539	432	1028	647	1352	945	970	809	1084	1282	1108	898	461	395	963	1116	1096	561	702									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	761	30	35	25	35	35	35	25	30	30	30	30	30	30	33	35	35	30	30	25	25	30	33	35	25	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	572	5	17	14	25	34	35	8	17	23	23	26	21	27	33	29	35	30	17	19	7	30	33	35	11	18									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	291	9	11	5	20	15	8	10	14	17	12	12	11	13	13	11	15	12	14	9	9	8	11	11	15	6									
14	Число погашенных неиспользованных открепительных удостоверений	189	25	18	11	10	1	0	17	13	7	7	4	9	3	0	6	0	0	13	6	18	0	0	0	14	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	439	13	27	6	14	22	16	12	24	8	20	25	13	23	21	8	18	18	22	12	14	28	34	13	9	19									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	211	5	6	2	11	13	15	5	6	5	12	9	17	16	3	19	4	14	10	8	10	6	8	6	0	1									
		0.97%	0.86%	0.50%	0.56%	1.24%	1.30%	1.50%	0.92%	1.38%	0.48%	1.83%	0.66%	1.78%	1.52%	0.37%	1.74%	0.31%	1.25%	1.11%	1.68%	2.48%	0.62%	0.71%	0.54%	0.00%	0.14%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	330	18	12	15	22	16	19	11	8	8	19	16	19	21	3	20	9	8	13	9	8	26	6	14	0	10									
