Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Урицкая																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715					
1	"Число избирателей, внесенных в списки избирателей"	14550	531	410	496	545	310	418	314	248	890	380	475	417	481	359	387	271	578	2206	2385	2449					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14540	528	414	494	539	309	403	315	251	879	380	469	428	473	365	386	271	597	2166	2415	2458					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8794	243	213	351	334	160	212	202	174	476	181	267	327	238	170	257	158	296	1343	1752	1440					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2624	211	109	103	158	122	123	92	51	278	129	117	58	162	167	76	80	202	145	99	142					
6	Число погашенных избирательных бюллетеней	3122	74	92	40	47	27	68	21	26	125	70	85	43	73	28	53	33	99	678	564	876					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2624	211	109	103	158	122	123	92	51	278	129	117	58	162	167	76	80	202	145	99	142					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8794	243	213	351	334	160	212	202	174	476	181	267	327	238	170	257	158	296	1343	1752	1440					
9	Число недействительных избирательных бюллетеней	152	11	0	0	0	1	0	17	8	18	3	21	4	6	22	2	1	2	3	17	16					
10	Число действительных избирательных бюллетеней	11266	443	322	454	492	281	335	277	217	736	307	363	381	394	315	331	237	496	1485	1834	1566					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	286	12	10	10	9	1	7	6	5	10	5	7	13	8	10	11	5	48	28	38	43					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	217	8	6	5	3	0	2	6	2	5	2	6	13	2	10	8	5	48	20	38	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	89	7	2	4	2	2	3	2	3	5	3	2	4	11	4	4	0	5	13	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	69	4	4	5	6	1	5	0	3	5	3	1	0	6	0	3	0	0	8	0	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	6	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	151	9	9	8	2	0	7	4	3	9	7	8	2	3	10	11	1	9	4	19	26					
		1.32%	1.98%	2.80%	1.76%	0.41%	0.00%	2.09%	1.36%	1.33%	1.19%	2.26%	2.08%	0.52%	0.75%	2.97%	3.30%	0.42%	1.81%	0.27%	1.03%	1.64%					
19	2.Всероссийская политическая партия «Гражданская Сила»	71	2	1	1	2	0	0	0	1	7	1	2	2	4	1	1	0	3	5	23	15					
