Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Кондопожская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606					
1	"Число избирателей, внесенных в список"	36036	349	429	2382	1211	1553	2275	1576	1590	2596	1824	2771	2748	1705	1908	1660	1223	639	1521	635	343	128	1068	188	194	523	173	984	215	264	1261	100					
2	Число полученных избирательных бюллетеней	32000	300	370	2100	1000	1300	2000	1400	1400	2400	1600	2500	2400	1500	1700	1500	1000	600	1300	600	300	130	1000	200	200	500	170	900	200	230	1100	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19461	181	146	1257	638	820	1465	871	918	1483	1108	1652	1548	1017	1034	965	555	320	738	197	143	95	514	113	139	201	35	493	131	102	482	100					
5	"Число избирательных бюллетеней, выданных вне помещения"	816	10	6	26	13	18	17	20	13	27	13	23	18	13	16	5	11	44	88	91	34	6	53	10	5	45	39	68	0	41	43	0					
6	Число погашенных избирательных бюллетеней	11723	109	218	817	349	462	518	509	469	890	479	825	834	470	650	530	434	236	474	312	123	29	433	77	56	254	96	339	69	87	575	0					
7	Число избирательных бюллетеней в переносных ящиках	816	10	6	26	13	18	17	20	13	27	13	23	18	13	16	5	11	44	88	91	34	6	53	10	5	45	39	68	0	41	43	0					
8	Число бюллетеней в стационарных ящиках для голосования	19449	181	146	1257	638	820	1458	871	918	1479	1108	1652	1548	1016	1034	965	555	320	738	197	143	95	514	113	139	201	35	493	131	102	482	100					
9	Число недействительных избирательных бюллетеней	171	2	1	6	6	7	14	4	8	22	13	8	8	7	12	7	11	5	8	1	0	2	3	1	0	0	0	4	1	2	8	0					
10	Число действительных избирательных бюллетеней	20094	189	151	1277	645	831	1461	887	923	1484	1108	1667	1558	1022	1038	963	555	359	818	287	177	99	564	122	144	246	74	557	130	141	517	100					
11	Число полученных открепительных  удостоверений	480	10	10	20	10	10	20	10	10	20	20	20	20	20	20	20	10	20	20	20	20	10	20	10	10	20	10	20	10	20	20	0					
12	Число выданных открепительных удостоверений	166	0	0	11	4	9	17	3	4	11	8	10	9	9	5	6	4	3	14	1	5	1	5	1	1	10	0	6	1	0	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	201	0	0	4	2	4	17	5	10	12	8	9	13	4	8	6	3	4	28	4	1	4	9	3	6	2	4	14	0	7	6	4					
14	Число неиспользованных открепительных удостоверений	314	10	10	9	6	1	3	7	6	9	12	10	11	11	15	14	6	17	6	19	15	9	15	9	9	10	10	14	9	20	12	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	505	4	6	48	20	11	41	29	19	29	26	34	42	37	26	21	21	13	29	10	3	0	9	0	2	4	0	8	0	1	12	0					
		2.49%	2.09%	3.95%	3.74%	3.07%	1.31%	2.78%	3.25%	2.04%	1.93%	2.32%	2.03%	2.68%	3.60%	2.48%	2.16%	3.71%	3.57%	3.51%	3.47%	1.69%	0.00%	1.59%	0.00%	1.39%	1.63%	0.00%	1.43%	0.00%	0.70%	2.29%	0.00%					
19	. Малышкин Олег Александрович	592	12	2	36	21	32	40	29	30	41	31	42	56	23	29	31	22	18	25	8	3	1	9	1	3	4	3	19	2	4	15	0					
		2.92%	6.28%	1.32%	2.81%	3.23%	3.82%	2.71%	3.25%	3.22%	2.72%	2.77%	2.51%	3.58%	2.24%	2.76%	3.20%	3.89%	4.95%	3.03%	2.78%	1.69%	0.99%	1.59%	0.81%	2.08%	1.63%	4.05%	3.39%	1.53%	2.80%	2.86%	0.00%					
20	. Миронов Сергей Михайлович	257	1	1	17	7	4	27	15	10	19	5	26	21	19	22	23	3	2	12	2	1	0	4	0	0	1	1	4	2	0	7	1					
		1.27%	0.52%	0.66%	1.33%	1.08%	0.48%	1.83%	1.68%	1.07%	1.26%	0.45%	1.55%	1.34%	1.85%	2.10%	2.37%	0.53%	0.55%	1.45%	0.69%	0.56%	0.00%	0.71%	0.00%	0.00%	0.41%	1.35%	0.71%	1.53%	0.00%	1.33%	1.00%					
21	. Путин Владимир Владимирович	15315	145	121	955	475	648	1095	651	736	1141	842	1263	1129	769	795	735	404	262	611	231	139	88	452	110	123	205	61	432	118	121	375	83					
