Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
"Наименование Избирательной комиссии:    Самара, Самарская"																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941					
1	"Число избирателей, внесенных в списки"	24815	1932	1772	2343	1655	2117	1944	1938	2502	1973	1929	1761	1746	1203					
2	"Число бюллетеней, полученных участковыми комиссиями"	24282	1904	1498	2335	1640	2110	1909	1922	2480	1941	1906	1752	1729	1156					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10126	787	929	907	630	716	750	854	936	824	831	751	693	518					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	427	28	22	48	29	29	28	44	21	37	29	26	34	52					
6	Число погашенных бюллетеней	13729	1089	547	1380	981	1365	1131	1024	1523	1080	1046	975	1002	586					
7	Число бюллетеней в переносных ящиках для голосования	427	28	22	48	29	29	28	44	21	37	29	26	34	52					
8	Число бюллетеней в стационарных ящиках для голосования	10119	787	928	907	627	716	750	853	936	823	831	750	693	518					
9	Число недействительных бюллетеней	95	9	13	12	9	9	3	8	7	8	4	8	3	2					
10	Число действительных бюллетеней	10451	806	937	943	647	736	775	889	950	852	856	768	724	568					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	248	15	25	30	20	30	19	15	20	15	11	15	20	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	134	6	17	8	8	9	16	10	13	6	8	15	9	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	115	11	13	3	11	7	7	14	5	7	17	8	8	4					
14	Число погашенных открепительных удостоверений	114	9	8	22	12	21	3	5	7	9	3	0	11	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	114	18	14	7	7	6	8	9	9	7	8	5	6	10					
		1.08%	2.20%	1.47%	0.73%	1.06%	0.80%	1.02%	1.00%	0.94%	0.81%	0.93%	0.64%	0.82%	1.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	782	53	28	43	38	37	59	54	91	107	87	64	64	57					
		7.41%	6.50%	2.94%	4.50%	5.79%	4.96%	7.58%	6.02%	9.50%	12.44%	10.11%	8.24%	8.80%	10.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	432	31	18	42	28	33	23	46	38	34	44	30	36	29					
		4.09%	3.80%	1.89%	4.39%	4.26%	4.42%	2.95%	5.12%	3.97%	3.95%	5.11%	3.86%	4.95%	5.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	790	45	56	53	45	64	75	72	59	90	73	57	58	43					
		7.49%	5.52%	5.89%	5.54%	6.85%	8.59%	9.64%	8.02%	6.16%	10.46%	8.48%	7.34%	7.97%	7.54%					
22	"5. ""За Русь Святую"""	60	4	8	4	3	2	8	6	4	7	2	4	3	5					
		0.56%	0.49%	0.84%	0.41%	0.45%	0.26%	1.02%	0.66%	0.41%	0.81%	0.23%	0.51%	0.41%	0.87%					
23	"6. ""Объединенная Российская партия ""Русь"""	38	1	10	2	3	1	1	2	4	1	0	7	4	2					
