Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Алапаевская городская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098					
1	"Число избирателей, внесенных в списки"	38490	163	1897	1512	1248	1476	1425	958	1949	2088	1781	1817	1844	2306	925	1415	1547	1613	1235	2208	472	787	1254	1311	1021	930	1023	263	1049	973					
2	"Число бюллетеней, полученных участковыми комиссиями"	37674	203	1845	1510	1224	1386	1388	954	1947	2064	1782	1780	1826	2160	896	1366	1425	1582	1222	2133	459	765	1225	1296	1016	935	1032	251	1047	955					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16131	81	554	528	479	496	739	406	968	1076	778	795	845	902	344	643	676	823	580	887	199	271	499	466	343	411	436	83	440	383					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1301	48	195	41	28	61	41	24	39	41	18	23	45	52	34	27	43	29	25	37	41	52	31	53	79	21	21	38	61	53					
6	Число погашенных бюллетеней	20242	74	1096	941	717	829	608	524	940	947	986	962	936	1206	518	696	706	730	617	1209	219	442	695	777	594	503	575	130	546	519					
7	Число бюллетеней в переносных ящиках для голосования	1301	48	195	41	28	61	41	24	39	41	18	23	45	52	34	27	43	29	25	37	41	52	31	53	79	21	21	38	61	53					
8	Число бюллетеней в стационарных ящиках для голосования	16102	81	554	528	479	496	739	406	968	1076	776	795	845	902	344	616	676	823	580	887	199	271	499	466	343	411	436	83	440	383					
9	Число недействительных бюллетеней	325	8	21	17	4	8	13	10	10	10	14	14	9	21	9	2	6	19	12	16	4	3	10	9	12	10	27	2	16	9					
10	Число действительных бюллетеней	17078	121	728	552	503	549	767	420	997	1107	780	804	881	933	369	641	713	833	593	908	236	320	520	510	410	422	430	119	485	427					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	0	22	18	15	17	16	11	23	25	21	21	22	27	11	17	16	19	14	25	9	9	14	15	12	11	12	3	13	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	150	0	1	10	3	1	11	6	17	5	16	8	5	4	1	7	4	9	10	10	3	0	6	3	5	1	3	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	120	3	4	4	1	4	9	3	6	8	6	2	7	1	4	4	9	6	7	10	2	1	4	2	5	0	0	2	3	3					
14	Число погашенных открепительных удостоверений	300	0	21	8	12	16	5	5	6	20	5	13	17	23	10	10	12	10	4	15	6	9	8	12	7	10	9	3	12	12					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
