Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Избербашская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	29162	2054	1900	1604	1678	1454	1411	1907	1459	1681	1908	2103	2112	2047	1224	2744	1876									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28100	1950	1899	1510	1678	1380	1340	1800	1380	1590	1800	2112	2000	1940	1235	2610	1876									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24432	1866	1492	1428	1299	1263	1208	1719	1264	1522	1669	1074	1958	1819	895	2404	1552									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	208	0	5	7	13	6	0	18	5	9	3	0	13	8	102	19	0									
6	Число погашенных избирательных бюллетеней	3460	84	402	75	366	111	132	63	111	59	128	1038	29	113	238	187	324									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	208	0	5	7	13	6	0	18	5	9	3	0	13	8	102	19	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	24330	1866	1492	1428	1299	1263	1208	1719	1264	1522	1669	1074	1958	1819	793	2404	1552									
9	Число недействительных избирательных бюллетеней	263	12	49	0	25	4	4	11	0	3	7	65	0	2	34	18	29									
10	Число действительных избирательных бюллетеней	24275	1854	1448	1435	1287	1265	1204	1726	1269	1528	1665	1009	1971	1825	861	2405	1523									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	89	6	5	5	6	5	5	6	5	5	6	6	6	6	5	6	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	85	4	5	5	6	5	5	6	5	5	6	6	6	6	4	6	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	0	1	1	2	0	0	1	0	0	1	1	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	3	12	0	7	3	4	0	0	0	0	7	2	0	5	5	8									
		0.23%	0.16%	0.80%	0.00%	0.53%	0.24%	0.33%	0.00%	0.00%	0.00%	0.00%	0.65%	0.10%	0.00%	0.56%	0.21%	0.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	80	0	16	0	8	2	3	0	0	0	0	10	1	0	12	2	26									
		0.33%	0.00%	1.07%	0.00%	0.61%	0.16%	0.25%	0.00%	0.00%	0.00%	0.00%	0.93%	0.05%	0.00%	1.34%	0.08%	1.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	45	0	4	0	9	1	0	0	0	0	0	8	3	0	1	11	8									
		0.18%	0.00%	0.27%	0.00%	0.69%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.15%	0.00%	0.11%	0.45%	0.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21384	1696	1147	1297	1065	1213	1107	1583	1135	1353	1467	713	1791	1825	645	2288	1059									
		87.15%	90.89%	76.62%	90.38%	81.17%	95.59%	91.64%	91.13%	89.44%	88.37%	87.74%	66.39%	90.87%	99.89%	72.07%	94.43%	68.23%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	10	20	0	9	0	0	0	0	0	0	3	0	0	0	0	14									
