Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Шолоховская районная																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №2521	УИК №2590	УИК №2611					
1	"Число избирателей, внесенных в списки избирателей"	22122	2009	1574	507	140	151	2363	1918	2091	405	126	75	570	408	210	577	138	128	1151	267	84	829	120	342	92	1018	212	184	108	1050	106	342	154	507	138	1190	78	59	701					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21693	1990	1588	527	147	151	2147	1800	1804	410	122	74	570	424	212	582	138	133	1167	278	86	844	118	345	89	1043	216	189	112	1101	113	351	156	532	141	1149	84	59	701					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13722	1318	1027	331	113	99	1370	1091	1225	227	88	59	394	240	126	424	83	102	871	162	62	518	73	190	67	571	92	116	66	599	71	254	125	355	84	666	35	47	381					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1946	124	80	76	13	34	108	129	77	19	10	7	83	52	64	48	31	15	79	39	14	106	24	84	14	81	47	39	13	142	10	22	23	78	31	66	24	7	33					
6	Число погашенных избирательных бюллетеней	6025	548	481	120	21	18	669	580	502	164	24	8	93	132	22	110	24	16	217	77	10	220	21	71	8	391	77	34	33	360	32	75	8	99	26	417	25	5	287					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1946	124	80	76	13	34	108	129	77	19	10	7	83	52	64	48	31	15	79	39	14	106	24	84	14	81	47	39	13	142	10	22	23	78	31	66	24	7	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13710	1318	1027	331	113	99	1360	1091	1223	227	88	59	394	240	126	424	83	102	871	162	62	518	73	190	67	571	92	116	66	599	71	254	125	355	84	666	35	47	381					
9	Число недействительных избирательных бюллетеней	215	133	13	0	0	3	13	7	3	2	1	1	1	2	0	0	0	0	0	3	0	2	0	0	0	7	0	0	0	9	1	2	0	4	0	5	0	0	3					
10	Число действительных избирательных бюллетеней	15441	1309	1094	407	126	130	1455	1213	1297	244	97	65	476	290	190	472	114	117	950	198	76	622	97	274	81	645	139	155	79	732	80	274	148	429	115	727	59	54	411					
