Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Волчихинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700					
1	"Число избирателей, внесенных в список избирателей"	16598	1884	2575	2517	1815	560	1060	301	803	938	741	334	369	524	492	789	784	112					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14630	1500	2000	2000	1500	500	1000	300	800	900	700	340	380	500	500	800	800	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7968	794	1277	1085	880	223	500	118	372	376	352	174	209	336	312	442	449	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	584	38	62	51	31	9	20	26	31	26	65	36	23	48	20	43	53	2					
6	Число погашенных избирательных бюллетеней	6078	668	661	864	589	268	480	156	397	498	283	130	148	116	168	315	298	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	584	38	62	51	31	9	20	26	31	26	65	36	23	48	20	43	53	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7951	794	1266	1085	877	223	500	118	372	375	351	174	208	336	312	442	449	69					
9	Число недействительных избирательных бюллетеней	141	7	23	17	14	3	7	2	10	10	6	4	4	6	10	5	3	10					
10	Число действительных избирательных бюллетеней	8394	825	1305	1119	894	229	513	142	393	391	410	206	227	378	322	480	499	61					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	155	15	15	15	15	5	10	5	10	10	10	5	5	5	5	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	59	6	14	10	5	0	4	0	4	3	2	0	4	1	0	1	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	18	47	13	6	1	4	1	1	0	2	2	1	1	3	2	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	96	9	1	5	10	5	6	5	6	7	8	5	1	4	5	9	6	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1242	150	249	195	129	36	71	20	57	62	55	20	26	48	31	44	43	6					
		14.55%	18.03%	18.75%	17.17%	14.21%	15.52%	13.65%	13.89%	14.14%	15.46%	13.22%	9.52%	11.26%	12.50%	9.34%	9.07%	8.57%	8.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1339	141	193	190	147	24	100	24	90	54	45	22	33	17	38	71	138	12					
		15.69%	16.95%	14.53%	16.73%	16.19%	10.34%	19.23%	16.67%	22.33%	13.47%	10.82%	10.48%	14.29%	4.43%	11.45%	14.64%	27.49%	16.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	10	8	10	4	1	1	0	2	5	1	1	0	2	2	2	5	1					
		0.64%	1.20%	0.60%	0.88%	0.44%	0.43%	0.19%	0.00%	0.50%	1.25%	0.24%	0.48%	0.00%	0.52%	0.60%	0.41%	0.99%	1.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1884	188	263	271	255	40	141	40	94	95	71	21	79	80	51	84	93	18					
		22.07%	22.60%	19.80%	23.86%	28.08%	17.24%	27.12%	27.78%	23.33%	23.69%	17.07%	10.00%	34.20%	20.83%	15.36%	17.32%	18.53%	25.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	67	11	16	17	8	0	2	0	1	5	0	1	0	1	0	3	1	1					
		0.79%	1.32%	1.20%	1.50%	0.88%	0.00%	0.38%	0.00%	0.25%	1.25%	0.00%	0.48%	0.00%	0.26%	0.00%	0.62%	0.20%	1.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3784	323	568	434	347	128	197	56	149	170	237	141	88	230	199	275	219	23					
		44.34%	38.82%	42.77%	38.20%	38.22%	55.17%	37.88%	38.89%	36.97%	42.39%	56.97%	67.14%	38.10%	59.90%	59.94%	56.70%	43.63%	32.39%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	2	8	2	4	0	1	2	0	0	1	0	1	0	1	1	0	0					
		0.27%	0.24%	0.60%	0.18%	0.44%	0.00%	0.19%	1.39%	0.00%	0.00%	0.24%	0.00%	0.43%	0.00%	0.30%	0.21%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
