Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Сапожковская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744					
1	"Число избирателей, внесенных в список"	10057	725	748	1408	732	140	183	102	384	303	90	209	139	676	78	295	272	255	208	146	733	742	865	299	325					
2	Число полученных избирательных бюллетеней	9975	740	740	1430	735	130	177	90	380	300	86	200	130	660	80	290	260	250	205	135	730	740	880	290	317					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5708	483	504	872	429	103	106	86	208	186	40	105	63	313	54	160	140	100	102	74	406	339	574	87	174					
5	"Число избирательных бюллетеней, выданных вне помещения"	1315	38	50	132	80	9	25	0	58	33	9	32	25	69	4	42	55	60	42	45	92	148	53	137	77					
6	Число погашенных избирательных бюллетеней	2951	219	186	426	226	18	46	4	114	81	37	63	42	278	22	88	65	90	61	16	232	253	252	66	66					
7	Число избирательных бюллетеней в переносных ящиках	1315	38	50	132	80	9	25	0	58	33	9	32	25	69	4	42	55	60	42	45	92	148	53	137	77					
8	Число бюллетеней в стационарных ящиках для голосования	5704	483	504	872	429	103	106	86	208	186	40	105	63	309	54	160	140	100	102	74	406	339	574	87	174					
9	Число недействительных избирательных бюллетеней	104	5	6	11	6	5	2	2	6	5	1	3	2	4	1	6	4	1	0	0	10	6	9	4	5					
10	Число действительных избирательных бюллетеней	6915	516	548	993	503	107	129	84	260	214	48	134	86	374	57	196	191	159	144	119	488	481	618	220	246					
11	Число полученных открепительных  удостоверений	397	30	30	40	30	9	9	9	15	15	5	8	6	25	6	10	10	10	10	10	20	20	40	15	15					
12	Число выданных открепительных удостоверений	119	21	9	32	10	1	1	0	2	1	0	0	0	3	0	2	0	0	0	0	10	3	24	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	122	3	4	8	2	6	4	8	7	5	4	5	4	8	4	6	5	7	4	4	0	8	4	7	5					
14	Число неиспользованных открепительных удостоверений	278	9	21	8	20	8	8	9	13	14	5	8	6	22	6	8	10	10	10	10	10	17	16	15	15					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	127	20	3	27	8	1	1	1	4	0	0	1	0	16	3	2	2	2	2	0	9	8	12	4	1					
		1.81%	3.84%	0.54%	2.69%	1.57%	0.89%	0.76%	1.16%	1.50%	0.00%	0.00%	0.73%	0.00%	4.23%	5.17%	0.99%	1.03%	1.25%	1.39%	0.00%	1.81%	1.64%	1.91%	1.79%	0.40%					
19	. Малышкин Олег Александрович	110	6	6	13	10	0	3	2	2	1	4	3	3	3	0	2	3	0	1	1	10	7	14	8	8					
