Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Крапивинская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1713									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18209	1752	1831	1772	259	2094	1988	671	75	655	407	233	1025	86	630	238	589	188	243	379	228	111	671	146	591	104	580	288	85	175	115									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18465	1780	1820	1760	275	2070	1970	665	95	665	435	240	1040	90	635	245	600	205	245	385	245	125	685	175	620	115	595	305	85	185	110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	76	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15676	1501	1589	1507	210	1855	1702	544	69	574	338	205	881	75	550	203	433	161	208	374	189	104	585	110	518	93	515	253	77	144	109									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	728	74	59	68	24	28	77	47	0	22	32	10	50	5	18	10	52	11	14	0	18	2	23	25	26	4	8	6	0	15	0									
6	Число погашенных избирательных бюллетеней	1985	205	172	185	41	187	191	49	26	69	65	25	109	10	67	32	64	33	23	11	38	19	77	40	76	18	72	46	8	26	1									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	804	74	59	68	24	28	77	72	0	22	32	10	50	5	18	10	103	11	14	0	18	2	23	25	26	4	8	6	0	15	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15676	1501	1589	1507	210	1855	1702	544	69	574	338	205	881	75	550	203	433	161	208	374	189	104	585	110	518	93	515	253	77	144	109									
9	Число недействительных избирательных бюллетеней	31	3	2	1	1	3	4	1	1	3	0	2	1	0	0	0	1	0	0	2	1	0	0	0	1	1	1	0	0	2	0									
10	Число действительных избирательных бюллетеней	16449	1572	1646	1574	233	1880	1775	615	68	593	370	213	930	80	568	213	535	172	222	372	206	106	608	135	543	96	522	259	77	157	109									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	606	80	30	40	10	50	50	40	20	15	20	5	15	5	10	10	8	20	10	10	10	20	20	25	25	10	10	15	10	8	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	501	64	30	40	10	30	50	1	20	15	20	5	15	5	10	10	8	18	1	10	10	16	20	25	25	10	10	15	0	8	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	126	4	2	6	0	8	6	9	4	7	2	3	5	3	7	4	4	3	2	6	1	5	9	2	2	4	0	3	4	3	8									
14	Число погашенных неиспользованных открепительных удостоверений	105	16	0	0	0	20	0	39	0	0	0	0	0	0	0	0	0	2	9	0	0	4	0	0	0	0	0	0	10	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	6	1	1	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
