Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Бирская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480					
1	"Число избирателей, включенных в списки избирателей"	43940	1889	1936	2093	2676	2086	1437	2775	2128	2015	1794	1714	2056	1938	2472	1667	1364	570	541	398	328	252	338	315	818	360	95	722	250	313	361	155	448	697	141	397	88	130	979	699	286	555	373	415	457	419					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43000	1800	1830	2000	2600	2050	1400	2700	2100	1900	1700	1784	1950	1850	2400	1600	1300	581	555	398	326	248	365	328	826	349	95	737	248	322	359	158	451	692	148	406	88	156	983	711	285	544	372	428	443	434					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	40194	1772	1637	1963	2526	2026	1380	2280	2024	1854	1655	1560	1920	1805	2358	1556	1268	501	513	369	182	233	328	271	641	337	77	672	221	311	331	143	380	673	118	372	80	114	883	653	245	515	369	287	427	364					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2042	28	167	37	74	21	20	36	76	46	40	154	30	45	42	44	29	57	22	15	144	12	9	41	169	11	18	42	27	0	28	12	67	16	23	25	8	16	96	39	38	29	0	124	13	52					
6	Число погашенных избирательных бюллетеней	764	0	26	0	0	3	0	384	0	0	5	70	0	0	0	0	3	23	20	14	0	3	28	16	16	1	0	23	0	11	0	3	4	3	7	9	0	26	4	19	2	0	3	17	3	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2042	28	167	37	74	21	20	36	76	46	40	154	30	45	42	44	29	57	22	15	144	12	9	41	169	11	18	42	27	0	28	12	67	16	23	25	8	16	96	39	38	29	0	124	13	52					
8	Число бюллетеней в стационарных ящиках для голосования	40194	1772	1637	1963	2526	2026	1380	2280	2024	1854	1655	1560	1920	1805	2358	1556	1268	501	513	369	182	233	328	271	641	337	77	672	221	311	331	143	380	673	118	372	80	114	883	653	245	515	369	287	427	364					
9	Число недействительных избирательных бюллетеней	58	0	1	2	0	5	0	28	0	0	0	0	0	0	5	0	2	9	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	42178	1800	1803	1998	2600	2042	1400	2288	2100	1900	1695	1714	1950	1850	2395	1600	1295	549	535	382	326	245	337	312	807	348	95	714	248	311	359	155	447	689	141	397	88	130	979	692	283	544	369	410	440	416					
11	Число полученных открепительных  удостоверений	495	12	12	14	49	26	20	31	15	15	15	10	32	33	39	20	10	3	20	2	3	3	3	2	2	2	0	10	2	10	3	3	5	7	2	5	3	0	10	4	4	8	4	3	9	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	482	12	12	14	49	26	20	31	15	15	10	10	32	33	39	20	10	3	20	2	3	3	0	2	2	1	0	10	2	10	3	3	5	7	2	5	0	0	10	4	4	7	4	3	9	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	201	0	8	6	10	5	5	15	6	6	7	10	19	9	8	6	2	4	3	1	3	4	5	2	3	1	0	7	2	2	2	0	2	4	0	2	0	1	12	3	3	4	1	4	1	3					
14	Число неиспользованных открепительных удостоверений	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	105	11	3	4	3	3	5	5	6	5	9	5	3	10	9	4	5	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	2	1	0	1	0	1	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
