Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Зубово-Полянская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263					
1	"Число избирателей, внесенных в списки"	35602	1080	2214	870	2251	1050	304	531	710	434	323	555	292	144	164	555	524	551	570	324	213	400	459	516	328	591	492	637	311	540	232	1654	565	207	505	153	878	422	2020	331	1166	509	1128	588	528	377	711	947	1017	912	989	430	520	880					
2	"Число бюллетеней, полученных участковыми комиссиями"	36700	1129	2200	860	2340	1084	321	545	730	448	328	564	300	149	166	594	535	626	626	346	215	423	475	520	333	607	505	655	322	550	238	1706	593	217	558	157	883	432	2090	340	1163	517	1151	614	581	378	722	954	1051	938	1018	430	545	928					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32586	926	1983	729	2094	811	263	511	691	398	323	495	288	132	138	494	399	504	567	322	213	316	459	479	297	573	454	621	300	452	232	1543	484	162	399	146	699	289	1947	307	1130	489	1079	583	504	340	682	833	965	838	942	399	519	843					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2117	85	123	112	157	192	28	0	0	27	0	49	0	10	20	44	123	35	0	0	0	81	0	33	28	0	38	16	11	85	0	54	61	45	105	0	144	117	32	24	20	17	32	5	10	2	10	12	42	27	10	29	0	22					
6	Число погашенных бюллетеней	1997	118	94	19	89	81	30	34	39	23	5	20	12	7	8	56	13	87	59	24	2	26	16	8	8	34	13	18	11	13	6	109	48	10	54	11	40	26	111	9	13	11	40	26	67	36	30	109	44	73	66	2	26	63					
7	Число бюллетеней в переносных ящиках для голосования	2117	85	123	112	157	192	28	0	0	27	0	49	0	10	20	44	123	35	0	0	0	81	0	33	28	0	38	16	11	85	0	54	61	45	105	0	144	117	32	24	20	17	32	5	10	2	10	12	42	27	10	29	0	22					
8	Число бюллетеней в стационарных ящиках для голосования	32586	926	1983	729	2094	811	263	511	691	398	323	495	288	132	138	494	399	504	567	322	213	316	459	479	297	573	454	621	300	452	232	1543	484	162	399	146	699	289	1947	307	1130	489	1079	583	504	340	682	833	965	838	942	399	519	843					
9	Число недействительных бюллетеней	66	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	10	29	0	0	7	0	2	0	0	0					
10	Число действительных бюллетеней	34637	1011	2104	839	2251	1003	291	511	691	425	323	544	288	142	158	538	521	539	564	322	213	397	457	510	325	573	492	637	311	537	232	1597	545	204	504	146	843	406	1979	329	1150	506	1111	587	504	313	692	845	1000	865	950	428	519	865					
