Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Быстроистокская 																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683					
1	"Число избирателей, внесенных в списки"	10014	1182	1450	1254	1167	847	557	966	1207	1080	304					
2	"Число бюллетеней, полученных участковыми комиссиями"	9962	1140	1490	1250	1057	860	580	980	1215	1080	310					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6108	669	846	775	634	539	400	624	751	657	213					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	530	58	83	60	80	39	27	93	44	29	17					
6	Число погашенных бюллетеней	3324	413	561	415	343	282	153	263	420	394	80					
7	Число бюллетеней в переносных ящиках для голосования	530	58	83	60	80	39	27	93	44	29	17					
8	Число бюллетеней в стационарных ящиках для голосования	6103	668	844	775	634	538	400	624	751	656	213					
9	Число недействительных бюллетеней	93	9	10	11	9	12	3	5	13	12	9					
10	Число действительных бюллетеней	6540	717	917	824	705	565	424	712	782	673	221					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	10	15	15	10	10	5	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	15	0	3	1	1	2	1	2	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	9	2	1	1	0	0	0	1	0	3	1					
14	Число погашенных открепительных удостоверений	85	10	12	14	9	8	4	8	8	7	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	100	8	19	6	8	15	3	8	14	14	5					
		1.50%	1.10%	2.04%	0.71%	1.12%	2.59%	0.70%	1.11%	1.76%	2.04%	2.17%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	129	6	28	19	23	27	4	5	8	4	5					
		1.94%	0.82%	3.02%	2.27%	3.22%	4.67%	0.93%	0.69%	1.00%	0.58%	2.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	152	23	13	20	16	5	13	13	11	29	9					
