Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Сочи, Центральная																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656	УИК №4657	УИК №4658	УИК №4659	УИК №4660	УИК №4661	УИК №4662									
1	Число избирателей, включенных в список избирателей	101292	1602	930	1196	1642	2009	1756	1917	1821	1326	783	569	838	989	1049	2043	1722	1588	1748	947	2498	1639	2203	1931	1474	1645	2240	2206	1887	2683	1681	1316	872	2039	2582	1891	2009	1000	1050	1860	1677	1289	723	1958	2432	1997	1593	2502	2353	2437	899	1578	1842	1251	1476	652	1069	1613	1121	2217	2184	1185	2063									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	97650	1400	950	1150	1400	2150	1750	1900	1650	1350	750	450	750	1050	1200	1750	1600	1400	1350	900	2550	1550	2100	1800	1400	1650	2150	2100	1800	2650	1700	1250	700	2100	2850	1850	2000	1100	1050	2050	1500	1250	700	1900	2250	1800	1600	2300	2150	2450	850	1350	1650	1200	1350	700	1100	1450	900	2150	2500	1300	1950									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	59325	763	592	707	761	1176	1152	1002	1183	708	473	368	497	604	831	1240	979	929	1055	470	1522	932	1170	925	761	941	1120	1226	974	1166	876	904	528	1543	1887	1023	1208	656	527	1282	992	845	507	1067	1165	1098	505	1453	1363	1434	492	924	1099	737	1064	475	674	1249	582	1221	1310	986	1422									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4878	152	79	124	135	101	58	32	40	207	98	11	41	119	43	44	33	43	37	38	29	39	39	28	21	26	49	88	73	48	122	110	138	46	39	55	25	12	62	100	35	94	32	35	62	97	674	108	64	66	39	68	89	72	26	75	151	87	97	104	73	39	107									
6	Число погашенных избирательных бюллетеней	33447	485	279	319	504	873	540	866	427	435	179	71	212	327	326	466	588	428	258	392	999	579	891	847	618	683	981	786	753	1436	702	236	34	511	924	772	767	432	461	668	473	311	161	798	1023	605	421	739	723	950	319	358	462	391	260	150	275	114	221	825	1117	275	421									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4878	152	79	124	135	101	58	32	40	207	98	11	41	119	43	44	33	43	37	38	29	39	39	28	21	26	49	88	73	48	122	110	138	46	39	55	25	12	62	100	35	94	32	35	62	97	674	108	64	66	39	68	89	72	26	75	151	87	97	104	73	39	107									
8	Число бюллетеней в стационарных ящиках для голосования	59233	763	578	707	761	1176	1126	1002	1182	701	473	368	497	604	831	1240	979	929	1055	470	1522	921	1168	925	761	941	1120	1226	974	1165	875	904	528	1543	1887	1023	1189	656	527	1282	992	845	507	1066	1162	1098	505	1453	1363	1434	492	921	1099	737	1064	475	673	1249	580	1221	1310	986	1422									
9	Число недействительных избирательных бюллетеней	1185	26	29	11	18	21	16	16	13	9	7	7	11	6	6	17	21	11	20	4	97	19	25	20	13	20	23	18	44	16	28	25	6	21	16	18	6	11	9	21	20	7	9	17	16	18	88	35	26	20	9	20	17	16	12	4	7	20	8	22	37	16	16									
10	Число действительных избирательных бюллетеней	62926	889	628	820	878	1256	1168	1018	1209	899	564	372	527	717	868	1267	991	961	1072	504	1454	941	1182	933	769	947	1146	1296	1003	1197	969	989	660	1568	1910	1060	1208	657	580	1361	1007	932	530	1084	1208	1177	1091	1526	1401	1480	522	969	1171	793	1078	546	817	1316	669	1303	1346	1009	1513									
11	Число полученных открепительных  удостоверений	1925	46	26	27	24	32	25	22	31	51	26	24	15	48	29	22	27	18	20	15	40	32	35	42	30	20	24	31	24	47	32	38	38	60	64	47	43	11	37	33	25	35	20	30	41	27	21	30	34	45	15	20	17	28	20	16	25	15	11	26	24	20	124									
