Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Дзержинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096					
1	"Число избирателей, внесенных в список избирателей"	11898	830	689	725	724	407	555	1112	961	117	422	366	103	65	130	121	347	110	590	253	100	97	283	52	76	439	43	747	169	174	141	506	171	144	47	82					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11726	800	680	710	720	396	550	1090	950	114	410	370	101	64	130	133	370	113	574	250	100	98	289	50	76	415	43	720	164	161	135	500	179	145	46	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6478	413	330	402	380	204	293	540	456	79	234	206	60	39	74	95	205	85	306	117	77	64	150	33	50	278	30	463	94	106	76	277	93	79	39	51					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	515	22	17	21	14	42	9	23	11	4	20	27	6	7	16	11	42	7	7	12	5	0	14	13	4	23	0	33	11	9	9	38	18	9	3	8					
6	Число погашенных избирательных бюллетеней	4733	365	333	287	326	150	248	527	483	31	156	137	35	18	40	27	123	21	261	121	18	34	125	4	22	114	13	224	59	46	50	185	68	57	4	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	515	22	17	21	14	42	9	23	11	4	20	27	6	7	16	11	42	7	7	12	5	0	14	13	4	23	0	33	11	9	9	38	18	9	3	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6477	413	330	402	380	204	293	540	456	79	234	206	60	39	74	95	205	85	306	117	77	64	150	33	50	278	30	463	94	106	76	276	93	79	39	51					
9	Число недействительных избирательных бюллетеней	88	6	4	0	9	2	3	5	3	3	4	5	0	0	0	0	3	2	3	3	1	1	1	0	0	5	1	9	5	1	1	7	1	0	0	0					
10	Число действительных избирательных бюллетеней	6904	429	343	423	385	244	299	558	464	80	250	228	66	46	90	106	244	90	310	126	81	63	163	46	54	296	29	487	100	114	84	307	110	88	42	59					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	191	11	9	12	9	7	8	10	10	3	5	5	3	3	4	8	4	3	7	3	3	3	6	3	3	8	3	8	3	3	3	7	4	4	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	113	11	4	12	9	5	4	6	9	1	2	5	2	0	4	8	2	1	3	0	2	1	2	0	0	3	0	5	1	1	0	6	0	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	3	9	3	2	4	1	4	2	2	0	1	2	1	3	2	6	1	2	0	1	1	3	1	2	0	2	2	0	1	1	4	1	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	78	0	5	0	0	2	4	4	1	2	3	0	1	3	0	0	2	2	4	3	1	2	4	3	3	5	3	3	2	2	3	1	4	0	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	706	46	40	49	39	42	36	51	39	2	30	21	4	1	7	7	30	8	32	7	10	5	17	4	6	39	3	44	13	8	3	37	4	14	4	4					
		10.10%	10.57%	11.53%	11.58%	9.90%	17.07%	11.92%	9.06%	8.35%	2.41%	11.81%	9.01%	6.06%	2.17%	7.78%	6.60%	12.15%	8.70%	10.22%	5.43%	12.20%	7.81%	10.37%	8.70%	11.11%	12.96%	10.00%	8.87%	12.38%	6.96%	3.53%	11.78%	3.60%	15.91%	9.52%	6.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1091	78	50	78	63	35	62	95	81	17	27	25	19	7	16	14	37	9	54	21	10	15	35	0	6	24	7	77	9	16	12	42	16	22	1	11					
		15.60%	17.93%	14.41%	18.44%	15.99%	14.23%	20.53%	16.87%	17.34%	20.48%	10.63%	10.73%	28.79%	15.22%	17.78%	13.21%	14.98%	9.78%	17.25%	16.28%	12.20%	23.44%	21.34%	0.00%	11.11%	7.97%	23.33%	15.52%	8.57%	13.91%	14.12%	13.38%	14.41%	25.00%	2.38%	18.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	3	6	2	0	0	2	5	4	3	1	1	1	1	2	0	0	0	4	3	0	0	4	0	0	1	0	8	0	1	0	5	1	1	0	0					
		0.84%	0.69%	1.73%	0.47%	0.00%	0.00%	0.66%	0.89%	0.86%	3.61%	0.39%	0.43%	1.52%	2.17%	2.22%	0.00%	0.00%	0.00%	1.28%	2.33%	0.00%	0.00%	2.44%	0.00%	0.00%	0.33%	0.00%	1.61%	0.00%	0.87%	0.00%	1.59%	0.90%	1.14%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1603	116	67	109	88	78	56	141	139	10	47	47	15	11	13	23	43	23	80	40	12	11	37	10	3	66	2	119	25	9	16	69	32	23	12	11					
		22.93%	26.67%	19.31%	25.77%	22.34%	31.71%	18.54%	25.04%	29.76%	12.05%	18.50%	20.17%	22.73%	23.91%	14.44%	21.70%	17.41%	25.00%	25.56%	31.01%	14.63%	17.19%	22.56%	21.74%	5.56%	21.93%	6.67%	23.99%	23.81%	7.83%	18.82%	21.97%	28.83%	26.14%	28.57%	18.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	97	7	9	9	14	5	4	4	11	1	1	4	2	0	0	0	0	0	3	1	1	2	0	0	0	0	0	10	2	0	1	6	0	0	0	0					
		1.39%	1.61%	2.59%	2.13%	3.55%	2.03%	1.32%	0.71%	2.36%	1.20%	0.39%	1.72%	3.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.78%	1.22%	3.13%	0.00%	0.00%	0.00%	0.00%	0.00%	2.02%	1.90%	0.00%	1.18%	1.91%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3312	176	170	174	181	82	138	256	185	47	144	128	25	26	52	62	134	48	135	53	48	29	69	32	39	166	16	226	51	80	52	148	57	28	24	31					
		47.37%	40.46%	48.99%	41.13%	45.94%	33.33%	45.70%	45.47%	39.61%	56.63%	56.69%	54.94%	37.88%	56.52%	57.78%	58.49%	54.25%	52.17%	43.13%	41.09%	58.54%	45.31%	42.07%	69.57%	72.22%	55.15%	53.33%	45.56%	48.57%	69.57%	61.18%	47.13%	51.35%	31.82%	57.14%	52.54%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	36	3	1	2	0	2	1	6	5	0	0	2	0	0	0	0	0	2	2	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	1	2					
