Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    район Тропарево-Никулино																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696					
1	"Число избирателей, внесенных в списки избирателей"	67060	2231	1814	2807	1611	2712	2545	2709	2345	2603	2553	2280	2334	1939	1830	2509	2233	1609	2858	1345	2638	1762	1813	2822	2549	2757	2674	2231	2367	2580					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	60400	2100	1600	2600	1500	2500	2300	2500	2000	2400	2300	2100	2100	1800	1700	2200	2000	1500	2600	1300	2400	1600	1700	2000	2200	2300	2500	2000	2200	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35491	1135	797	1373	872	1585	1304	1472	1267	1265	1177	1210	1305	1025	1002	1380	1198	855	1620	743	1424	998	1002	1852	1317	1262	1449	1212	1154	1236					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	635	8	2	16	12	23	24	18	4	20	15	34	27	18	22	34	62	30	43	23	57	29	24	4	8	4	23	19	14	18					
6	Число погашенных избирательных бюллетеней	24274	957	801	1211	616	892	972	1010	729	1115	1108	856	768	757	676	786	740	615	937	534	919	573	674	144	875	1034	1028	769	1032	1146					
7	Число избирательных бюллетеней в переносных ящиках для голосования	634	8	2	16	12	23	24	18	4	20	15	34	27	18	22	34	62	30	43	23	57	29	24	4	8	4	22	19	14	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35265	1132	789	1373	871	1584	1296	1467	1264	1245	1171	1210	1297	1015	991	1372	1134	852	1610	739	1401	997	998	1851	1309	1262	1444	1204	1154	1233					
9	Число недействительных избирательных бюллетеней	515	25	18	15	9	24	19	23	11	21	13	17	12	16	13	19	17	20	24	19	25	21	14	12	15	16	23	23	13	18					
10	Число действительных избирательных бюллетеней	35384	1115	773	1374	874	1583	1301	1462	1257	1244	1173	1227	1312	1017	1000	1387	1179	862	1629	743	1433	1005	1008	1843	1302	1250	1443	1200	1155	1233					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1330	50	30	60	60	50	40	60	60	30	40	30	30	30	30	60	30	30	60	30	60	30	50	60	60	50	70	30	60	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	975	25	15	45	40	38	32	37	35	26	30	30	25	18	28	40	23	18	48	19	52	22	37	51	49	34	39	22	57	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	885	25	34	48	12	53	29	48	47	18	44	14	32	5	8	88	25	3	7	20	35	39	24	63	51	27	8	9	29	40					
14	Число погашенных неиспользованных открепительных удостоверений	355	25	15	15	20	12	8	23	25	4	10	0	5	12	2	20	7	12	12	11	8	8	13	9	11	16	31	8	3	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	3	2	2	1	0	4	0	3	2	0	0	2	1	2	1	3	2	1	0	0	1	1	2	3	1	0	2	3	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	1091	42	22	39	21	55	41	49	25	45	26	41	36	39	43	43	42	21	61	23	36	25	37	51	34	21	48	34	41	50					
		3.04%	3.68%	2.78%	2.81%	2.38%	3.42%	3.11%	3.30%	1.97%	3.56%	2.19%	3.30%	2.72%	3.78%	4.24%	3.06%	3.51%	2.38%	3.69%	3.02%	2.47%	2.44%	3.62%	2.75%	2.58%	1.66%	3.27%	2.78%	3.51%	3.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1230	53	36	51	21	34	46	44	64	28	54	23	51	31	36	40	25	42	66	18	41	36	32	43	71	71	60	38	42	33					
		3.43%	4.65%	4.55%	3.67%	2.38%	2.12%	3.48%	2.96%	5.05%	2.21%	4.55%	1.85%	3.85%	3.00%	3.55%	2.84%	2.09%	4.76%	3.99%	2.36%	2.81%	3.51%	3.13%	2.32%	5.39%	5.61%	4.09%	3.11%	3.60%	2.64%					
20	3.Политическая партия «Демократическая партия России»	103	3	6	5	1	5	6	5	2	3	3	2	2	0	2	4	3	3	4	0	5	4	3	4	4	4	7	3	7	3					
		0.29%	0.26%	0.76%	0.36%	0.11%	0.31%	0.45%	0.34%	0.16%	0.24%	0.25%	0.16%	0.15%	0.00%	0.20%	0.28%	0.25%	0.34%	0.24%	0.00%	0.34%	0.39%	0.29%	0.22%	0.30%	0.32%	0.48%	0.25%	0.60%	0.24%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6448	159	94	188	173	408	230	323	181	230	212	241	276	189	206	267	259	191	291	131	263	225	192	298	195	168	299	205	172	182					
		17.96%	13.95%	11.88%	13.53%	19.59%	25.39%	17.42%	21.75%	14.27%	18.18%	17.88%	19.37%	20.85%	18.30%	20.34%	18.99%	21.66%	21.66%	17.60%	17.19%	18.04%	21.93%	18.79%	16.06%	14.81%	13.27%	20.40%	16.76%	14.73%	14.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1961	64	72	66	33	52	56	67	110	40	67	70	84	60	41	88	62	83	115	30	145	47	43	57	109	86	56	54	56	48					
		5.46%	5.61%	9.10%	4.75%	3.74%	3.24%	4.24%	4.51%	8.68%	3.16%	5.65%	5.63%	6.34%	5.81%	4.05%	6.26%	5.18%	9.41%	6.96%	3.94%	9.95%	4.58%	4.21%	3.07%	8.28%	6.79%	3.82%	4.42%	4.79%	3.84%					
23	6.Политическая партия «Партия социальной справедливости»	152	6	3	1	6	6	4	7	5	9	7	7	5	9	3	6	2	3	7	0	7	4	4	5	9	2	6	4	7	8					
		0.42%	0.53%	0.38%	0.07%	0.68%	0.37%	0.30%	0.47%	0.39%	0.71%	0.59%	0.56%	0.38%	0.87%	0.30%	0.43%	0.17%	0.34%	0.42%	0.00%	0.48%	0.39%	0.39%	0.27%	0.68%	0.16%	0.41%	0.33%	0.60%	0.64%					
24	7.Политическая партия «Либерально-демократическая партия России»	2255	88	52	126	66	108	81	87	73	92	79	62	60	67	51	70	45	25	85	47	62	49	58	181	107	83	91	95	77	88					
		6.28%	7.72%	6.57%	9.07%	7.47%	6.72%	6.14%	5.86%	5.76%	7.27%	6.66%	4.98%	4.53%	6.49%	5.03%	4.98%	3.76%	2.83%	5.14%	6.17%	4.25%	4.78%	5.68%	9.76%	8.12%	6.56%	6.21%	7.77%	6.59%	7.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3147	84	66	109	97	130	127	142	79	122	86	115	101	108	102	131	103	66	159	74	116	87	98	136	122	89	138	130	101	129					
		8.77%	7.37%	8.34%	7.85%	10.99%	8.09%	9.62%	9.56%	6.23%	9.64%	7.25%	9.24%	7.63%	10.45%	10.07%	9.32%	8.61%	7.48%	9.62%	9.71%	7.96%	8.48%	9.59%	7.33%	9.26%	7.03%	9.41%	10.63%	8.65%	10.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	627	17	14	32	7	30	27	36	30	24	28	19	18	17	16	22	17	24	30	12	18	13	21	30	16	18	21	29	24	17					
		1.75%	1.49%	1.77%	2.30%	0.79%	1.87%	2.05%	2.42%	2.37%	1.90%	2.36%	1.53%	1.36%	1.65%	1.58%	1.56%	1.42%	2.72%	1.81%	1.57%	1.23%	1.27%	2.05%	1.62%	1.21%	1.42%	1.43%	2.37%	2.05%	1.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15150	528	339	657	397	655	596	589	588	533	495	491	505	398	407	568	489	268	606	301	545	404	452	970	514	586	605	535	530	599					
		42.20%	46.32%	42.86%	47.30%	44.96%	40.76%	45.15%	39.66%	46.37%	42.13%	41.74%	39.47%	38.14%	38.53%	40.18%	40.40%	40.89%	30.39%	36.66%	39.50%	37.38%	39.38%	44.23%	52.29%	39.03%	46.29%	41.27%	43.74%	45.38%	47.88%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3220	71	69	100	52	100	87	113	100	118	116	156	174	99	93	148	132	136	205	107	195	111	68	68	121	122	112	73	98	76					
		8.97%	6.23%	8.72%	7.20%	5.89%	6.22%	6.59%	7.61%	7.89%	9.33%	9.78%	12.54%	13.14%	9.58%	9.18%	10.53%	11.04%	15.42%	12.40%	14.04%	13.37%	10.82%	6.65%	3.67%	9.19%	9.64%	7.64%	5.97%	8.39%	6.08%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
