Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    район Тропарево-Никулино																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719					
1	"Число избирателей, внесенных в список избирателей"	68318	2331	1896	2213	1608	2595	1726	2555	1831	2057	2513	2332	2268	1865	1767	2346	2175	1549	2774	1280	2535	1701	1824	2823	2900	3025	2822	2186	2449	2508	2048	1816					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64600	2200	1800	2000	1600	2500	1700	2500	1800	2000	2300	2200	2100	1800	1700	2200	2000	1500	2700	1200	2400	1600	1700	2600	2800	2800	2700	2000	2300	2400	1900	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	42468	1152	870	1198	1007	1648	1423	2157	995	1280	1324	1311	1709	1234	1027	1283	1181	955	1851	1036	1407	1166	1055	1932	2246	2173	1451	1285	1244	1206	1708	954					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	634	12	9	28	9	29	12	34	4	26	9	30	21	15	23	41	45	32	32	25	52	19	21	4	12	5	26	10	14	20	15	0					
6	Число погашенных избирательных бюллетеней	21498	1036	921	774	584	823	265	309	801	694	967	859	370	551	650	876	774	513	817	139	941	415	624	664	542	622	1223	705	1042	1174	177	646					
7	Число избирательных бюллетеней в переносных ящиках для голосования	634	12	9	28	9	29	12	34	4	26	9	30	21	15	23	41	45	32	32	25	52	19	21	4	12	5	26	10	14	20	15	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42278	1150	870	1198	1007	1619	1423	2157	991	1273	1324	1311	1709	1234	1027	1237	1181	953	1850	1036	1407	1075	1054	1928	2246	2173	1449	1285	1244	1206	1708	953					
9	Число недействительных избирательных бюллетеней	829	31	10	21	26	12	4	15	15	12	26	23	48	51	28	32	21	26	8	5	37	15	26	34	38	98	27	30	28	41	29	12					
10	Число действительных избирательных бюллетеней	42083	1131	869	1205	990	1636	1431	2176	980	1287	1307	1318	1682	1198	1022	1246	1205	959	1874	1056	1422	1079	1049	1898	2220	2080	1448	1265	1230	1185	1694	941					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1470	50	30	55	40	60	40	60	40	60	60	40	40	20	40	60	30	45	60	20	70	50	40	80	60	40	50	30	50	50	60	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1075	38	22	37	28	39	30	45	32	41	30	34	34	12	18	44	22	29	34	17	47	31	32	69	55	32	48	28	49	44	31	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	964	22	12	29	9	17	23	10	32	13	67	30	26	13	27	45	31	11	8	18	34	26	42	77	32	42	14	30	12	6	88	118					
14	Число погашенных неиспользованных открепительных удостоверений	395	12	8	18	12	21	10	15	8	19	30	6	6	8	22	16	8	16	26	3	23	19	8	11	5	8	2	2	1	6	29	17					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	0	1	1	1	2	0	2	0	3	1	0	0	3	0	0	0	0	0	0	0	1	0	5	2	3	3	2	2	3	5	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5856	209	144	187	142	244	153	199	148	207	257	258	197	181	161	220	230	194	26	19	293	192	179	285	87	249	266	206	208	212	168	135					
		13.65%	17.99%	16.38%	15.25%	13.98%	14.81%	10.66%	9.08%	14.87%	15.94%	19.28%	19.24%	11.39%	14.49%	15.33%	17.21%	18.76%	19.70%	1.38%	1.79%	20.08%	17.55%	16.65%	14.75%	3.85%	11.43%	18.03%	15.91%	16.53%	17.29%	9.75%	14.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3491	173	95	163	95	162	70	151	103	96	123	93	81	91	86	110	89	38	38	11	113	85	92	223	102	211	146	124	138	157	123	109					
		8.14%	14.89%	10.81%	13.30%	9.35%	9.83%	4.88%	6.89%	10.35%	7.39%	9.23%	6.94%	4.68%	7.29%	8.19%	8.61%	7.26%	3.86%	2.02%	1.04%	7.75%	7.77%	8.56%	11.54%	4.52%	9.69%	9.90%	9.58%	10.97%	12.81%	7.14%	11.44%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	632	23	14	22	12	27	15	24	18	19	29	24	19	9	18	22	14	13	5	5	19	13	27	49	26	32	23	30	20	23	19	19					
		1.47%	1.98%	1.59%	1.79%	1.18%	1.64%	1.05%	1.10%	1.81%	1.46%	2.18%	1.79%	1.10%	0.72%	1.71%	1.72%	1.14%	1.32%	0.27%	0.47%	1.30%	1.19%	2.51%	2.54%	1.15%	1.47%	1.56%	2.32%	1.59%	1.88%	1.10%	1.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9683	279	228	330	279	502	253	386	260	296	349	362	283	259	313	349	352	235	360	27	339	343	284	571	163	360	440	353	326	320	238	244					
		22.56%	24.01%	25.94%	26.92%	27.46%	30.46%	17.63%	17.62%	26.13%	22.79%	26.18%	26.99%	16.36%	20.74%	29.81%	27.31%	28.71%	23.86%	19.13%	2.54%	23.24%	31.35%	26.42%	29.55%	7.22%	16.53%	29.83%	27.26%	25.91%	26.10%	13.81%	25.60%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6626	191	234	243	144	232	160	260	213	188	257	286	149	233	187	276	246	224	303	23	365	189	166	231	154	252	260	180	212	184	179	205					
		15.44%	16.44%	26.62%	19.82%	14.17%	14.08%	11.15%	11.87%	21.41%	14.47%	19.28%	21.33%	8.61%	18.65%	17.81%	21.60%	20.07%	22.74%	16.10%	2.17%	25.02%	17.28%	15.44%	11.96%	6.82%	11.57%	17.63%	13.90%	16.85%	15.01%	10.39%	21.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15355	233	139	252	299	454	770	1128	221	472	277	284	935	415	246	251	262	243	1139	967	275	251	287	513	1664	946	301	364	311	282	957	217					
		35.78%	20.05%	15.81%	20.55%	29.43%	27.55%	53.66%	51.48%	22.21%	36.34%	20.78%	21.18%	54.05%	33.23%	23.43%	19.64%	21.37%	24.67%	60.52%	91.14%	18.85%	22.94%	26.70%	26.55%	73.69%	43.43%	20.41%	28.11%	24.72%	23.00%	55.54%	22.77%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	440	23	15	8	19	15	10	28	17	9	15	11	18	10	11	18	12	12	3	4	18	6	14	26	24	30	12	8	15	7	10	12					
		1.03%	1.98%	1.71%	0.65%	1.87%	0.91%	0.70%	1.28%	1.71%	0.69%	1.13%	0.82%	1.04%	0.80%	1.05%	1.41%	0.98%	1.22%	0.16%	0.38%	1.23%	0.55%	1.30%	1.35%	1.06%	1.38%	0.81%	0.62%	1.19%	0.57%	0.58%	1.26%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
