Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Юсьвинская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №5401	УИК №5402	УИК №5403	УИК №5404	УИК №5405	УИК №5406	УИК №5407	УИК №5408	УИК №5409	УИК №5410	УИК №5411	УИК №5412	УИК №5413	УИК №5414	УИК №5415	УИК №5416	УИК №5417	УИК №5418	УИК №5419	УИК №5420	УИК №5421	УИК №5422	УИК №5423	УИК №5424	УИК №5425	УИК №5426	УИК №5427	УИК №5428	УИК №5429	УИК №5430					
1	"Число избирателей, внесенных в списки"	16815	2216	625	798	181	236	547	553	823	610	202	345	545	356	171	631	248	382	246	57	346	336	742	702	1054	132	776	788	1358	630	179					
2	"Число бюллетеней, полученных участковыми комиссиями"	16825	2170	625	795	180	235	565	580	845	625	200	355	595	355	170	640	250	385	245	65	345	345	740	665	1025	130	780	735	1360	640	180					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10042	1325	224	439	107	132	332	288	458	413	146	247	299	223	101	325	148	228	166	32	223	221	459	468	703	91	405	486	824	421	108					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1473	27	180	87	35	47	56	73	78	61	30	58	85	31	6	60	27	47	27	20	21	28	40	23	57	3	57	42	89	54	24					
6	Число погашенных бюллетеней	5310	818	221	269	38	56	177	219	309	151	24	50	211	101	63	255	75	110	52	13	101	96	241	174	265	36	318	207	447	165	48					
7	Число бюллетеней в переносных ящиках для голосования	1473	27	180	87	35	47	56	73	78	61	30	58	85	31	6	60	27	47	27	20	21	28	40	23	57	3	57	42	89	54	24					
8	Число бюллетеней в стационарных ящиках для голосования	10041	1325	224	439	107	132	332	288	458	413	146	247	299	223	101	325	148	228	166	32	223	221	459	468	702	91	405	486	824	421	108					
9	Число недействительных бюллетеней	402	35	7	11	6	7	28	5	13	13	7	8	19	22	2	16	6	16	15	0	6	11	20	29	30	1	7	23	21	10	8					
10	Число действительных бюллетеней	11112	1317	397	515	136	172	360	356	523	461	169	297	365	232	105	369	169	259	178	52	238	238	479	462	729	93	455	505	892	465	124					
