Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Опочецкая																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423					
1	"Число избирателей, внесенных в списки"	19690	1427	1308	1337	1458	1516	1348	607	1559	532	1092	334	337	305	212	386	108	361	187	369	491	213	278	139	259	409	208	201	246	172	386	142	210	329	826	398					
2	"Число бюллетеней, полученных участковыми комиссиями"	18570	1280	1185	1200	1300	1385	1230	550	1400	535	1000	350	335	300	190	385	105	370	190	365	500	215	270	135	270	400	215	200	240	170	400	135	215	320	830	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8864	814	609	679	663	814	580	322	688	395	527	106	113	90	120	150	22	165	85	154	203	23	110	28	97	130	70	63	77	85	137	29	109	116	301	190					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2195	14	15	31	25	20	18	10	31	70	20	88	59	80	0	128	59	117	38	121	118	116	77	69	91	91	84	51	68	42	101	75	38	91	131	8					
6	Число погашенных бюллетеней	7511	452	561	490	612	551	632	218	681	70	453	156	163	130	70	107	24	88	67	90	179	76	83	38	82	179	61	86	95	43	162	31	68	113	398	202					
7	Число бюллетеней в переносных ящиках для голосования	2195	14	15	31	25	20	18	10	31	70	20	88	59	80	0	128	59	117	38	121	118	116	77	69	91	91	84	51	68	42	101	75	38	91	131	8					
8	Число бюллетеней в стационарных ящиках для голосования	8860	813	609	679	663	812	580	321	688	395	527	106	113	90	120	150	22	165	85	154	203	23	110	28	97	130	70	63	77	85	137	29	109	116	301	190					
9	Число недействительных бюллетеней	134	9	16	16	12	9	5	3	3	4	6	4	1	1	1	1	2	5	4	4	1	0	2	3	9	2	0	2	0	0	0	2	2	1	2	2					
10	Число действительных бюллетеней	10921	818	608	694	676	823	593	328	716	461	541	190	171	169	119	277	79	277	119	271	320	139	185	94	179	219	154	112	145	127	238	102	145	206	430	196					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	280	15	20	15	15	15	15	15	15	15	15	5	5	5	5	5	3	5	5	5	5	3	5	3	5	5	5	5	5	3	5	3	5	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	62	8	12	1	2	12	3	2	1	0	1	0	2	0	0	2	0	1	0	3	2	0	1	0	1	1	1	3	0	0	3	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	3	6	2	3	5	3	0	4	0	2	3	0	0	1	0	0	1	1	1	1	1	3	1	1	0	0	1	0	2	2	3	1	0	0	0					
14	Число погашенных открепительных удостоверений	218	7	8	14	13	3	12	13	14	15	14	5	3	5	5	3	3	4	5	2	3	3	4	3	4	4	4	2	5	3	2	3	5	5	10	10					
15	Число открепительных удостоверений выданных ТИК	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	204	15	9	7	9	9	10	3	9	23	7	5	11	4	3	4	1	8	3	10	4	4	3	2	2	5	1	2	6	3	1	0	0	5	11	5					
		1.84%	1.81%	1.44%	0.98%	1.30%	1.08%	1.67%	0.90%	1.25%	4.94%	1.27%	2.57%	6.39%	2.35%	2.5%	1.43%	1.23%	2.83%	2.43%	3.63%	1.24%	2.87%	1.60%	2.06%	1.06%	2.26%	0.64%	1.75%	4.13%	2.36%	0.42%	0.0%	0.0%	2.41%	2.54%	2.52%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	312	32	19	25	37	34	18	8	23	6	31	2	3	0	8	12	2	1	2	2	3	1	4	1	1	0	2	3	2	3	2	0	3	4	14	4					
		2.82%	3.86%	3.04%	3.52%	5.37%	4.08%	3.01%	2.41%	3.19%	1.29%	5.66%	1.03%	1.74%	0.0%	6.66%	4.31%	2.46%	0.35%	1.62%	0.72%	0.93%	0.71%	2.13%	1.03%	0.53%	0.0%	1.29%	2.63%	1.37%	2.36%	0.84%	0.0%	2.04%	1.93%	3.24%	2.02%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	361	30	32	20	24	27	17	8	19	36	9	8	9	11	5	3	3	5	2	8	10	2	2	0	5	2	8	4	2	5	10	0	5	12	16	2					
		3.26%	3.62%	5.12%	2.81%	3.48%	3.24%	2.84%	2.41%	2.64%	7.74%	1.64%	4.12%	5.23%	6.47%	4.16%	1.07%	3.70%	1.77%	1.62%	2.90%	3.11%	1.43%	1.06%	0.0%	2.65%	0.90%	5.19%	3.50%	1.37%	3.93%	4.20%	0.0%	3.40%	5.79%	3.70%	1.01%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	222	24	15	17	21	24	8	13	10	6	10	6	2	3	0	4	1	3	1	7	3	2	5	0	8	3	1	2	0	1	6	0	5	1	7	3					
		2.00%	2.90%	2.40%	2.39%	3.05%	2.88%	1.33%	3.92%	1.39%	1.29%	1.82%	3.09%	1.16%	1.76%	0.0%	1.43%	1.23%	1.06%	0.81%	2.54%	0.93%	1.43%	2.67%	0.0%	4.25%	1.35%	0.64%	1.75%	0.0%	0.78%	2.52%	0.0%	3.40%	0.48%	1.62%	1.51%					
22	"5. ""За Русь Святую"""	75	0	6	7	4	7	4	1	4	7	5	1	1	0	1	3	0	1	0	2	3	1	1	2	4	1	0	0	1	1	2	0	1	1	3	0					
		0.67%	0.0%	0.96%	0.98%	0.58%	0.84%	0.66%	0.30%	0.55%	1.50%	0.91%	0.51%	0.58%	0.0%	0.83%	1.07%	0.0%	0.35%	0.0%	0.72%	0.93%	0.71%	0.53%	2.06%	2.12%	0.45%	0.0%	0.0%	0.68%	0.78%	0.84%	0.0%	0.68%	0.48%	0.69%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	26	2	2	2	1	1	2	0	1	3	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	2	1	0	0	0	1	1	0					
		0.23%	0.24%	0.32%	0.28%	0.14%	0.12%	0.33%	0.0%	0.13%	0.64%	0.0%	0.0%	0.0%	0.58%	0.0%	0.35%	0.0%	0.0%	0.81%	0.36%	0.0%	0.0%	0.0%	0.0%	0.53%	0.45%	0.0%	0.87%	1.37%	0.78%	0.0%	0.0%	0.0%	0.48%	0.23%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	52	7	3	2	5	4	7	0	6	0	2	1	1	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1					
		0.47%	0.84%	0.48%	0.28%	0.72%	0.48%	1.17%	0.0%	0.83%	0.0%	0.36%	0.51%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.90%	0.31%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.42%	0.0%	0.0%	0.48%	0.0%	0.50%					
25	"8. ""Народно-республиканская партия России"""	19	2	0	0	0	1	1	1	1	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	1	0	2	0					
		0.17%	0.24%	0.0%	0.0%	0.0%	0.12%	0.16%	0.30%	0.13%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.84%	0.0%	0.68%	0.0%	0.46%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	3	3	0	2	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1					
		0.16%	0.36%	0.48%	0.0%	0.29%	0.48%	0.0%	0.0%	0.0%	0.43%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%					
27	"10. ""Аграрная партия России"""	390	21	13	25	22	19	9	3	12	8	12	24	18	7	4	11	1	11	0	6	24	13	8	2	14	11	14	11	10	3	11	0	14	13	14	2					
		3.52%	2.53%	2.08%	3.52%	3.19%	2.28%	1.50%	0.90%	1.66%	1.72%	2.19%	12.37%	10.46%	4.11%	3.33%	3.95%	1.23%	3.90%	0.0%	2.18%	7.47%	9.35%	4.27%	2.06%	7.44%	4.97%	9.09%	9.64%	6.89%	2.36%	4.62%	0.0%	9.52%	6.28%	3.24%	1.01%					
