Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Лежневская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14893	1334	865	758	928	1162	562	824	250	650	643	283	346	980	855	948	740	529	881	1355									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12350	1020	640	560	680	860	440	620	240	590	570	250	320	890	770	880	670	440	810	1100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6832	420	386	273	415	594	193	248	94	365	405	97	216	491	440	471	275	151	528	770									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3091	439	146	265	156	79	178	199	121	177	144	143	73	148	117	148	182	88	150	138									
6	Число погашенных избирательных бюллетеней	2427	161	108	22	109	187	69	173	25	48	21	10	31	251	213	261	213	201	132	192									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3091	439	146	265	156	79	178	199	121	177	144	143	73	148	117	148	182	88	150	138									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6832	420	386	273	415	594	193	248	94	365	405	97	216	491	440	471	275	151	528	770									
9	Число недействительных избирательных бюллетеней	92	16	9	4	5	2	6	4	1	3	0	6	1	6	5	4	5	9	2	4									
10	Число действительных избирательных бюллетеней	9831	843	523	534	566	671	365	443	214	539	549	234	288	633	552	615	452	230	676	904									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	20	20	10	10	16	19	10	5	10	10	5	5	20	20	30	25	5	25	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	300	20	20	10	10	16	19	10	5	10	10	5	5	20	20	30	25	5	25	35									
