Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
"Наименование Избирательной комиссии:    Красноярск, Ленинская"																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290					
1	"Число избирателей, внесенных в списки"	113334	1983	1734	1914	2101	2401	2083	2058	1898	1836	1987	2360	2241	2194	1492	2497	2572	388	2354	2685	2591	2142	2104	2558	2610	2268	1978	1628	2506	2362	2123	1994	2055	2077	2328	2381	2447	2287	2486	2094	2434	2525	2383	2584	2205	2398	2062	2155	2172	2247	2218	2129	2025					
2	"Число бюллетеней, полученных участковыми комиссиями"	113251	1980	1726	1923	2111	2412	2083	2040	2000	1830	1980	2380	2232	2180	1493	2540	2540	350	2370	2600	2600	2147	2100	2541	2607	2277	1989	1600	2510	2350	2114	1995	2070	2085	2330	2385	2400	2288	2482	2094	2421	2500	2420	2607	2210	2400	2063	2160	2131	2260	2200	2100	2045					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	46088	950	901	957	973	1236	1079	998	856	841	827	801	1133	900	765	1248	1189	119	1180	1283	1360	974	891	997	995	693	608	487	717	1001	770	654	813	813	887	969	955	690	862	716	885	1017	970	992	699	998	878	925	546	792	790	769	739					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1321	25	19	25	30	20	19	49	82	21	25	13	20	16	64	28	20	148	40	25	25	12	20	18	16	7	19	13	60	36	9	2	25	12	9	20	12	20	27	27	12	19	14	16	13	16	23	26	68	7	9	5	15					
6	Число погашенных бюллетеней	65841	1005	806	941	1108	1156	985	993	1062	968	1128	1566	1079	1264	664	1264	1331	83	1150	1291	1215	1161	1189	1526	1596	1577	1362	1100	1733	1313	1335	1339	1232	1260	1434	1396	1433	1578	1593	1351	1524	1464	1436	1599	1498	1386	1162	1209	1517	1461	1401	1326	1291					
7	Число бюллетеней в переносных ящиках для голосования	1321	25	19	25	30	20	19	49	82	21	25	13	20	16	64	28	20	148	40	25	25	12	20	18	16	7	19	13	60	36	9	2	25	12	9	20	12	20	27	27	12	19	14	16	13	16	23	26	68	7	9	5	15					
8	Число бюллетеней в стационарных ящиках для голосования	46034	949	901	932	973	1236	1062	998	856	841	825	801	1133	900	763	1248	1188	119	1180	1283	1360	974	891	997	995	693	608	487	717	1001	770	654	813	813	886	969	955	690	859	714	885	1017	970	992	699	998	878	925	546	792	790	769	739					
9	Число недействительных бюллетеней	861	16	16	12	23	20	20	18	37	35	12	12	23	18	16	21	12	4	11	8	5	8	14	20	14	12	12	10	20	10	7	13	22	13	18	28	20	11	48	6	25	14	17	5	20	20	18	11	12	20	11	20	23					
10	Число действительных бюллетеней	46494	958	904	945	980	1236	1061	1029	901	827	838	802	1130	898	811	1255	1196	263	1209	1300	1380	978	897	995	997	688	615	490	757	1027	772	643	816	812	877	961	947	699	838	735	872	1022	967	1003	692	994	883	940	602	779	788	754	731					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1185	20	20	20	20	20	20	20	50	20	65	20	20	20	20	50	70	0	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	590	5	5	7	12	8	17	13	40	5	52	17	12	10	13	27	41	0	27	11	16	12	10	4	14	3	4	2	5	7	2	10	10	3	7	6	10	8	10	7	6	10	7	11	7	10	12	10	9	6	7	15	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	306	6	8	2	4	10	8	6	11	3	3	6	13	5	4	1	7	17	9	3	12	1	13	3	3	7	4	2	1	7	13	9	8	5	10	7	7	4	7	1	9	4	3	3	6	8	2	6	1	1	3	4	6					
14	Число погашенных открепительных удостоверений	595	15	15	13	8	12	3	7	10	15	13	3	8	10	7	23	29	0	3	9	4	8	10	16	6	17	16	18	15	13	18	10	10	17	13	14	10	12	10	13	14	10	13	9	13	10	8	10	11	14	13	5	12					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	370	4	2	10	6	4	9	5	14	1	7	2	9	9	6	5	6	1	6	3	10	8	6	9	10	6	5	10	9	14	8	2	17	7	9	10	6	6	8	9	11	9	12	11	4	4	6	2	12	8	2	7	4					
		0.78%	0.41%	0.21%	1.04%	0.59%	0.31%	0.83%	0.47%	1.49%	0.11%	0.82%	0.24%	0.78%	0.98%	0.72%	0.39%	0.49%	0.37%	0.49%	0.22%	0.72%	0.81%	0.65%	0.88%	0.98%	0.85%	0.79%	2.0%	1.15%	1.35%	1.02%	0.30%	2.02%	0.84%	1.00%	1.01%	0.62%	0.84%	0.90%	1.21%	1.22%	0.86%	1.21%	1.09%	0.56%	0.39%	0.66%	0.21%	1.95%	1.00%	0.25%	0.90%	0.53%					
