Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Нижнекамская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304					
1	"Число избирателей, внесенных в список избирателей"	28910	1271	1313	393	2190	662	326	381	766	347	349	631	291	514	183	365	243	493	470	553	260	308	697	698	646	533	265	386	518	1088	2498	2188	2404	2235	2445					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27950	1250	1260	390	2120	735	320	370	750	340	310	620	290	510	180	365	240	490	470	540	260	300	680	690	630	520	260	380	510	1070	2500	2000	2200	2000	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23835	821	722	370	1550	644	273	309	430	323	277	565	283	486	158	356	175	466	336	447	250	298	596	570	482	431	226	358	466	962	2087	1849	2130	1936	2203					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1158	109	136	9	31	18	11	21	80	12	14	3	0	0	9	0	47	15	96	43	0	0	32	53	121	54	16	0	14	36	38	32	40	39	29					
6	Число погашенных избирательных бюллетеней	2957	320	402	11	539	73	36	40	240	5	19	52	7	24	13	9	18	9	38	50	10	2	52	67	27	35	18	22	30	72	375	119	30	25	168					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1158	109	136	9	31	18	11	21	80	12	14	3	0	0	9	0	47	15	96	43	0	0	32	53	121	54	16	0	14	36	38	32	40	39	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23835	821	722	370	1550	644	273	309	430	323	277	565	283	486	158	356	175	466	336	447	250	298	596	570	482	431	226	358	466	962	2087	1849	2130	1936	2203					
9	Число недействительных избирательных бюллетеней	158	35	17	0	28	0	1	1	7	0	1	0	0	11	1	2	0	0	2	0	0	1	0	7	2	3	0	2	12	3	16	3	0	3	0					
10	Число действительных избирательных бюллетеней	24835	895	841	379	1553	662	283	329	503	335	290	568	283	475	166	354	222	481	430	490	250	297	628	616	601	482	242	356	468	995	2109	1878	2170	1972	2232					
