Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
"Наименование Избирательной комиссии:    Улан-Удэ, Советская"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806					
1	"Число избирателей, внесенных в список избирателей"	51725	1037	1060	1326	658	1457	1454	2026	1787	1254	762	1010	1411	1735	905	1657	1424	1525	2538	1144	1481	1521	1326	2034	1824	1836	1922	1376	2351	1844	1555	1344	819	2018	1749	19	42	15	82	51	346					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49381	1000	1000	1300	650	1400	1400	2000	1400	1200	700	900	1300	1700	800	1600	1400	1500	2500	1000	1400	1400	1300	2000	1600	1800	1800	1376	2300	1800	1500	1300	800	2000	1700	19	42	15	82	51	346					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27598	591	683	859	506	828	860	985	1042	776	435	533	856	965	702	765	453	875	1325	575	804	683	674	846	933	982	1143	1376	768	880	705	747	347	700	863	19	42	15	63	48	346					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1138	22	67	38	29	57	58	27	42	29	34	5	28	15	6	14	49	12	74	24	37	44	56	21	50	32	21	0	75	34	15	15	15	31	40	0	0	0	19	3	0					
6	Число погашенных избирательных бюллетеней	20645	387	250	403	115	515	482	988	316	395	231	362	416	720	92	821	898	613	1101	401	559	673	570	1133	617	786	636	0	1457	886	780	538	438	1269	797	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1138	22	67	38	29	57	58	27	42	29	34	5	28	15	6	14	49	12	74	24	37	44	56	21	50	32	21	0	75	34	15	15	15	31	40	0	0	0	19	3	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27593	590	683	858	506	828	860	985	1042	774	435	533	856	965	702	765	452	875	1325	575	804	683	674	846	933	982	1143	1376	768	880	705	747	347	700	863	19	42	15	63	48	346					
9	Число недействительных избирательных бюллетеней	412	29	8	8	3	11	9	17	7	5	7	5	14	7	7	8	8	11	19	9	15	7	6	11	22	23	18	8	20	13	13	14	10	11	12	1	2	1	0	1	12					
10	Число действительных избирательных бюллетеней	28319	583	742	888	532	874	909	995	1077	798	462	533	870	973	701	771	493	876	1380	590	826	720	724	856	961	991	1146	1368	823	901	707	748	352	720	891	18	40	14	82	50	334					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1410	40	40	40	30	40	40	50	50	40	30	40	40	40	30	40	40	40	50	40	40	40	40	50	50	50	50	0	50	50	50	40	40	50	50	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	858	11	20	22	8	39	17	43	42	18	17	18	26	24	23	23	15	31	43	7	26	28	29	39	21	29	17	0	43	30	34	33	13	46	23	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1071	7	11	25	58	17	58	26	24	34	58	30	46	28	105	31	13	23	29	71	48	57	22	31	19	15	20	0	17	44	24	18	9	17	35	0	0	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	552	29	20	18	22	1	23	7	8	22	13	22	14	16	7	17	25	9	7	33	14	12	11	11	29	21	33	0	7	20	16	7	27	4	27	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	0	3	0	0	0	0	0	1	0	1	0	0	0	1	1	2	1	0	0	0	0	1	0	0	0	0	4	1	1	0	0	1	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3232	56	64	109	81	105	117	107	114	104	57	56	130	140	80	63	50	124	193	56	66	71	63	88	115	150	129	64	73	124	97	103	43	92	104	3	7	3	6	3	22					
		11.25%	9.15%	8.53%	12.17%	15.14%	11.86%	12.75%	10.57%	10.52%	12.95%	12.15%	10.41%	14.71%	14.29%	11.30%	8.09%	9.98%	13.98%	13.80%	9.35%	7.85%	9.77%	8.63%	10.15%	11.70%	14.79%	11.08%	4.65%	8.66%	13.57%	13.47%	13.52%	11.88%	12.59%	11.52%	15.79%	16.67%	20.00%	7.32%	5.88%	6.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2624	46	44	77	34	69	29	74	87	48	14	30	48	68	44	83	62	88	138	34	52	44	50	52	115	117	230	269	123	79	75	72	27	41	55	1	2	3	6	3	91					
		9.13%	7.52%	5.87%	8.59%	6.36%	7.80%	3.16%	7.31%	8.03%	5.98%	2.99%	5.58%	5.43%	6.94%	6.21%	10.65%	12.38%	9.92%	9.86%	5.68%	6.18%	6.05%	6.85%	5.99%	11.70%	11.54%	19.76%	19.55%	14.59%	8.64%	10.42%	9.45%	7.46%	5.61%	6.09%	5.26%	4.76%	20.00%	7.32%	5.88%	26.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	222	4	7	6	3	3	2	9	10	6	6	4	9	5	7	7	4	3	16	5	3	9	1	5	3	11	21	3	8	7	11	2	4	4	4	1	0	0	0	2	7					
		0.77%	0.65%	0.93%	0.67%	0.56%	0.34%	0.22%	0.89%	0.92%	0.75%	1.28%	0.74%	1.02%	0.51%	0.99%	0.90%	0.80%	0.34%	1.14%	0.83%	0.36%	1.24%	0.14%	0.58%	0.31%	1.08%	1.80%	0.22%	0.95%	0.77%	1.53%	0.26%	1.10%	0.55%	0.44%	5.26%	0.00%	0.00%	0.00%	3.92%	2.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8195	136	141	289	186	312	326	318	350	342	191	222	346	378	164	174	124	232	426	148	228	225	202	236	251	278	240	105	201	278	220	242	105	248	288	1	5	4	4	11	18					
		28.52%	22.22%	18.80%	32.25%	34.77%	35.25%	35.51%	31.42%	32.29%	42.59%	40.72%	41.26%	39.14%	38.57%	23.16%	22.34%	24.75%	26.16%	30.45%	24.71%	27.11%	30.95%	27.67%	27.22%	25.53%	27.42%	20.62%	7.63%	23.84%	30.42%	30.56%	31.76%	29.01%	33.93%	31.89%	5.26%	11.90%	26.67%	4.88%	21.57%	5.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	878	20	16	32	30	39	28	30	34	52	40	22	54	56	36	13	4	25	48	17	13	11	23	21	20	27	15	20	18	22	12	23	5	19	28	0	0	0	0	2	3					
		3.06%	3.27%	2.13%	3.57%	5.61%	4.41%	3.05%	2.96%	3.14%	6.48%	8.53%	4.09%	6.11%	5.71%	5.08%	1.67%	0.80%	2.82%	3.43%	2.84%	1.55%	1.51%	3.15%	2.42%	2.03%	2.66%	1.29%	1.45%	2.14%	2.41%	1.67%	3.02%	1.38%	2.60%	3.10%	0.00%	0.00%	0.00%	0.00%	3.92%	0.87%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13030	316	465	372	196	338	405	452	478	244	152	197	277	323	365	426	246	400	550	329	460	356	385	452	455	403	502	899	398	389	289	304	164	314	410	12	25	4	64	29	185					
		45.35%	51.63%	62.00%	41.52%	36.64%	38.19%	44.12%	44.66%	44.10%	30.39%	32.41%	36.62%	31.33%	32.96%	51.55%	54.69%	49.10%	45.10%	39.31%	54.92%	54.70%	48.97%	52.74%	52.13%	46.29%	39.74%	43.13%	65.33%	47.21%	42.56%	40.14%	39.90%	45.30%	42.95%	45.40%	63.16%	59.52%	26.67%	78.05%	56.86%	53.47%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	138	5	5	3	2	8	2	5	4	2	2	2	6	3	5	5	3	4	9	1	4	4	0	2	2	5	9	8	2	2	3	2	4	2	2	0	1	0	2	0	8					
		0.48%	0.82%	0.67%	0.33%	0.37%	0.90%	0.22%	0.49%	0.37%	0.25%	0.43%	0.37%	0.68%	0.31%	0.71%	0.64%	0.60%	0.45%	0.64%	0.17%	0.48%	0.55%	0.00%	0.23%	0.20%	0.49%	0.77%	0.58%	0.24%	0.22%	0.42%	0.26%	1.10%	0.27%	0.22%	0.00%	2.38%	0.00%	2.44%	0.00%	2.31%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
