Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Октябрьская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546					
1	"Число избирателей, внесенных в списки избирателей"	77505	673	1478	1386	2891	2794	1586	1870	2999	540	1794	1160	2850	2955	2602	2799	2798	1570	1696	2283	1102	2835	2602	2735	2782	1983	1078	2860	1333	2131	2483	2164	835	1713	1649	1607	1732	1307	2130	1720					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	75000	650	1450	1300	2900	2700	1550	1800	2850	550	1700	1100	2750	2850	2600	2800	2800	1500	1650	2200	1050	2800	2550	2600	2750	1900	1000	2800	1250	2050	2250	2050	850	1650	1600	1600	1650	1250	2050	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	65036	587	1346	1238	2556	2415	1354	1701	2543	540	1531	915	2258	2212	2149	2203	2470	1355	1370	1855	838	2287	2203	2581	1940	1509	989	2385	1119	1745	2192	1873	754	1431	1443	1381	1575	1081	1747	1365					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1757	45	34	50	59	54	53	27	105	0	67	41	59	71	96	72	37	50	22	26	55	41	125	19	30	10	11	31	5	5	53	18	20	25	12	19	62	45	113	90					
6	Число погашенных избирательных бюллетеней	8207	18	70	12	285	231	143	72	202	10	102	144	433	567	355	525	293	95	258	319	157	472	222	0	780	381	0	384	126	300	5	159	76	194	145	200	13	124	190	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1757	45	34	50	59	54	53	27	105	0	67	41	59	71	96	72	37	50	22	26	55	41	125	19	30	10	11	31	5	5	53	18	20	25	12	19	62	45	113	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	64980	587	1346	1238	2556	2415	1354	1701	2543	540	1531	915	2258	2212	2149	2203	2470	1355	1370	1855	838	2287	2203	2581	1940	1509	989	2385	1119	1745	2190	1873	754	1431	1443	1327	1575	1081	1747	1365					
9	Число недействительных избирательных бюллетеней	733	3	105	190	5	25	8	2	6	3	5	9	11	20	7	11	18	17	15	8	27	10	6	1	7	37	11	12	3	13	15	70	0	13	10	5	0	9	1	15					
10	Число действительных избирательных бюллетеней	66004	629	1275	1098	2610	2444	1399	1726	2642	537	1593	947	2306	2263	2238	2264	2489	1388	1377	1873	866	2318	2322	2599	1963	1482	989	2404	1121	1737	2228	1821	774	1443	1445	1341	1637	1117	1859	1440					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1294	8	20	27	53	50	27	22	32	0	30	13	57	45	62	47	45	29	25	45	20	65	55	33	43	26	25	62	25	43	35	25	20	25	25	25	25	25	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1247	7	18	27	52	49	27	22	31	0	28	10	57	45	60	46	45	29	25	43	19	64	53	33	42	23	22	59	25	42	34	24	15	25	25	25	25	23	28	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	801	2	14	20	7	13	7	6	24	0	7	10	10	9	30	6	3	25	8	2	3	13	16	218	24	6	10	18	6	2	197	15	3	11	9	6	23	2	10	6					
14	Число погашенных неиспользованных открепительных удостоверений	47	1	2	0	1	1	0	0	1	0	2	3	0	0	2	1	0	0	0	2	1	1	2	0	1	3	3	3	0	1	1	1	5	0	0	0	0	2	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	106	1	1	3	1	6	0	1	1	0	3	2	6	6	1	9	3	1	3	2	1	3	1	5	2	1	3	4	0	5	1	4	2	3	3	0	5	4	5	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	533	0	2	6	39	7	2	9	31	2	9	9	30	34	17	38	6	12	11	14	9	23	8	5	4	24	8	40	3	15	39	20	2	0	9	10	0	21	9	6					
		0.80%	0.00%	0.14%	0.47%	1.49%	0.28%	0.14%	0.52%	1.17%	0.37%	0.56%	0.94%	1.29%	1.49%	0.76%	1.67%	0.24%	0.85%	0.79%	0.74%	1.01%	0.99%	0.34%	0.19%	0.20%	1.58%	0.80%	1.66%	0.27%	0.86%	1.74%	1.06%	0.26%	0.00%	0.62%	0.74%	0.00%	1.87%	0.48%	0.41%					
19	2.Всероссийская политическая партия «Гражданская Сила»	226	0	2	3	11	3	1	3	11	0	17	2	12	16	11	10	3	5	6	3	9	12	4	2	0	8	5	10	6	9	11	4	0	0	5	6	0	3	9	4					
		0.34%	0.00%	0.14%	0.23%	0.42%	0.12%	0.07%	0.17%	0.42%	0.00%	1.06%	0.21%	0.52%	0.70%	0.49%	0.44%	0.12%	0.36%	0.43%	0.16%	1.01%	0.52%	0.17%	0.08%	0.00%	0.53%	0.50%	0.41%	0.53%	0.51%	0.49%	0.21%	0.00%	0.00%	0.34%	0.45%	0.00%	0.27%	0.48%	0.27%					
20	3.Политическая партия «Демократическая партия России»	69	0	1	2	3	2	0	3	2	0	11	1	3	3	3	2	0	3	0	0	0	4	2	0	0	4	1	1	3	0	2	5	0	0	5	2	0	1	0	0					
		0.10%	0.00%	0.07%	0.16%	0.11%	0.08%	0.00%	0.17%	0.08%	0.00%	0.69%	0.10%	0.13%	0.13%	0.13%	0.09%	0.00%	0.21%	0.00%	0.00%	0.00%	0.17%	0.09%	0.00%	0.00%	0.26%	0.10%	0.04%	0.27%	0.00%	0.09%	0.26%	0.00%	0.00%	0.34%	0.15%	0.00%	0.09%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5734	63	116	105	213	231	201	78	236	9	20	61	201	306	185	532	295	86	65	245	43	208	118	49	107	157	117	334	99	200	169	35	62	58	200	171	48	102	57	152					
		8.59%	9.97%	8.41%	8.15%	8.15%	9.36%	14.29%	4.51%	8.91%	1.67%	1.25%	6.38%	8.68%	13.40%	8.24%	23.38%	11.77%	6.12%	4.67%	13.02%	4.82%	8.93%	5.07%	1.88%	5.43%	10.34%	11.70%	13.82%	8.81%	11.43%	7.53%	1.85%	8.01%	3.98%	13.75%	12.70%	2.93%	9.06%	3.06%	10.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	276	0	8	3	18	4	5	3	24	0	9	6	18	22	20	10	2	7	5	8	3	9	6	0	0	4	4	7	12	7	9	9	3	0	11	13	0	1	3	3					
		0.41%	0.00%	0.58%	0.23%	0.69%	0.16%	0.36%	0.17%	0.91%	0.00%	0.56%	0.63%	0.78%	0.96%	0.89%	0.44%	0.08%	0.50%	0.36%	0.43%	0.34%	0.39%	0.26%	0.00%	0.00%	0.26%	0.40%	0.29%	1.07%	0.40%	0.40%	0.48%	0.39%	0.00%	0.76%	0.97%	0.00%	0.09%	0.16%	0.21%					
23	6.Политическая партия «Партия социальной справедливости»	96	0	4	2	9	0	3	4	2	2	8	4	5	9	2	1	3	2	1	1	0	3	0	0	1	1	2	4	1	1	3	4	1	0	1	6	0	5	0	1					
		0.14%	0.00%	0.29%	0.16%	0.34%	0.00%	0.21%	0.23%	0.08%	0.37%	0.50%	0.42%	0.22%	0.39%	0.09%	0.04%	0.12%	0.14%	0.07%	0.05%	0.00%	0.13%	0.00%	0.00%	0.05%	0.07%	0.20%	0.17%	0.09%	0.06%	0.13%	0.21%	0.13%	0.00%	0.07%	0.45%	0.00%	0.44%	0.00%	0.07%					
24	7.Политическая партия «Либерально-демократическая партия России»	1443	19	15	7	90	28	28	18	69	3	13	32	59	13	78	107	17	34	40	67	4	131	29	11	48	68	48	69	57	70	6	70	18	20	10	3	2	27	5	10					
		2.16%	3.01%	1.09%	0.54%	3.44%	1.13%	1.99%	1.04%	2.61%	0.56%	0.81%	3.35%	2.55%	0.57%	3.47%	4.70%	0.68%	2.42%	2.87%	3.56%	0.45%	5.63%	1.25%	0.42%	2.44%	4.48%	4.80%	2.86%	5.07%	4.00%	0.27%	3.70%	2.33%	1.37%	0.69%	0.22%	0.12%	2.40%	0.27%	0.69%					
