Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Октябрьская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548					
1	"Число избирателей, внесенных в список избирателей"	79212	690	1523	2011	2665	2439	2187	1805	2176	1160	501	1835	1115	2122	2343	2007	1971	1527	2686	2662	1082	2750	1685	2081	2508	2640	1890	2166	2200	2570	1565	2754	1858	2312	2397	2508	825	1253	1646	1617	1710	1770					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	79480	690	1500	2000	2700	2500	2200	1800	2200	1150	590	1850	1100	2150	2350	2050	2000	1550	2700	2650	1100	2750	1700	2050	2550	2650	1900	2150	2250	2550	1550	2800	1850	2350	2450	2450	800	1250	1650	1600	1550	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50394	337	912	1195	1720	1185	1123	1341	1785	995	374	999	758	1194	1272	1285	1419	920	2047	1298	741	1902	1242	970	1205	1828	1081	1748	1554	1311	1086	1775	982	1376	1611	1611	552	873	1238	1214	994	1341					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1733	17	36	27	57	43	35	25	66	2	127	77	34	26	24	61	77	16	52	86	18	40	24	87	142	32	48	60	58	9	5	22	11	9	18	39	20	36	10	13	131	13					
6	Число погашенных избирательных бюллетеней	27353	336	552	778	923	1272	1042	434	349	153	89	774	308	930	1054	704	504	614	601	1266	341	808	434	993	1203	790	771	342	638	1230	459	1003	857	965	821	800	228	341	402	373	425	446					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1733	17	36	27	57	43	35	25	66	2	127	77	34	26	24	61	77	16	52	86	18	40	24	87	142	32	48	60	58	9	5	22	11	9	18	39	20	36	10	13	131	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50288	337	912	1195	1720	1185	1123	1341	1785	995	374	894	758	1194	1272	1285	1419	920	2047	1298	741	1902	1242	970	1205	1828	1081	1748	1554	1311	1086	1775	981	1376	1611	1611	552	873	1238	1214	994	1341					
9	Число недействительных избирательных бюллетеней	667	4	29	10	0	9	13	3	6	6	7	15	199	8	24	18	14	13	24	3	7	26	13	0	0	8	10	5	1	20	10	17	15	12	18	31	7	12	16	6	21	7					
10	Число действительных избирательных бюллетеней	51354	350	919	1212	1777	1219	1145	1363	1845	991	494	956	593	1212	1272	1328	1482	923	2075	1381	752	1916	1253	1057	1347	1852	1119	1803	1611	1300	1081	1780	977	1373	1611	1619	565	897	1232	1221	1104	1347					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1217	20	25	30	32	51	30	20	25	20	4	20	20	45	30	40	30	25	40	40	20	43	22	25	40	40	25	30	30	30	30	45	25	40	30	45	20	30	20	20	25	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1035	9	23	22	32	40	26	20	21	15	4	19	8	38	26	31	25	25	37	35	11	36	22	16	40	39	17	28	23	21	30	41	25	38	30	37	15	25	17	16	20	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	602	4	6	23	3	11	8	14	17	13	0	7	23	16	4	24	8	8	23	16	5	12	12	12	14	8	10	7	4	19	15	13	11	12	12	126	9	12	8	20	20	13					
14	Число погашенных неиспользованных открепительных удостоверений	182	11	2	8	0	11	4	0	4	5	0	1	12	7	4	9	5	0	3	5	9	7	0	9	0	1	8	2	7	9	0	4	0	2	0	8	5	5	3	4	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	83	0	1	1	3	4	4	2	2	2	0	2	2	1	0	2	2	1	3	7	1	3	2	2	3	0	2	1	1	3	5	3	2	5	2	4	0	0	0	2	1	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2848	45	107	55	75	19	7	83	93	9	19	112	42	40	21	19	54	32	19	155	23	223	123	22	37	24	101	121	52	127	12	177	96	48	152	180	63	13	17	68	68	95					
		5.47%	12.71%	11.29%	4.50%	4.22%	1.55%	0.60%	6.08%	5.02%	0.90%	3.79%	11.53%	5.30%	3.28%	1.62%	1.41%	3.61%	3.42%	0.91%	11.20%	3.03%	11.48%	9.72%	2.08%	2.75%	1.29%	8.95%	6.69%	3.23%	9.62%	1.10%	9.85%	9.68%	3.47%	9.33%	10.91%	11.01%	1.43%	1.36%	5.54%	6.04%	7.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2491	36	79	19	35	64	18	5	106	39	21	104	13	59	76	17	31	56	106	16	19	156	92	49	81	30	56	55	67	167	18	126	117	30	134	150	68	16	10	14	68	68					
		4.79%	10.17%	8.33%	1.55%	1.97%	5.21%	1.55%	0.37%	5.73%	3.91%	4.19%	10.71%	1.64%	4.84%	5.86%	1.26%	2.07%	5.98%	5.05%	1.16%	2.50%	8.03%	7.27%	4.64%	6.01%	1.61%	4.96%	3.04%	4.16%	12.65%	1.65%	7.01%	11.79%	2.17%	8.23%	9.09%	11.89%	1.76%	0.80%	1.14%	6.04%	5.02%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	347	6	12	8	7	6	3	2	6	2	4	8	1	11	33	4	5	9	12	11	2	18	9	6	0	2	6	13	32	10	3	13	5	10	11	15	10	7	18	0	1	6					
		0.67%	1.69%	1.27%	0.65%	0.39%	0.49%	0.26%	0.15%	0.32%	0.20%	0.80%	0.82%	0.13%	0.90%	2.55%	0.30%	0.33%	0.96%	0.57%	0.79%	0.26%	0.93%	0.71%	0.57%	0.00%	0.11%	0.53%	0.72%	1.99%	0.76%	0.27%	0.72%	0.50%	0.72%	0.68%	0.91%	1.75%	0.77%	1.44%	0.00%	0.09%	0.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9273	81	261	181	271	153	213	118	184	142	52	184	95	322	174	297	245	180	329	374	151	417	243	215	184	354	199	238	245	312	204	391	213	267	306	394	146	250	254	205	104	125					
		17.83%	22.88%	27.53%	14.81%	15.25%	12.46%	18.39%	8.64%	9.94%	14.24%	10.38%	18.95%	11.99%	26.39%	13.43%	22.07%	16.38%	19.23%	15.67%	27.02%	19.89%	21.47%	19.19%	20.34%	13.66%	19.03%	17.63%	13.16%	15.20%	23.64%	18.70%	21.76%	21.47%	19.28%	18.78%	23.88%	25.52%	27.50%	20.35%	16.71%	9.24%	9.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	722	7	18	16	23	14	3	5	24	6	3	35	14	27	15	5	13	28	38	30	17	48	22	6	12	16	15	20	27	16	15	40	25	16	22	21	10	14	13	10	6	7					
		1.39%	1.98%	1.90%	1.31%	1.29%	1.14%	0.26%	0.37%	1.30%	0.60%	0.60%	3.60%	1.77%	2.21%	1.16%	0.37%	0.87%	2.99%	1.81%	2.17%	2.24%	2.47%	1.74%	0.57%	0.89%	0.86%	1.33%	1.11%	1.67%	1.21%	1.37%	2.23%	2.52%	1.16%	1.35%	1.27%	1.75%	1.54%	1.04%	0.81%	0.53%	0.52%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35479	175	438	931	1356	958	896	1148	1429	791	394	508	427	744	948	983	1128	612	1563	792	535	1043	759	753	1026	1423	737	1352	1173	662	827	1025	518	998	974	854	268	595	916	922	855	1043					
		68.20%	49.44%	46.20%	76.19%	76.31%	78.01%	77.37%	84.04%	77.20%	79.34%	78.64%	52.32%	53.91%	60.98%	73.15%	73.03%	75.40%	65.38%	74.46%	57.23%	70.49%	53.71%	59.95%	71.24%	76.17%	76.51%	65.28%	74.78%	72.77%	50.15%	75.80%	57.04%	52.22%	72.06%	59.79%	51.76%	46.85%	65.46%	73.40%	75.14%	76.00%	77.03%					
