Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
"Наименование Избирательной комиссии:    Красноярск, Октябрьская"																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, внесенных в списки"	109228	620	2954	2040	1653	1312	2686	2259	2669	1986	2457	2369	2603	1970	2233	2766	2231	1446	1985	2589	2296	1400	2201	2219	2253	2574	2224	2122	2396	2714	2864	2494	2383	2385	2187	1897	2293	2298	2748	2015	733	1672	1931	1914	2573	2766	2596	2751	2782	2396	323					
2	"Число бюллетеней, полученных участковыми комиссиями"	107200	600	2700	1900	1500	1300	2500	2200	2600	1900	2400	2400	2600	1900	2200	2700	2200	1400	1900	2600	2300	1300	2200	2200	2200	2500	2200	2100	2400	2700	2800	2500	2300	2400	2200	1900	2200	2300	2700	1900	700	1600	1900	1900	2500	2700	2400	2700	2700	2300	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	44537	208	1201	387	606	606	892	852	1000	665	1114	992	1227	699	818	1181	1019	620	943	1371	1046	343	955	924	850	1080	970	916	1066	1173	1193	1188	1191	1106	1016	840	1065	1125	1116	713	251	522	429	176	1118	1297	892	1291	1241	984	59					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1428	19	21	3	8	17	0	57	12	14	19	6	15	12	16	15	42	11	32	12	21	57	22	25	9	201	21	13	15	37	22	39	21	32	28	28	19	9	22	63	0	5	4	2	28	30	15	9	18	86	196					
6	Число погашенных бюллетеней	61233	373	1478	1510	886	677	1608	1291	1588	1221	1267	1402	1358	1189	1366	1504	1139	769	925	1217	1233	900	1223	1251	1341	1219	1209	1171	1319	1490	1585	1273	1088	1262	1156	1032	1116	1166	1562	1124	449	1073	1467	1722	1354	1373	1493	1398	1441	1230	745					
7	Число бюллетеней в переносных ящиках для голосования	1425	19	21	3	8	17	0	57	12	14	19	6	15	12	16	15	42	11	32	12	20	57	22	25	9	201	21	13	15	37	22	39	21	32	28	28	19	9	22	63	0	5	4	2	28	30	15	9	18	84	196					
8	Число бюллетеней в стационарных ящиках для голосования	44511	208	1201	387	606	606	891	851	1000	664	1113	992	1227	698	818	1180	1019	620	943	1368	1046	343	951	924	850	1080	969	916	1063	1173	1193	1186	1191	1103	1016	840	1064	1125	1116	712	251	522	429	176	1118	1297	892	1291	1239	984	59					
9	Число недействительных бюллетеней	551	1	53	2	2	1	7	17	11	2	4	6	11	8	12	7	13	9	0	11	13	15	8	12	9	19	21	22	9	14	14	13	11	8	10	9	11	13	16	22	4	14	11	3	14	11	9	8	17	12	2					
10	Число действительных бюллетеней	45385	226	1169	388	612	622	884	891	1001	676	1128	992	1231	702	822	1188	1048	622	975	1369	1053	385	965	937	850	1262	969	907	1069	1196	1201	1212	1201	1127	1034	859	1072	1121	1122	753	247	513	422	175	1132	1316	898	1292	1240	1056	253					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1400	10	20	50	50	50	200	50	20	20	20	20	20	20	20	30	20	20	20	20	20	10	20	20	20	20	20	20	20	20	50	20	20	20	20	20	20	20	20	20	10	20	50	20	20	20	100	20	20	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	271	1	6	2	8	2	7	3	7	3	12	4	7	5	3	1	8	3	5	4	11	2	4	9	3	2	11	3	6	3	1	11	8	7	9	6	7	10	7	3	1	1	1	1	7	13	13	5	8	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	217	0	6	4	5	6	6	4	2	3	9	4	2	7	5	2	2	0	5	4	4	6	4	4	2	3	2	0	2	4	3	6	9	3	3	2	5	1	7	2	2	2	2	1	2	5	5	3	9	2	36					
