Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Пыть-Яхская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в списки избирателей"	30439	2539	2161	2358	2355	1283	2274	2410	2422	2236	1082	2118	1491	1578	1013	1167	1952					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29840	2430	2115	2360	2385	1240	2295	2380	2385	2210	1045	2025	1440	1520	980	1130	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19219	1514	1347	1432	1460	709	1431	1809	1508	1711	738	1255	1017	1160	501	583	1044					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	158	15	17	8	3	9	12	12	8	13	6	14	5	10	5	7	14					
6	Число погашенных избирательных бюллетеней	10463	901	751	920	922	522	852	559	869	486	301	756	418	350	474	540	842					
7	Число избирательных бюллетеней в переносных ящиках для голосования	158	15	17	8	3	9	12	12	8	13	6	14	5	10	5	7	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19219	1514	1347	1432	1460	709	1431	1809	1508	1711	738	1255	1017	1160	501	583	1044					
9	Число недействительных избирательных бюллетеней	284	24	12	17	16	10	15	17	16	76	8	17	10	18	12	7	9					
10	Число действительных избирательных бюллетеней	19093	1505	1352	1423	1447	708	1428	1804	1500	1648	736	1252	1012	1152	494	583	1049					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	574	55	45	45	60	29	25	45	50	45	20	30	25	30	20	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	536	55	42	45	53	25	24	45	50	44	17	28	20	27	16	15	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	158	11	38	14	11	4	7	21	4	5	11	12	2	2	10	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	38	0	3	0	7	4	1	0	0	1	3	2	5	3	4	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	3	6	2	2	1	1	1	0	3	0	0	1	2	1	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	438	42	37	39	28	10	20	45	31	49	18	28	23	19	21	9	19					
		2.26%	2.75%	2.71%	2.71%	1.91%	1.39%	1.39%	2.47%	2.04%	2.84%	2.42%	2.21%	2.25%	1.62%	4.15%	1.53%	1.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	189	15	12	13	13	7	16	29	9	20	8	8	13	6	0	9	11					
		0.98%	0.98%	0.88%	0.90%	0.89%	0.97%	1.11%	1.59%	0.59%	1.16%	1.08%	0.63%	1.27%	0.51%	0.00%	1.53%	1.04%					
20	3.Политическая партия «Демократическая партия России»	47	2	0	4	3	0	0	14	3	7	2	2	1	2	0	2	5					
		0.24%	0.13%	0.00%	0.28%	0.21%	0.00%	0.00%	0.77%	0.20%	0.41%	0.27%	0.16%	0.10%	0.17%	0.00%	0.34%	0.47%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1933	164	152	138	140	67	124	179	149	142	56	115	120	145	68	52	122					
		9.98%	10.73%	11.14%	9.58%	9.57%	9.33%	8.59%	9.83%	9.83%	8.24%	7.53%	9.06%	11.74%	12.39%	13.44%	8.81%	11.53%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	89	12	5	8	6	0	5	12	7	11	1	4	5	4	1	4	4					
		0.46%	0.78%	0.37%	0.56%	0.41%	0.00%	0.35%	0.66%	0.46%	0.64%	0.13%	0.32%	0.49%	0.34%	0.20%	0.68%	0.38%					
23	6.Политическая партия «Партия социальной справедливости»	77	3	2	5	2	1	4	8	11	24	2	3	2	0	2	0	8					
