Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Шушенская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145					
1	"Число избирателей, внесенных в списки"	28230	760	1549	2068	1611	1141	1515	1602	1564	1417	1742	1760	401	124	213	1526	454	128	84	193	721	1635	1346	130	407	172	92	2009	264	147	966	350	139					
2	"Число бюллетеней, полученных участковыми комиссиями"	25161	660	1300	1830	1400	1000	1304	1420	1340	1240	1550	1600	400	122	210	1354	400	126	84	195	650	1500	1200	135	360	171	89	1800	270	139	860	312	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13105	382	601	819	770	491	683	798	876	623	789	865	151	69	140	678	232	81	62	104	404	652	587	58	192	72	52	878	130	76	511	178	101					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1149	52	78	69	27	47	79	47	46	42	59	31	38	10	5	52	19	6	12	5	81	71	46	14	22	11	6	115	19	2	29	2	7					
6	Число погашенных бюллетеней	10907	226	621	942	603	462	542	575	418	575	702	704	211	43	65	624	149	39	10	86	165	777	567	63	146	88	31	807	121	61	320	132	32					
7	Число бюллетеней в переносных ящиках для голосования	1149	52	78	69	27	47	79	47	46	42	59	31	38	10	5	52	19	6	12	5	81	71	46	14	22	11	6	115	19	2	29	2	7					
8	Число бюллетеней в стационарных ящиках для голосования	13101	382	601	818	770	491	683	798	874	623	789	865	151	69	140	678	232	81	62	104	404	652	587	58	192	72	52	877	130	76	511	178	101					
9	Число недействительных бюллетеней	139	3	5	9	5	3	5	2	7	4	2	13	6	0	3	4	2	0	1	0	21	7	4	3	0	0	1	19	2	0	4	2	2					
10	Число действительных бюллетеней	14111	431	674	878	792	535	757	843	913	661	846	883	183	79	142	726	249	87	73	109	464	716	629	69	214	83	57	973	147	78	536	178	106					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	165	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	1	1	1	0	0	1	2	2	3	2	5	0	0	1	1	1	0	0	0	1	2	0	0	0	0	0	1	2	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	0	0	0	3	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	7	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	136	4	4	4	5	5	4	3	3	2	3	5	5	5	4	4	4	5	5	5	4	3	5	5	5	5	5	4	3	5	3	5	5					
15	Число открепительных удостоверений выданных ТИК	16	0	1	0	2	0	0	3	2	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	101	4	3	2	7	6	6	5	3	4	3	5	4	0	0	5	3	0	0	3	4	3	15	0	0	2	1	6	2	1	2	1	1					
		0.70%	0.92%	0.44%	0.22%	0.87%	1.11%	0.78%	0.59%	0.32%	0.60%	0.35%	0.55%	2.11%	0.0%	0.0%	0.68%	1.19%	0.0%	0.0%	2.75%	0.82%	0.41%	2.36%	0.0%	0.0%	2.40%	1.72%	0.60%	1.34%	1.28%	0.37%	0.55%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	213	7	14	14	19	10	9	15	15	24	19	8	3	0	1	11	0	0	1	0	3	5	5	0	2	0	0	21	1	3	0	3	0					
		1.49%	1.61%	2.06%	1.57%	2.38%	1.85%	1.18%	1.77%	1.63%	3.60%	2.24%	0.89%	1.58%	0.0%	0.68%	1.50%	0.0%	0.0%	1.35%	0.0%	0.61%	0.69%	0.78%	0.0%	0.93%	0.0%	0.0%	2.11%	0.67%	3.84%	0.0%	1.66%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	314	10	25	20	7	6	13	16	19	9	18	15	13	2	1	12	16	1	0	4	13	13	29	2	2	3	1	21	4	2	10	4	3					
		2.20%	2.30%	3.68%	2.25%	0.87%	1.11%	1.70%	1.89%	2.06%	1.35%	2.12%	1.67%	6.87%	2.53%	0.68%	1.64%	6.37%	1.14%	0.0%	3.66%	2.68%	1.79%	4.58%	2.77%	0.93%	3.61%	1.72%	2.11%	2.68%	2.56%	1.85%	2.22%	2.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	362	15	18	26	39	14	28	38	32	29	36	20	2	0	1	3	2	0	1	2	1	16	4	0	4	1	0	14	3	0	11	0	2					
		2.54%	3.45%	2.65%	2.93%	4.89%	2.60%	3.67%	4.49%	3.47%	4.36%	4.24%	2.23%	1.05%	0.0%	0.68%	0.41%	0.79%	0.0%	1.35%	1.83%	0.20%	2.21%	0.63%	0.0%	1.86%	1.20%	0.0%	1.41%	2.01%	0.0%	2.03%	0.0%	1.85%					
22	"5. ""За Русь Святую"""	72	4	4	1	3	1	5	0	7	1	3	6	0	0	1	3	0	0	0	0	2	5	8	1	1	0	0	7	2	3	2	2	0					
		0.50%	0.92%	0.58%	0.11%	0.37%	0.18%	0.65%	0.0%	0.76%	0.15%	0.35%	0.66%	0.0%	0.0%	0.68%	0.41%	0.0%	0.0%	0.0%	0.0%	0.41%	0.69%	1.26%	1.38%	0.46%	0.0%	0.0%	0.70%	1.34%	3.84%	0.37%	1.11%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	3	0	0	1	1	4	0	3	0	0	1	1	0	0	0	0	1	0	1	1	3	4	0	4	0	0	0	0	0	0	0	1					
		0.20%	0.69%	0.0%	0.0%	0.12%	0.18%	0.52%	0.0%	0.32%	0.0%	0.0%	0.11%	0.52%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.91%	0.20%	0.41%	0.63%	0.0%	1.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	1	4	4	3	3	1	4	3	3	7	10	0	0	1	4	2	0	1	0	1	5	0	1	0	0	0	5	0	0	0	1	0					
		0.44%	0.23%	0.58%	0.45%	0.37%	0.55%	0.13%	0.47%	0.32%	0.45%	0.82%	1.11%	0.0%	0.0%	0.68%	0.54%	0.79%	0.0%	1.35%	0.0%	0.20%	0.69%	0.0%	1.38%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.55%	0.0%					
25	"8. ""Народно-республиканская партия России"""	19	0	0	1	3	0	0	2	4	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	4	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.11%	0.37%	0.0%	0.0%	0.23%	0.43%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.91%	0.20%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	49	3	5	4	5	1	5	0	6	2	3	1	0	1	0	1	1	0	0	0	3	1	4	0	0	2	0	0	0	0	0	0	1					
