Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Рассказовская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569					
1	"Число избирателей, внесенных в список избирателей"	36766	1433	2244	726	2327	1504	1957	2150	1683	1149	2435	2558	2603	2175	1808	2409	1660	2029	1833	1902	181					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35040	1450	2000	500	2200	1500	1900	2000	1500	1000	2400	2500	2500	2000	1800	2400	1500	2000	1800	1900	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22099	870	1368	365	1466	638	1438	1392	955	571	1275	1863	1490	1377	975	1606	652	1238	1140	1390	30					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3202	124	312	9	121	154	49	81	131	75	177	111	654	99	159	227	257	104	115	96	147					
6	Число погашенных избирательных бюллетеней	9739	456	320	126	613	708	413	527	414	354	948	526	356	524	666	567	591	658	545	414	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3202	124	312	9	121	154	49	81	131	75	177	111	654	99	159	227	257	104	115	96	147					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22075	870	1368	365	1465	638	1438	1392	955	571	1275	1863	1468	1377	975	1606	652	1237	1140	1390	30					
9	Число недействительных избирательных бюллетеней	137	10	25	10	0	16	0	0	5	7	2	16	4	10	2	4	20	3	2	0	1					
10	Число действительных избирательных бюллетеней	25140	984	1655	364	1586	776	1487	1473	1081	639	1450	1958	2118	1466	1132	1829	889	1338	1253	1486	176					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	13	15	7	18	12	12	23	13	8	15	15	27	18	10	15	14	15	15	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	262	12	15	7	18	10	12	21	9	6	15	14	27	16	10	15	14	11	15	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	1	2	109	1	17	3	6	10	2	2	4	1	3	0	2	4	1	0	2	2					
