Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Рассказовская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622					
1	"Число избирателей, внесенных в списки избирателей"	37006	1430	2239	629	2327	1350	2060	2222	1702	1148	2347	2544	2850	2150	1012	1945	1871	1428	1836	1789	1945	182					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35770	1400	2200	600	2300	1300	2000	2200	1600	1100	2200	2500	2800	2100	900	1900	1800	1300	1800	1700	1900	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15818	571	941	277	963	542	994	1089	689	492	934	1131	1282	935	420	835	768	572	776	800	807	0					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1545	105	119	14	54	70	52	51	73	54	87	45	107	73	69	61	74	106	79	34	55	163					
6	Число погашенных избирательных бюллетеней	18407	724	1140	309	1283	688	954	1060	838	554	1179	1324	1411	1092	411	1004	958	622	945	866	1038	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1545	105	119	14	54	70	52	51	73	54	87	45	107	73	69	61	74	106	79	34	55	163					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15817	571	941	277	963	542	994	1089	689	492	934	1131	1282	935	419	835	768	572	776	800	807	0					
9	Число недействительных избирательных бюллетеней	181	9	4	6	11	6	18	17	9	6	7	9	9	10	5	9	5	12	3	5	18	3					
10	Число действительных избирательных бюллетеней	17181	667	1056	285	1006	606	1028	1123	753	540	1014	1167	1380	998	483	887	837	666	852	829	844	160					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	13	20	5	20	15	21	29	15	13	20	39	45	20	10	20	20	20	15	15	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	346	10	11	4	19	11	21	27	15	13	13	37	42	20	6	20	17	13	12	15	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	111	2	5	1	3	5	10	7	9	4	3	6	5	10	8	5	6	7	2	7	6	0					
14	Число погашенных неиспользованных открепительных удостоверений	49	3	9	1	1	4	0	2	0	0	7	2	3	0	4	0	3	7	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	1	1	0	1	0	0	0	0	0	2	1	0	1	1	1	0	0	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
