Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Обручевский район																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №3165	УИК №3166	УИК №3167	УИК №3168					
1	"Число избирателей, внесенных в списки"	38289	2092	1954	2651	2267	2240	1676	1311	1971	1834	2226	2521	1936	2327	2513	2020	2308	817	1734	1261	145	197	132	156					
2	"Число бюллетеней, полученных участковыми комиссиями"	34837	1900	1750	2410	2050	2050	1520	1400	1810	1650	2000	2300	1750	2150	2300	1850	2150	750	1130	1150	147	210	250	160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21845	1148	1099	1448	1384	1266	959	795	1153	933	1185	1323	1072	1246	1339	1146	1351	548	1053	779	143	197	122	156					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	608	41	21	50	25	23	30	17	41	36	29	17	65	39	57	46	39	7	2	23	0	0	0	0					
6	Число погашенных бюллетеней	12384	711	630	912	641	761	531	588	616	681	786	960	613	865	904	658	760	195	75	348	4	13	128	4					
7	Число бюллетеней в переносных ящиках для голосования	608	41	21	50	25	23	30	17	41	36	29	17	65	39	57	46	39	7	2	23	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	21827	1148	1099	1446	1377	1264	960	792	1153	930	1185	1321	1068	1244	1346	1146	1351	548	1053	779	143	197	121	156					
9	Число недействительных бюллетеней	227	12	11	14	12	12	10	4	10	11	22	19	8	13	11	11	25	1	2	14	0	5	0	0					
10	Число действительных бюллетеней	22208	1177	1109	1482	1390	1275	980	805	1184	955	1192	1319	1125	1270	1392	1181	1365	554	1053	788	143	192	121	156					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	940	50	50	60	60	60	40	40	50	50	60	60	50	60	60	50	60	20	30	30	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	524	36	24	33	13	34	16	26	24	30	24	34	25	42	29	38	54	14	15	13	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	528	23	27	23	31	12	29	11	19	29	26	42	17	19	33	38	20	25	20	34	0	22	8	20					
14	Число погашенных открепительных удостоверений	416	14	26	27	47	26	24	14	26	20	36	26	25	18	31	12	6	6	15	17	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	9	1	1	0	0	1	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	112	4	5	7	4	5	2	5	7	6	2	16	2	5	9	8	2	1	6	7	1	6	0	2					
		0.49%	0.33%	0.44%	0.46%	0.28%	0.38%	0.20%	0.61%	0.58%	0.62%	0.16%	1.19%	0.17%	0.38%	0.64%	0.67%	0.14%	0.18%	0.56%	0.87%	0.69%	3.04%	0.0%	1.28%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2550	132	122	171	236	157	74	69	143	87	132	105	167	150	228	166	129	46	124	37	24	9	21	21					
		11.36%	11.10%	10.89%	11.43%	16.83%	12.19%	7.47%	8.52%	11.97%	9.00%	10.87%	7.84%	14.73%	11.69%	16.25%	13.92%	9.28%	8.28%	11.75%	4.61%	16.78%	4.56%	17.35%	13.46%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	409	24	25	40	22	19	16	17	8	23	21	24	15	16	17	20	28	13	12	25	5	17	0	2					
		1.82%	2.01%	2.23%	2.67%	1.56%	1.47%	1.61%	2.10%	0.67%	2.38%	1.72%	1.79%	1.32%	1.24%	1.21%	1.67%	2.01%	2.34%	1.13%	3.11%	3.49%	8.62%	0.0%	1.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2809	138	136	161	214	167	134	112	149	133	146	155	201	185	189	161	166	55	111	58	11	7	14	6					
		12.52%	11.60%	12.14%	10.76%	15.26%	12.97%	13.53%	13.84%	12.47%	13.76%	12.02%	11.58%	17.74%	14.41%	13.47%	13.50%	11.94%	9.90%	10.52%	7.23%	7.69%	3.55%	11.57%	3.84%					
22	"5. ""За Русь Святую"""	101	7	4	6	11	4	9	2	7	5	9	2	0	2	10	4	4	0	3	10	1	1	0	0					
		0.45%	0.58%	0.35%	0.40%	0.78%	0.31%	0.90%	0.24%	0.58%	0.51%	0.74%	0.14%	0.0%	0.15%	0.71%	0.33%	0.28%	0.0%	0.28%	1.24%	0.69%	0.50%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	4	1	6	3	1	4	3	1	0	3	3	1	3	1	1	1	3	4	3	0	14	0	0					
		0.26%	0.33%	0.08%	0.40%	0.21%	0.07%	0.40%	0.37%	0.08%	0.0%	0.24%	0.22%	0.08%	0.23%	0.07%	0.08%	0.07%	0.54%	0.37%	0.37%	0.0%	7.10%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	330	25	23	27	23	25	11	7	14	13	14	21	14	15	14	16	29	7	7	12	1	11	1	0					
		1.47%	2.10%	2.05%	1.80%	1.64%	1.94%	1.11%	0.86%	1.17%	1.34%	1.15%	1.56%	1.23%	1.16%	0.99%	1.34%	2.08%	1.26%	0.66%	1.49%	0.69%	5.58%	0.82%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	6	0	0					
		0.06%	0.0%	0.0%	0.06%	0.07%	0.0%	0.0%	0.0%	0.0%	0.10%	0.08%	0.07%	0.0%	0.0%	0.07%	0.0%	0.07%	0.18%	0.0%	0.12%	0.0%	3.04%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	199	7	10	15	13	11	8	5	7	9	3	11	5	8	13	11	15	3	31	7	0	5	1	1					
		0.88%	0.58%	0.89%	1.00%	0.92%	0.85%	0.80%	0.61%	0.58%	0.93%	0.24%	0.82%	0.44%	0.62%	0.92%	0.92%	1.07%	0.54%	2.93%	0.87%	0.0%	2.53%	0.82%	0.64%					
27	"10. ""Аграрная партия России"""	402	17	13	18	21	21	12	18	30	14	29	35	17	11	30	21	22	6	38	17	1	8	1	2					
		1.79%	1.42%	1.16%	1.20%	1.49%	1.63%	1.21%	2.22%	2.51%	1.44%	2.38%	2.61%	1.50%	0.85%	2.13%	1.76%	1.58%	1.08%	3.60%	2.11%	0.69%	4.06%	0.82%	1.28%					
28	"11. ""Истинные патриоты России"""	23	1	1	0	2	1	0	0	2	5	2	0	0	2	0	0	0	0	6	0	0	0	0	1					
		0.10%	0.08%	0.08%	0.0%	0.14%	0.07%	0.0%	0.0%	0.16%	0.51%	0.16%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.64%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	204	13	13	13	8	12	10	6	12	12	10	11	23	7	9	11	12	2	7	8	4	1	0	0					
		0.90%	1.09%	1.16%	0.86%	0.57%	0.93%	1.01%	0.74%	1.00%	1.24%	0.82%	0.82%	2.03%	0.54%	0.64%	0.92%	0.86%	0.36%	0.66%	0.99%	2.79%	0.50%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	43	2	2	6	3	1	4	3	2	1	1	2	0	0	2	3	3	3	2	0	0	3	0	0					
		0.19%	0.16%	0.17%	0.40%	0.21%	0.07%	0.40%	0.37%	0.16%	0.10%	0.08%	0.14%	0.0%	0.0%	0.14%	0.25%	0.21%	0.54%	0.18%	0.0%	0.0%	1.52%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	50	1	1	2	1	2	2	3	3	3	1	0	0	2	3	1	2	3	16	1	0	2	0	1					
		0.22%	0.08%	0.08%	0.13%	0.07%	0.15%	0.20%	0.37%	0.25%	0.31%	0.08%	0.0%	0.0%	0.15%	0.21%	0.08%	0.14%	0.54%	1.51%	0.12%	0.0%	1.01%	0.0%	0.64%					
32	"15. ""Партия СЛОН"""	48	3	7	2	4	2	2	3	1	4	5	3	1	0	2	1	0	3	2	2	0	0	0	1					
		0.21%	0.25%	0.62%	0.13%	0.28%	0.15%	0.20%	0.37%	0.08%	0.41%	0.41%	0.22%	0.08%	0.0%	0.14%	0.08%	0.0%	0.54%	0.18%	0.24%	0.0%	0.0%	0.0%	0.64%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3520	166	162	237	248	222	183	131	220	128	163	222	189	246	217	187	249	127	70	124	1	5	10	13					
		15.68%	13.96%	14.46%	15.84%	17.68%	17.24%	18.48%	16.19%	18.42%	13.25%	13.42%	16.59%	16.68%	19.17%	15.46%	15.68%	17.91%	22.88%	6.63%	15.46%	0.69%	2.53%	8.26%	8.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	2	0	1	0	3	1	1	2	0	0	0	1	1	2	2	1	0	2	0	0	3	0	0					
		0.09%	0.16%	0.0%	0.06%	0.0%	0.23%	0.10%	0.12%	0.16%	0.0%	0.0%	0.0%	0.08%	0.07%	0.14%	0.16%	0.07%	0.0%	0.18%	0.0%	0.0%	1.52%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1152	60	70	62	52	63	52	47	36	50	75	86	38	54	72	49	73	28	100	56	5	13	3	8					
		5.13%	5.04%	6.24%	4.14%	3.70%	4.89%	5.25%	5.80%	3.01%	5.17%	6.17%	6.42%	3.35%	4.20%	5.13%	4.11%	5.25%	5.04%	9.47%	6.98%	3.49%	6.59%	2.47%	5.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	189	8	9	6	14	18	12	3	9	6	7	14	5	11	12	9	8	2	18	5	1	7	3	2					
		0.84%	0.67%	0.80%	0.40%	0.99%	1.39%	1.21%	0.37%	0.75%	0.62%	0.57%	1.04%	0.44%	0.85%	0.85%	0.75%	0.57%	0.36%	1.70%	0.62%	0.69%	3.55%	2.47%	1.28%					
37	"20. ""Политическая партия ""Единая Россия"""	6709	411	353	500	328	355	255	252	310	331	369	431	296	338	382	364	426	146	320	311	76	41	47	67					
		29.90%	34.56%	31.51%	33.42%	23.39%	27.58%	25.75%	31.14%	25.96%	34.26%	30.39%	32.21%	26.12%	26.34%	27.22%	30.53%	30.64%	26.30%	30.33%	38.77%	53.14%	20.81%	38.84%	42.94%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	1	2	0	0	1	1	0	6	2	0	4	2	3	5	2	2	0	3	2	0	0	0	0					
		0.16%	0.08%	0.17%	0.0%	0.0%	0.07%	0.10%	0.0%	0.50%	0.20%	0.0%	0.29%	0.17%	0.23%	0.35%	0.16%	0.14%	0.0%	0.28%	0.24%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	84	8	0	8	6	5	7	0	1	7	3	2	2	6	5	1	8	4	7	1	0	1	1	1					
		0.37%	0.67%	0.0%	0.53%	0.42%	0.38%	0.70%	0.0%	0.08%	0.72%	0.24%	0.14%	0.17%	0.46%	0.35%	0.08%	0.57%	0.72%	0.66%	0.12%	0.0%	0.50%	0.82%	0.64%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1730	79	81	102	101	103	66	57	141	71	135	88	104	122	89	79	112	59	71	44	3	11	5	7					
		7.71%	6.64%	7.23%	6.81%	7.20%	8.00%	6.66%	7.04%	11.80%	7.34%	11.12%	6.57%	9.17%	9.50%	6.34%	6.62%	8.05%	10.63%	6.72%	5.48%	2.09%	5.58%	4.13%	4.48%					
																														
41	Против всех	1411	64	69	91	75	77	115	61	73	44	61	83	42	83	80	64	72	42	93	57	9	21	14	21					
