Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Подгоренская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136					
1	"Число избирателей, внесенных в список избирателей"	21134	1494	1427	1223	847	388	1043	1296	577	241	952	868	211	289	365	606	416	207	372	686	828	314	431	226	220	580	332	348	991	236	449	924	471	430	288	373	185					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22079	1497	1516	1249	800	393	1098	1362	606	252	965	903	225	310	387	637	444	217	397	692	860	340	497	255	228	615	352	378	1071	269	467	957	479	460	294	395	212					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13129	999	987	774	559	205	609	780	288	183	659	627	152	217	253	429	228	116	240	260	585	107	326	145	143	330	257	221	630	126	201	525	188	281	90	302	107					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3855	133	76	99	103	84	81	156	152	4	142	158	39	53	58	57	135	69	62	297	125	163	64	57	56	81	53	112	282	58	170	196	140	85	156	39	60					
6	Число погашенных избирательных бюллетеней	5095	365	453	376	138	104	408	426	166	65	164	118	34	40	76	151	81	32	95	135	150	70	107	53	29	204	42	45	159	85	96	236	151	94	48	54	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3855	133	76	99	103	84	81	156	152	4	142	158	39	53	58	57	135	69	62	297	125	163	64	57	56	81	53	112	282	58	170	196	140	85	156	39	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13127	999	987	774	559	205	609	780	288	183	659	627	152	217	253	429	228	116	240	260	583	107	326	145	143	330	257	221	630	126	201	525	188	281	90	302	107					
9	Число недействительных избирательных бюллетеней	172	8	21	10	10	6	19	10	9	6	0	6	0	1	0	4	4	2	4	0	4	2	10	4	1	2	0	0	0	0	0	11	4	7	1	5	1					
10	Число действительных избирательных бюллетеней	16810	1124	1042	863	652	283	671	926	431	181	801	779	191	269	311	482	359	183	298	557	704	268	380	198	198	409	310	333	912	184	371	710	324	359	245	336	166					
