Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Ижевск, Ленинская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251					
1	"Число избирателей, внесенных в списки избирателей"	94988	1535	2167	2751	2742	2664	1122	2345	1113	2000	2065	2636	2092	2781	2171	2849	2617	1219	1944	1686	2395	2177	2198	1975	1929	1370	2148	2750	2252	2108	1123	159	2607	2719	1902	1210	946	2057	2132	136	112	1639	1176	316	1999	2498	2334	1910	1883	990	2220	1119					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	76901	1200	1700	2200	2200	2000	1000	1800	1000	1600	1700	2000	1700	2200	1700	2200	2000	1000	1600	1400	2000	1600	1800	1600	1600	1100	1700	2200	2000	1700	1000	159	2000	2000	1500	1000	1500	1700	1700	118	113	1300	1000	311	1500	2000	1900	1600	1500	800	1800	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	50209	906	1062	1450	1265	1219	607	1252	481	974	1054	1429	1051	1222	1067	1254	1281	649	1135	966	1225	1152	1362	988	1154	777	1326	1648	1207	1084	654	159	1179	1452	977	508	895	1196	1116	118	3	929	477	310	1070	1506	1417	1010	815	470	1088	613					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1357	4	26	32	37	33	6	37	13	34	39	42	46	18	12	25	52	56	28	19	33	22	23	7	21	14	20	33	26	13	6	0	18	30	27	24	51	23	38	0	109	23	39	0	33	34	26	24	39	13	24	5					
6	Число погашенных избирательных бюллетеней	25332	290	612	718	898	748	387	511	506	592	607	529	603	960	621	921	667	295	437	415	742	426	415	605	425	309	354	519	767	602	340	0	803	518	496	468	553	481	546	0	1	348	484	1	397	460	456	566	646	317	688	282					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1357	4	26	32	37	33	6	37	13	34	39	42	46	18	12	25	52	56	28	19	33	22	23	7	21	14	20	33	26	13	6	0	18	30	27	24	51	23	38	0	109	23	39	0	33	34	26	24	39	13	24	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50164	906	1062	1420	1265	1219	607	1252	481	974	1054	1429	1051	1222	1067	1254	1281	649	1133	966	1225	1152	1362	985	1153	776	1326	1647	1206	1084	654	159	1179	1452	977	508	895	1195	1116	118	3	929	477	310	1070	1504	1417	1009	815	470	1086	613					
9	Число недействительных избирательных бюллетеней	888	13	24	22	14	14	16	26	13	27	35	28	24	23	17	19	21	15	12	16	16	14	25	10	17	7	31	19	16	22	13	0	36	27	13	13	27	21	22	2	2	12	6	9	16	15	21	13	17	10	27	10					
10	Число действительных избирательных бюллетеней	50633	897	1064	1430	1288	1238	597	1263	481	981	1058	1443	1073	1217	1062	1260	1312	690	1149	969	1242	1160	1360	982	1157	783	1315	1661	1216	1075	647	159	1161	1455	991	519	919	1197	1132	116	110	940	510	301	1087	1523	1422	1020	837	473	1083	608					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1036	20	20	27	20	35	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30	20	20	20	24	17	28	35	30	20	20	0	20	25	20	20	20	20	25	0	0	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	661	8	19	22	14	26	5	10	4	7	5	12	17	16	14	15	10	7	19	14	24	8	14	10	23	15	28	29	24	17	13	0	14	21	10	4	5	11	18	0	0	15	5	0	17	18	18	20	8	8	12	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	680	56	43	9	12	12	20	9	8	15	5	14	13	4	3	22	6	13	4	16	6	16	11	4	11	3	15	15	10	4	9	37	14	2	23	12	8	3	4	13	3	8	17	31	14	12	56	8	6	0	15	6					
14	Число погашенных неиспользованных открепительных удостоверений	375	12	1	5	6	9	15	10	16	13	15	8	3	4	6	5	10	13	1	6	6	12	6	10	1	2	0	6	6	3	7	0	6	4	10	16	15	9	7	0	0	5	15	20	3	2	2	0	12	12	8	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	134	3	5	2	6	5	2	0	4	3	6	3	3	3	0	2	7	0	2	1	4	0	2	1	2	1	0	1	4	9	2	0	7	7	4	4	0	0	2	0	0	2	0	0	5	6	1	2	6	3	2	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	958	13	22	27	31	28	8	23	8	14	13	19	15	26	20	23	26	15	31	21	34	28	21	14	27	13	18	36	24	20	18	1	21	20	10	8	16	25	21	1	4	25	9	33	27	23	23	12	13	7	18	5					
		1.86%	1.43%	2.02%	1.86%	2.38%	2.24%	1.31%	1.78%	1.62%	1.39%	1.19%	1.29%	1.37%	2.10%	1.85%	1.80%	1.95%	2.13%	2.67%	2.13%	2.70%	2.39%	1.52%	1.41%	2.30%	1.65%	1.34%	2.14%	1.95%	1.82%	2.73%	0.63%	1.75%	1.35%	0.99%	1.50%	1.69%	2.05%	1.82%	0.85%	3.57%	2.63%	1.74%	10.65%	2.45%	1.50%	1.59%	1.16%	1.52%	1.45%	1.62%	0.81%					
19	2.Всероссийская политическая партия «Гражданская Сила»	619	20	10	17	16	7	8	12	6	10	5	8	9	19	16	16	10	2	18	16	27	8	19	6	17	13	15	21	22	8	12	0	9	13	10	7	7	9	10	1	1	14	4	0	14	32	26	27	10	9	13	10					
		1.20%	2.20%	0.92%	1.17%	1.23%	0.56%	1.31%	0.93%	1.21%	0.99%	0.46%	0.54%	0.82%	1.53%	1.48%	1.25%	0.75%	0.28%	1.55%	1.62%	2.15%	0.68%	1.37%	0.60%	1.45%	1.65%	1.11%	1.25%	1.79%	0.73%	1.82%	0.00%	0.75%	0.88%	0.99%	1.32%	0.74%	0.74%	0.87%	0.85%	0.89%	1.47%	0.78%	0.00%	1.27%	2.08%	1.80%	2.61%	1.17%	1.86%	1.17%	1.62%					
20	3.Политическая партия «Демократическая партия России»	70	0	2	1	2	1	0	3	1	2	2	1	7	2	1	0	1	0	4	1	6	1	1	1	0	1	1	2	1	1	0	0	3	3	0	1	0	2	0	0	0	1	1	0	2	2	1	4	2	2	0	0					
		0.14%	0.00%	0.18%	0.07%	0.15%	0.08%	0.00%	0.23%	0.20%	0.20%	0.18%	0.07%	0.64%	0.16%	0.09%	0.00%	0.08%	0.00%	0.34%	0.10%	0.48%	0.09%	0.07%	0.10%	0.00%	0.13%	0.07%	0.12%	0.08%	0.09%	0.00%	0.00%	0.25%	0.20%	0.00%	0.19%	0.00%	0.16%	0.00%	0.00%	0.00%	0.11%	0.19%	0.00%	0.18%	0.13%	0.07%	0.39%	0.23%	0.41%	0.00%	0.00%					
