Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Кежемская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1435	УИК №1436	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452					
1	"Число избирателей, внесенных в список избирателей"	15746	631	264	160	1948	2022	1814	1841	1918	2029	1095	130	862	604	289	139					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15368	616	271	147	1841	1954	1794	1811	1849	1968	1119	132	865	576	286	139					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7088	328	117	114	793	840	786	924	887	912	425	70	337	318	135	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	266	18	8	0	16	50	45	20	20	27	4	5	16	15	17	5					
6	Число погашенных избирательных бюллетеней	8014	270	146	33	1032	1064	963	867	942	1029	690	57	512	243	134	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	266	18	8	0	16	50	45	20	20	27	4	5	16	15	17	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7085	328	117	114	793	840	786	922	887	912	425	70	337	317	135	102					
9	Число недействительных избирательных бюллетеней	106	3	0	0	17	11	7	13	15	23	6	0	5	4	2	0					
10	Число действительных избирательных бюллетеней	7245	343	125	114	792	879	824	929	892	916	423	75	348	328	150	107					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	235	10	5	10	25	25	25	25	25	25	15	10	15	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	64	7	1	0	10	2	7	13	6	3	6	1	6	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	28	3	1	7	7	0	7	8	0	1	1	2	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	171	3	4	10	15	23	18	12	19	22	9	9	9	8	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	1	0	0	3	2	0	1	3	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1022	46	15	6	112	150	135	164	115	133	31	9	38	40	27	1					
		13.90%	13.29%	12.00%	5.26%	13.84%	16.85%	16.25%	17.41%	12.68%	14.16%	7.23%	12.00%	10.76%	12.05%	17.76%	0.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1170	43	20	8	152	138	137	152	141	145	76	5	53	70	17	13					
		15.92%	12.43%	16.00%	7.02%	18.79%	15.51%	16.49%	16.14%	15.55%	15.44%	17.72%	6.67%	15.01%	21.08%	11.18%	12.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	8	0	0	8	5	11	14	13	13	2	1	5	1	5	0					
		1.17%	2.31%	0.00%	0.00%	0.99%	0.56%	1.32%	1.49%	1.43%	1.38%	0.47%	1.33%	1.42%	0.30%	3.29%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1747	59	26	28	206	233	196	244	220	221	94	9	85	60	19	47					
		23.77%	17.05%	20.80%	24.56%	25.46%	26.18%	23.59%	25.90%	24.26%	23.54%	21.91%	12.00%	24.08%	18.07%	12.50%	43.93%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	157	2	0	1	21	24	27	26	17	19	10	0	4	6	0	0					
		2.14%	0.58%	0.00%	0.88%	2.60%	2.70%	3.25%	2.76%	1.87%	2.02%	2.33%	0.00%	1.13%	1.81%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3007	184	63	71	290	325	311	319	378	374	205	50	162	150	80	45					
		40.91%	53.18%	50.40%	62.28%	35.85%	36.52%	37.42%	33.86%	41.68%	39.83%	47.79%	66.67%	45.89%	45.18%	52.63%	42.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	56	1	1	0	3	4	7	10	8	11	5	1	1	1	2	1					
		0.76%	0.29%	0.80%	0.00%	0.37%	0.45%	0.84%	1.06%	0.88%	1.17%	1.17%	1.33%	0.28%	0.30%	1.32%	0.93%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
