Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Шатурская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №3083	УИК №3084	УИК №3085	УИК №3086	УИК №3087	УИК №3088	УИК №3089	УИК №3090	УИК №3091	УИК №3092	УИК №3093	УИК №3094	УИК №3095	УИК №3096	УИК №3097	УИК №3098	УИК №3099	УИК №3100	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128					
1	"Число избирателей, внесенных в списки избирателей"	56918	1839	1525	2004	2095	2399	2001	2092	2114	2345	1666	1424	1852	900	690	1774	231	389	1583	1076	1499	1467	1581	1877	309	267	1602	458	496	388	648	2589	355	232	866	1784	2170	378	1717	149	262	459	860	781	386	1388	1951					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51450	1650	1400	1800	1900	2150	1850	1900	1900	2100	1550	1300	1600	800	500	1600	200	350	1400	1000	1450	1400	1450	1700	250	250	1400	400	500	350	600	2400	300	200	800	1600	1900	350	1600	150	250	400	800	700	350	1150	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26629	845	690	965	1052	1215	1085	1152	1084	1296	916	692	882	380	440	780	84	128	708	429	593	615	662	764	163	124	774	236	327	216	292	1217	85	73	394	820	1058	68	509	43	86	166	330	387	88	750	966					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3423	23	111	35	38	25	15	19	39	12	4	11	79	55	20	142	12	42	74	51	128	91	132	127	23	26	149	43	25	41	45	53	91	68	37	174	154	132	169	46	82	94	115	45	118	84	324					
6	Число погашенных избирательных бюллетеней	21398	782	599	800	810	910	750	729	777	792	630	597	639	365	40	678	104	180	618	520	729	694	656	809	64	100	477	121	148	93	263	1130	124	59	369	606	688	150	922	61	82	140	355	268	144	316	510					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3421	23	111	35	38	25	15	19	39	12	4	11	79	55	20	142	12	42	74	51	128	91	132	127	23	26	149	43	25	41	45	53	91	68	37	172	154	132	169	46	82	94	115	45	118	84	324					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26625	845	690	965	1052	1213	1084	1152	1083	1296	916	692	882	380	440	780	84	128	708	429	593	615	662	764	163	124	774	236	327	216	292	1217	85	73	394	820	1058	68	509	43	86	166	330	387	88	750	966					
9	Число недействительных избирательных бюллетеней	317	6	13	6	8	14	16	13	11	11	9	14	12	5	6	15	1	2	19	2	8	3	9	13	1	0	12	2	2	0	6	12	1	0	8	3	8	2	8	0	0	4	7	4	1	10	10					
10	Число действительных избирательных бюллетеней	29729	862	788	994	1082	1224	1083	1158	1111	1297	911	689	949	430	454	907	95	168	763	478	713	703	785	878	185	150	911	277	350	257	331	1258	175	141	423	989	1204	198	670	89	168	256	438	428	205	824	1280					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1507	30	40	30	50	50	40	50	40	40	40	40	40	10	20	40	10	20	40	40	40	55	55	40	10	10	40	20	30	20	30	50	10	10	30	40	50	20	40	10	10	20	52	45	20	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1109	23	18	20	37	28	24	32	29	38	23	12	26	8	4	37	4	4	14	22	25	43	43	34	0	7	40	20	30	20	19	50	6	9	28	40	34	18	40	10	8	20	37	30	15	40	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	596	22	9	28	6	8	9	13	7	20	2	4	12	14	78	9	3	8	8	6	7	6	4	5	7	6	27	5	3	10	19	14	15	5	8	11	17	2	8	3	5	15	7	7	6	95	13					
14	Число погашенных неиспользованных открепительных удостоверений	398	7	22	10	13	22	16	18	11	2	17	28	14	2	16	3	6	16	26	18	15	12	12	6	10	3	0	0	0	0	11	0	4	1	2	0	16	2	0	0	2	0	15	15	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	2	3	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	3	0	0	4	0	0	0	5	1	0	1	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	780	33	19	27	25	35	27	39	21	36	22	20	22	13	9	21	0	2	15	19	24	13	9	17	1	2	19	6	2	10	10	34	6	6	4	16	38	9	32	2	1	12	21	18	5	35	23					
		2.60%	3.80%	2.37%	2.70%	2.29%	2.83%	2.46%	3.33%	1.87%	2.75%	2.39%	2.84%	2.29%	2.99%	1.96%	2.28%	0.00%	1.18%	1.92%	3.96%	3.33%	1.84%	1.13%	1.91%	0.54%	1.33%	2.06%	2.15%	0.57%	3.89%	2.97%	2.68%	3.41%	4.26%	0.93%	1.61%	3.14%	4.50%	4.72%	2.25%	0.60%	4.62%	4.72%	4.17%	2.43%	4.20%	1.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	211	13	8	13	12	8	7	6	10	13	11	9	10	2	1	3	1	2	3	3	4	0	4	7	0	0	6	0	0	0	1	7	2	0	1	8	10	1	1	0	2	0	2	1	1	14	4					
		0.70%	1.50%	0.99%	1.30%	1.10%	0.65%	0.64%	0.51%	0.89%	0.99%	1.20%	1.28%	1.04%	0.46%	0.22%	0.33%	1.04%	1.18%	0.38%	0.63%	0.55%	0.00%	0.50%	0.79%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.30%	0.55%	1.14%	0.00%	0.23%	0.81%	0.83%	0.50%	0.15%	0.00%	1.19%	0.00%	0.45%	0.23%	0.49%	1.68%	0.31%					
20	3.Политическая партия «Демократическая партия России»	31	1	1	1	1	0	1	0	1	1	0	0	2	1	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	3	0	2	0	0	1	1	0	1	2	1					
