Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Вилючинская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
1	"Число избирателей, внесенных в списки"	19546	1622	1094	1653	2002	2035	1996	1808	1094	237	602	1724	1762	1917					
2	"Число бюллетеней, полученных участковыми комиссиями"	19102	1642	966	1627	2001	2032	1976	1805	1055	321	587	1715	1438	1937					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11219	784	696	862	1175	1197	1136	1109	658	181	311	907	1367	836					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	138	6	0	6	12	12	10	11	8	2	2	6	58	5					
6	Число погашенных бюллетеней	7745	852	270	759	814	823	830	685	389	138	274	802	13	1096					
7	Число бюллетеней в переносных ящиках для голосования	138	6	0	6	12	12	10	11	8	2	2	6	58	5					
8	Число бюллетеней в стационарных ящиках для голосования	11215	784	696	861	1175	1196	1136	1109	658	181	311	907	1366	835					
9	Число недействительных бюллетеней	93	8	9	10	9	10	15	4	4	3	1	4	12	4					
10	Число действительных бюллетеней	11260	782	687	857	1178	1198	1131	1116	662	180	312	909	1412	836					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	314	30	8	10	15	15	10	15	13	5	8	61	96	28					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	195	18	7	10	7	9	8	12	8	1	7	14	80	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	7	15	1	4	0	1	0	5	6	3	12	9	12					
14	Число погашенных открепительных удостоверений	119	12	1	0	8	6	2	3	5	4	1	47	16	14					
15	Число открепительных удостоверений выданных ТИК	156	20	1	1	0	0	0	1	0	0	11	23	73	26					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	170	4	23	10	19	23	13	12	6	2	5	14	29	10					
		1.49%	0.50%	3.30%	1.15%	1.60%	1.90%	1.13%	1.07%	0.90%	1.09%	1.59%	1.53%	2.03%	1.19%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	328	37	28	37	28	34	22	24	18	3	10	24	36	27					
		2.88%	4.68%	4.02%	4.26%	2.35%	2.81%	1.91%	2.14%	2.70%	1.63%	3.19%	2.62%	2.52%	3.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	253	17	15	11	45	32	32	43	16	2	1	16	5	18					
		2.22%	2.15%	2.15%	1.26%	3.79%	2.64%	2.79%	3.83%	2.40%	1.09%	0.31%	1.75%	0.35%	2.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	706	46	38	62	77	90	70	82	54	7	22	55	50	53					
		6.21%	5.82%	5.45%	7.15%	6.48%	7.45%	6.10%	7.32%	8.10%	3.82%	7.02%	6.02%	3.51%	6.30%					
22	"5. ""За Русь Святую"""	41	3	4	3	7	5	3	3	1	0	0	5	6	1					
		0.36%	0.37%	0.57%	0.34%	0.58%	0.41%	0.26%	0.26%	0.15%	0.0%	0.0%	0.54%	0.42%	0.11%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	4	6	2	4	2	7	4	2	0	0	1	7	0					
		0.34%	0.50%	0.86%	0.23%	0.33%	0.16%	0.61%	0.35%	0.30%	0.0%	0.0%	0.10%	0.49%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	105	4	8	6	11	11	9	2	7	1	0	9	28	9					
		0.92%	0.50%	1.14%	0.69%	0.92%	0.91%	0.78%	0.17%	1.05%	0.54%	0.0%	0.98%	1.96%	1.07%					
25	"8. ""Народно-республиканская партия России"""	12	0	2	0	2	2	0	2	0	1	0	1	0	2					
		0.10%	0.0%	0.28%	0.0%	0.16%	0.16%	0.0%	0.17%	0.0%	0.54%	0.0%	0.10%	0.0%	0.23%					
26	"9. ""Российская экологическая партия ""Зеленые"""	59	8	7	4	8	6	3	5	4	0	2	2	6	4					
		0.51%	1.01%	1.00%	0.46%	0.67%	0.49%	0.26%	0.44%	0.60%	0.0%	0.63%	0.21%	0.42%	0.47%					
27	"10. ""Аграрная партия России"""	136	10	11	11	15	14	17	16	9	0	1	9	8	15					
		1.19%	1.26%	1.58%	1.26%	1.26%	1.15%	1.48%	1.42%	1.35%	0.0%	0.31%	0.98%	0.56%	1.78%					
28	"11. ""Истинные патриоты России"""	14	0	1	0	2	2	1	2	1	0	0	1	4	0					
		0.12%	0.0%	0.14%	0.0%	0.16%	0.16%	0.08%	0.17%	0.15%	0.0%	0.0%	0.10%	0.28%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	51	2	3	2	5	3	6	7	4	0	1	4	9	5					
		0.44%	0.25%	0.43%	0.23%	0.42%	0.24%	0.52%	0.62%	0.60%	0.0%	0.31%	0.43%	0.63%	0.59%					
30	"13. ""Демократическая партия России"""	23	4	5	2	2	0	2	5	1	0	0	0	2	0					
		0.20%	0.50%	0.71%	0.23%	0.16%	0.0%	0.17%	0.44%	0.15%	0.0%	0.0%	0.0%	0.14%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	338	27	18	21	27	35	31	21	23	0	9	55	36	35					
		2.97%	3.41%	2.58%	2.42%	2.27%	2.89%	2.70%	1.87%	3.45%	0.0%	2.87%	6.02%	2.52%	4.16%					
32	"15. ""Партия СЛОН"""	22	0	1	1	1	3	2	0	2	0	1	6	3	2					
		0.19%	0.0%	0.14%	0.11%	0.08%	0.24%	0.17%	0.0%	0.30%	0.0%	0.31%	0.65%	0.21%	0.23%					
33	"16. ""Родина"" (народно-патриотический союз)"""	794	83	42	66	81	79	85	75	43	12	33	87	38	70					
