Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Кочубеевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676					
1	"Число избирателей, внесенных в список избирателей"	58317	2586	2599	1373	1384	1596	2631	1438	1179	1447	2637	1262	2694	2687	909	1199	345	234	2405	2218	327	523	292	814	114	219	1058	1183	1680	2025	1205	585	283	794	686	1693	1496	144	390	402	400	246	376	202	921	354	157	536	1687	572	427	1824	713	1166					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	58470	2600	2600	1380	1400	1600	2650	1450	1190	1450	2650	1260	2730	2710	910	1180	350	230	2400	2230	330	520	290	820	110	220	1070	1180	1690	2040	1220	580	280	790	670	1650	1500	160	380	400	400	240	380	190	920	360	160	540	1700	560	430	1840	710	1170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29900	1419	1331	980	978	1248	2478	837	510	812	1052	517	1039	1084	524	447	162	110	1095	1006	196	289	164	511	83	133	451	478	822	772	476	360	145	410	296	863	695	81	228	262	259	170	154	84	442	214	89	306	671	263	162	900	371	471					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2498	44	78	39	68	33	37	30	55	34	88	22	37	53	21	60	5	6	57	55	20	15	14	44	0	17	48	124	165	248	134	52	36	29	115	62	53	19	5	18	20	0	24	20	34	17	3	22	51	35	83	78	32	39					
6	Число погашенных избирательных бюллетеней	26072	1137	1191	361	354	319	135	583	625	604	1510	721	1654	1573	365	673	183	114	1248	1169	114	216	112	265	27	70	571	578	703	1020	610	168	99	351	259	725	752	60	147	120	121	70	202	86	444	129	68	212	978	262	185	862	307	660					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2498	44	78	39	68	33	37	30	55	34	88	22	37	53	21	60	5	6	57	55	20	15	14	44	0	17	48	124	165	248	134	52	36	29	115	62	53	19	5	18	20	0	24	20	34	17	3	22	51	35	83	78	32	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29836	1419	1331	980	977	1248	2478	837	510	812	1049	517	1039	1084	524	447	162	110	1095	1006	196	289	164	511	83	133	451	478	822	772	476	360	145	410	296	863	695	81	228	262	259	170	154	84	442	214	89	306	671	263	162	840	371	471					
9	Число недействительных избирательных бюллетеней	645	25	29	9	86	15	0	17	13	20	33	35	23	13	9	9	4	3	7	16	2	3	6	0	0	6	14	22	18	14	11	20	3	20	18	8	11	0	4	0	5	0	7	6	6	1	5	5	23	4	2	17	8	10					
10	Число действительных избирательных бюллетеней	31689	1438	1380	1010	959	1266	2515	850	552	826	1104	504	1053	1124	536	498	163	113	1145	1045	214	301	172	555	83	144	485	580	969	1006	599	392	178	419	393	917	737	100	229	280	274	170	171	98	470	230	87	323	699	294	243	901	395	500					
