Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Сеченовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193					
1	"Число избирателей, внесенных в списки избирателей"	13185	632	192	125	612	233	172	427	104	1074	162	647	397	35	396	279	127	247	289	608	477	430	2906	1179	311	301	192	186	214	231					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13000	630	196	124	600	230	170	415	103	1060	162	630	390	35	390	270	125	240	290	600	470	420	2900	1150	310	290	185	180	210	225					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7141	371	123	75	358	87	79	232	71	509	106	379	233	32	222	181	87	156	175	302	263	260	1334	714	198	181	130	97	58	128					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1236	75	24	11	35	58	44	71	15	124	13	83	43	0	57	20	0	40	27	53	34	25	108	0	10	44	32	56	83	51					
6	Число погашенных избирательных бюллетеней	4623	184	49	38	207	85	47	112	17	427	43	168	114	3	111	69	38	44	88	245	173	135	1458	436	102	65	23	27	69	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1236	75	24	11	35	58	44	71	15	124	13	83	43	0	57	20	0	40	27	53	34	25	108	0	10	44	32	56	83	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7141	371	123	75	358	87	79	232	71	509	106	379	233	32	222	181	87	156	175	302	263	260	1334	714	198	181	130	97	58	128					
9	Число недействительных избирательных бюллетеней	45	1	0	0	2	1	0	4	2	3	1	0	1	0	0	1	0	0	0	6	2	0	7	4	0	2	2	1	1	4					
10	Число действительных избирательных бюллетеней	8332	445	147	86	391	144	123	299	84	630	118	462	275	32	279	200	87	196	202	349	295	285	1435	710	208	223	160	152	140	175					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	322	10	5	5	5	10	5	15	5	11	5	5	10	3	6	10	5	10	10	20	15	15	45	30	10	10	10	10	10	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	69	9	0	0	0	0	2	1	0	6	1	2	3	0	2	0	0	1	4	2	1	1	26	7	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	57	1	1	1	2	1	1	2	1	4	1	4	1	1	3	4	2	1	1	1	3	2	7	3	0	4	2	2	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	253	1	5	5	5	10	3	14	5	5	4	3	7	3	4	10	5	9	6	18	14	14	19	23	10	9	10	10	10	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	242	21	5	5	14	5	5	6	1	19	5	2	3	0	10	4	4	9	11	10	6	13	40	16	8	4	5	2	2	7					
