Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Сеченовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193					
1	"Число избирателей, внесенных в список избирателей"	12798	591	164	114	572	204	157	419	79	992	179	572	384	33	365	270	122	220	254	549	429	440	2517	1817	331	299	166	171	190	198					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12224	600	160	110	550	200	150	400	80	1000	170	550	370	34	350	250	110	210	250	550	430	430	2500	1500	330	300	150	150	190	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6497	267	92	66	306	80	70	274	40	374	87	256	183	32	128	148	75	140	114	270	323	211	1208	1062	159	216	102	79	55	80					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1080	63	24	15	42	48	30	38	16	95	19	93	41	0	77	20	0	22	35	44	31	8	78	5	10	56	37	48	40	45					
6	Число погашенных избирательных бюллетеней	4647	270	44	29	202	72	50	88	24	531	64	201	146	2	145	82	35	48	101	236	76	211	1214	433	161	28	11	23	95	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1080	63	24	15	42	48	30	38	16	95	19	93	41	0	77	20	0	22	35	44	31	8	78	5	10	56	37	48	40	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6496	267	92	66	306	80	70	274	40	374	87	255	183	32	128	148	75	140	114	270	323	211	1208	1062	159	216	102	79	55	80					
9	Число недействительных избирательных бюллетеней	63	1	2	1	0	0	0	0	0	4	1	2	2	0	1	8	0	3	0	5	1	2	11	9	4	1	0	2	2	1					
10	Число действительных избирательных бюллетеней	7513	329	114	80	348	128	100	312	56	465	105	346	222	32	204	160	75	159	149	309	353	217	1275	1058	165	271	139	125	93	124					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	13	13	13	10	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	50	50	15	15	20	20	25	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	84	3	1	0	0	1	0	6	0	3	0	5	1	0	0	1	2	1	0	2	0	2	27	20	1	3	0	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	0	1	1	6	1	1	2	1	0	1	2	2	1	0	2	3	1	1	4	5	2	4	2	3	2	3	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	416	10	12	13	10	12	13	7	13	10	13	8	12	13	13	12	11	12	13	11	13	11	23	30	14	12	20	17	23	35					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
