Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Еткульская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863					
1	"Число избирателей, внесенных в списки"	21524	1324	3195	785	317	234	108	123	532	581	326	168	171	3525	468	290	174	224	955	285	186	135	114	2472	293	285	362	75	462	276	176	261	300	535	167	1028	91	76	171	102	172					
2	"Число бюллетеней, полученных участковыми комиссиями"	20750	1250	3050	700	300	200	100	100	500	600	350	180	170	3400	500	280	180	220	950	230	180	130	100	2300	300	320	350	80	480	280	180	260	300	530	160	950	80	70	170	100	170					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12011	701	1814	512	190	139	57	96	304	380	218	88	111	1671	243	128	103	115	531	170	95	107	81	1279	170	150	228	48	225	141	93	122	186	334	134	633	57	55	120	75	107					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	470	26	99	15	4	2	7	0	16	7	3	13	13	79	13	34	5	0	20	0	7	0	0	17	0	0	15	2	10	7	0	0	12	24	0	16	0	0	4	0	0					
6	Число погашенных бюллетеней	8269	523	1137	173	106	59	36	4	180	213	129	79	46	1650	244	118	72	105	399	60	78	23	19	1004	130	170	107	30	245	132	87	138	102	172	26	301	23	15	46	25	63					
7	Число бюллетеней в переносных ящиках для голосования	470	26	99	15	4	2	7	0	16	7	3	13	13	79	13	34	5	0	20	0	7	0	0	17	0	0	15	2	10	7	0	0	12	24	0	16	0	0	4	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11985	701	1790	512	190	139	57	96	304	380	218	88	111	1669	243	128	103	115	531	170	95	107	81	1279	170	150	228	48	225	141	93	122	186	334	134	633	57	55	120	75	107					
9	Число недействительных бюллетеней	236	18	18	10	11	2	3	0	11	11	12	0	4	13	7	1	2	2	1	6	5	0	1	19	9	1	4	0	14	4	5	4	3	12	1	14	3	0	5	0	0					
10	Число действительных бюллетеней	12219	709	1871	517	183	139	61	96	309	376	209	101	120	1735	249	161	106	113	550	164	97	107	80	1277	161	149	239	50	221	144	88	118	195	346	133	635	54	55	119	75	107					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	493	30	86	13	5	4	3	3	12	12	7	3	3	100	10	5	3	4	25	4	3	3	3	60	5	5	6	2	10	5	3	5	4	10	3	20	3	2	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	1	14	1	0	0	0	0	2	1	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	1	0	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	87	6	15	0	0	1	1	5	2	1	3	0	1	7	1	3	0	3	3	0	0	2	0	2	0	1	5	1	1	0	1	6	4	3	0	6	1	0	0	0	2					
14	Число погашенных открепительных удостоверений	455	29	72	12	5	4	3	3	10	11	7	3	3	91	10	5	3	4	25	4	3	3	3	57	5	5	4	2	10	5	3	5	3	10	3	19	3	2	1	3	2					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	124	11	14	4	3	3	1	0	0	3	5	1	1	12	2	3	3	0	5	0	3	2	4	10	3	0	5	1	4	4	1	0	7	2	1	4	0	0	1	0	1					
		0.99%	1.51%	0.74%	0.75%	1.54%	2.12%	1.56%	0.0%	0.0%	0.77%	2.26%	0.99%	0.80%	0.68%	0.78%	1.85%	2.77%	0.0%	0.90%	0.0%	2.94%	1.86%	4.93%	0.77%	1.76%	0.0%	2.05%	2.0%	1.70%	2.70%	1.07%	0.0%	3.53%	0.55%	0.74%	0.61%	0.0%	0.0%	0.80%	0.0%	0.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	265	27	80	1	0	2	1	1	3	4	4	1	0	24	5	5	0	1	14	1	1	6	0	34	4	1	2	0	3	4	3	3	5	9	0	7	4	1	2	0	2					
		2.12%	3.71%	4.23%	0.18%	0.0%	1.41%	1.56%	1.04%	0.93%	1.03%	1.80%	0.99%	0.0%	1.37%	1.95%	3.08%	0.0%	0.86%	2.54%	0.58%	0.98%	5.60%	0.0%	2.62%	2.35%	0.66%	0.82%	0.0%	1.27%	2.70%	3.22%	2.45%	2.52%	2.51%	0.0%	1.07%	7.01%	1.81%	1.61%	0.0%	1.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	3176	136	449	101	51	26	7	23	77	41	60	27	47	695	100	47	68	37	115	57	25	27	10	128	26	17	57	12	54	50	25	45	89	107	18	181	17	21	30	29	44					
