Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    район Северное Медведково																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	71723	2598	2906	2840	2680	2543	2684	2122	1864	2373	1973	2109	500	2407	2618	2674	2213	2353	1901	2884	2564	2296	2358	2115	2391	2075	2465	2163	2984	2348	1636	2086									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50800	1800	2050	2000	1900	1800	1900	1500	1350	1700	1400	1500	350	1700	1850	1900	1600	1650	1300	2000	1850	1600	1700	1500	1700	1500	1750	1550	2100	1650	1150	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23640	863	896	1072	931	816	847	697	612	788	595	657	132	771	881	893	701	762	657	988	880	706	741	775	803	718	823	699	938	882	494	622									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	637	17	45	18	20	26	23	29	19	18	20	8	10	25	27	20	14	29	10	38	20	30	11	10	10	43	27	14	11	9	16	20									
6	Число погашенных избирательных бюллетеней	26523	920	1109	910	949	958	1030	774	719	894	785	835	208	904	942	987	885	859	633	974	950	864	948	715	887	739	900	837	1151	759	640	858									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	637	17	45	18	20	26	23	29	19	18	20	8	10	25	27	20	14	29	10	38	20	30	11	10	10	43	27	14	11	9	16	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23445	860	885	1036	931	811	839	691	612	788	594	657	132	680	881	890	701	759	656	988	879	706	738	773	803	718	820	699	938	882	478	620									
9	Число недействительных избирательных бюллетеней	472	23	17	18	11	14	23	15	12	19	12	11	1	15	14	19	14	14	10	29	17	13	11	16	17	22	13	18	21	12	10	11									
10	Число действительных избирательных бюллетеней	23610	854	913	1036	940	823	839	705	619	787	602	654	141	690	894	891	701	774	656	997	882	723	738	767	796	739	834	695	928	879	484	629									
