Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Старорусская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492					
1	"Число избирателей, внесенных в списки"	41470	333	517	651	497	488	378	374	391	1179	431	614	346	346	1026	610	1067	471	320	166	630	320	383	400	130	1244	934	2094	1681	1367	2605	1220	1517	1420	1031	1052	2111	1855	2065	2086	758	948	523	2761	130					
2	"Число бюллетеней, полученных участковыми комиссиями"	41361	322	537	659	482	482	376	378	392	1174	435	599	347	340	1072	595	1071	475	329	171	638	325	374	412	128	1239	946	2069	1677	1349	2570	1185	1527	1412	1027	1023	2096	1838	2081	2090	787	946	504	2752	130					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19851	152	251	332	225	326	228	171	248	468	139	292	122	269	494	218	489	207	159	76	486	130	195	158	92	568	477	1041	893	681	1343	603	596	595	413	386	843	981	1058	942	317	340	238	1510	99					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2944	131	150	120	155	80	126	120	44	132	161	127	139	17	76	170	172	152	79	48	28	120	34	85	27	16	16	5	26	29	52	17	32	35	32	27	17	19	15	37	22	15	15	24	0					
6	Число погашенных бюллетеней	18566	39	136	207	102	76	22	87	100	574	135	180	86	54	502	207	410	116	91	47	124	75	145	169	9	655	453	1023	758	639	1175	565	899	782	582	610	1236	838	1008	1111	448	591	251	1218	31					
7	Число бюллетеней в переносных ящиках для голосования	2944	131	150	120	155	80	126	120	44	132	161	127	139	17	76	170	172	152	79	48	28	120	34	85	27	16	16	5	26	29	52	17	32	35	32	27	17	19	15	37	22	15	15	24	0					
8	Число бюллетеней в стационарных ящиках для голосования	19847	152	251	332	225	326	228	171	248	468	139	292	122	269	494	218	489	207	159	76	486	130	195	158	92	568	476	1041	893	681	1341	603	596	594	413	386	843	981	1058	942	317	340	238	1510	99					
9	Число недействительных бюллетеней	197	1	0	1	4	2	1	3	0	1	5	3	1	0	4	1	4	7	5	3	2	4	3	0	0	3	5	15	11	4	9	8	15	4	3	6	12	9	7	12	0	1	2	14	2					
10	Число действительных бюллетеней	22594	282	401	451	376	404	353	288	292	599	295	416	260	286	566	387	657	352	233	121	512	246	226	243	119	581	487	1031	908	706	1384	612	613	625	442	407	848	991	1066	967	339	354	251	1520	97					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	470	10	10	10	10	10	10	10	10	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	15	15	15	15	15	15	15	15	15	10	15	15	15	15	15	15	15	15	15	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	75	0	0	0	2	0	0	0	0	0	1	0	2	1	4	2	0	0	0	0	2	0	2	0	1	1	1	6	2	3	5	2	5	0	9	0	3	5	4	5	1	0	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	1	2	1	0	2	1	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	2	0	0	1	0	2	1	1	2	26	2	0	4	0	3	2	0	1	0	0	1	2	0					
14	Число погашенных открепительных удостоверений	395	10	10	10	8	10	10	10	10	10	9	10	8	9	1	3	5	5	5	5	3	5	3	5	4	14	14	9	13	12	10	13	10	15	1	15	12	10	11	10	14	15	15	9	5					
15	Число открепительных удостоверений выданных ТИК	30	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	4	0	1	1	0	0	1	0	1	0	3	0	0	1	2	0	1	3	2	1	1	1	0	2	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	221	4	8	6	7	7	4	1	7	10	1	2	0	4	5	6	10	8	5	3	0	6	3	4	0	4	3	11	9	9	8	6	10	4	5	0	3	5	8	3	5	1	3	12	1					
		0.96%	1.41%	1.99%	1.32%	1.84%	1.72%	1.12%	0.34%	2.39%	1.66%	0.33%	0.47%	0.0%	1.39%	0.87%	1.54%	1.51%	2.22%	2.10%	2.41%	0.0%	2.4%	1.31%	1.64%	0.0%	0.68%	0.60%	1.05%	0.97%	1.26%	0.57%	0.96%	1.59%	0.63%	1.12%	0.0%	0.34%	0.5%	0.74%	0.30%	1.47%	0.28%	1.18%	0.78%	1.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	378	2	1	5	5	4	3	3	5	7	4	1	1	5	16	2	3	2	2	0	3	6	2	3	1	8	14	28	12	11	34	14	22	14	6	11	15	17	17	21	4	9	3	30	2					
		1.65%	0.70%	0.24%	1.10%	1.31%	0.98%	0.84%	1.03%	1.71%	1.16%	1.33%	0.23%	0.38%	1.74%	2.80%	0.51%	0.45%	0.55%	0.84%	0.0%	0.58%	2.4%	0.87%	1.23%	0.84%	1.36%	2.84%	2.67%	1.30%	1.54%	2.44%	2.25%	3.50%	2.22%	1.34%	2.66%	1.74%	1.7%	1.58%	2.14%	1.17%	2.53%	1.18%	1.95%	2.02%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	563	1	12	9	12	7	8	8	2	17	11	8	7	2	8	9	23	4	2	0	0	0	4	5	1	13	15	31	29	31	27	14	26	15	15	6	27	31	27	29	2	11	12	40	2					
		2.47%	0.35%	2.99%	1.99%	3.15%	1.72%	2.25%	2.74%	0.68%	2.83%	3.66%	1.90%	2.68%	0.69%	1.40%	2.31%	3.47%	1.11%	0.84%	0.0%	0.0%	0.0%	1.74%	2.05%	0.84%	2.22%	3.04%	2.96%	3.15%	4.36%	1.93%	2.25%	4.14%	2.38%	3.37%	1.45%	3.13%	3.1%	2.51%	2.96%	0.58%	3.09%	4.74%	2.60%	2.02%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1033	3	1	4	3	11	5	1	5	25	3	6	1	2	19	5	23	2	8	1	9	3	13	5	0	30	32	54	61	58	91	45	31	42	24	11	60	82	61	61	7	10	15	91	9					
		4.53%	1.06%	0.24%	0.88%	0.78%	2.70%	1.41%	0.34%	1.71%	4.16%	1.0%	1.43%	0.38%	0.69%	3.33%	1.28%	3.47%	0.55%	3.36%	0.80%	1.75%	1.2%	5.67%	2.05%	0.0%	5.13%	6.50%	5.16%	6.63%	8.16%	6.53%	7.25%	4.93%	6.67%	5.39%	2.66%	6.97%	8.2%	5.68%	6.23%	2.06%	2.81%	5.92%	5.93%	9.09%					
22	"5. ""За Русь Святую"""	108	2	1	2	2	2	2	1	0	4	5	7	1	0	1	5	3	4	0	0	2	0	0	1	0	0	3	6	3	4	8	2	2	3	5	0	7	2	6	0	2	1	1	8	0					
		0.47%	0.70%	0.24%	0.44%	0.52%	0.49%	0.56%	0.34%	0.0%	0.66%	1.66%	1.67%	0.38%	0.0%	0.17%	1.28%	0.45%	1.11%	0.0%	0.0%	0.38%	0.0%	0.0%	0.41%	0.0%	0.0%	0.60%	0.57%	0.32%	0.56%	0.57%	0.32%	0.31%	0.47%	1.12%	0.0%	0.81%	0.2%	0.55%	0.0%	0.58%	0.28%	0.39%	0.52%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	0	2	0	0	0	1	1	0	3	0	2	3	0	1	0	2	0	1	0	0	2	0	2	1	4	2	6	1	0	3	1	3	0	0	1	2	1	1	2	0	1	1	1	0					
		0.22%	0.0%	0.49%	0.0%	0.0%	0.0%	0.28%	0.34%	0.0%	0.5%	0.0%	0.47%	1.14%	0.0%	0.17%	0.0%	0.30%	0.0%	0.42%	0.0%	0.0%	0.8%	0.0%	0.82%	0.84%	0.68%	0.40%	0.57%	0.10%	0.0%	0.21%	0.16%	0.47%	0.0%	0.0%	0.24%	0.23%	0.1%	0.09%	0.20%	0.0%	0.28%	0.39%	0.06%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	98	0	0	2	0	0	1	0	1	1	0	6	0	2	4	0	4	0	0	0	1	0	2	1	0	4	0	6	6	0	5	5	2	3	2	1	4	5	8	8	0	5	0	8	1					
		0.42%	0.0%	0.0%	0.44%	0.0%	0.0%	0.28%	0.0%	0.34%	0.16%	0.0%	1.43%	0.0%	0.69%	0.70%	0.0%	0.60%	0.0%	0.0%	0.0%	0.19%	0.0%	0.87%	0.41%	0.0%	0.68%	0.0%	0.57%	0.65%	0.0%	0.35%	0.80%	0.31%	0.47%	0.44%	0.24%	0.46%	0.5%	0.74%	0.81%	0.0%	1.40%	0.0%	0.52%	1.01%					
25	"8. ""Народно-республиканская партия России"""	31	0	0	0	1	1	1	1	0	1	2	0	1	1	0	1	1	0	1	0	0	0	2	0	1	0	1	0	0	0	3	0	1	0	0	0	2	0	0	3	0	2	1	3	0					
		0.13%	0.0%	0.0%	0.0%	0.26%	0.24%	0.28%	0.34%	0.0%	0.16%	0.66%	0.0%	0.38%	0.34%	0.0%	0.25%	0.15%	0.0%	0.42%	0.0%	0.0%	0.0%	0.87%	0.0%	0.84%	0.0%	0.20%	0.0%	0.0%	0.0%	0.21%	0.0%	0.15%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.30%	0.0%	0.56%	0.39%	0.19%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	67	1	0	0	1	0	0	3	0	2	1	2	0	0	2	0	3	2	1	0	0	1	0	1	0	1	0	2	1	1	8	2	3	2	3	0	0	1	4	6	0	1	1	10	1					
		0.29%	0.35%	0.0%	0.0%	0.26%	0.0%	0.0%	1.03%	0.0%	0.33%	0.33%	0.47%	0.0%	0.0%	0.35%	0.0%	0.45%	0.55%	0.42%	0.0%	0.0%	0.4%	0.0%	0.41%	0.0%	0.17%	0.0%	0.19%	0.10%	0.14%	0.57%	0.32%	0.47%	0.31%	0.67%	0.0%	0.0%	0.1%	0.37%	0.61%	0.0%	0.28%	0.39%	0.65%	1.01%					
27	"10. ""Аграрная партия России"""	1550	56	41	51	63	20	46	52	78	50	17	15	30	60	15	69	43	75	19	7	63	26	15	66	3	23	19	45	42	35	58	23	32	18	28	8	44	53	34	32	12	13	6	44	1					
		6.80%	19.78%	10.22%	11.28%	16.57%	4.92%	12.99%	17.86%	26.71%	8.33%	5.66%	3.57%	11.49%	20.97%	2.63%	17.78%	6.50%	20.89%	7.98%	5.64%	12.25%	10.4%	6.55%	27.16%	2.52%	3.93%	3.86%	4.30%	4.57%	4.92%	4.16%	3.70%	5.09%	2.86%	6.29%	1.93%	5.11%	5.3%	3.16%	3.26%	3.53%	3.66%	2.37%	2.86%	1.01%					
28	"11. ""Истинные патриоты России"""	19	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	3	0	1	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	1	0					
		0.08%	0.0%	0.24%	0.0%	0.26%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.41%	0.0%	0.51%	0.0%	0.09%	0.0%	0.0%	0.07%	0.32%	0.0%	0.15%	0.22%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	389	1	4	7	2	3	2	3	3	13	0	3	3	3	12	9	7	3	4	2	6	0	6	6	3	23	9	14	7	10	34	11	16	8	10	2	22	18	31	23	6	10	8	20	2					
		1.70%	0.35%	0.99%	1.54%	0.52%	0.73%	0.56%	1.03%	1.02%	2.16%	0.0%	0.71%	1.14%	1.04%	2.10%	2.31%	1.05%	0.83%	1.68%	1.61%	1.16%	0.0%	2.62%	2.46%	2.52%	3.93%	1.82%	1.33%	0.76%	1.40%	2.44%	1.77%	2.54%	1.27%	2.24%	0.48%	2.55%	1.8%	2.88%	2.34%	1.76%	2.81%	3.16%	1.30%	2.02%					
30	"13. ""Демократическая партия России"""	75	0	3	0	1	3	2	2	0	1	1	3	2	2	1	0	0	0	0	0	0	1	4	1	0	2	1	3	1	4	2	2	5	3	3	1	3	0	5	7	0	1	1	4	0					
		0.32%	0.0%	0.74%	0.0%	0.26%	0.73%	0.56%	0.68%	0.0%	0.16%	0.33%	0.71%	0.76%	0.69%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	1.74%	0.41%	0.0%	0.34%	0.20%	0.28%	0.10%	0.56%	0.14%	0.32%	0.79%	0.47%	0.67%	0.24%	0.34%	0.0%	0.46%	0.71%	0.0%	0.28%	0.39%	0.26%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	41	0	1	3	1	0	0	0	0	4	1	4	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	3	1	2	2	1	1	2	0	1	1	1	0	2	1	0					
		0.17%	0.0%	0.24%	0.66%	0.26%	0.0%	0.0%	0.0%	0.0%	0.66%	0.33%	0.95%	0.0%	0.0%	0.35%	0.25%	0.15%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.09%	0.10%	0.14%	0.21%	0.16%	0.31%	0.31%	0.22%	0.24%	0.23%	0.0%	0.09%	0.10%	0.29%	0.0%	0.79%	0.06%	0.0%					
32	"15. ""Партия СЛОН"""	30	0	0	0	2	1	0	0	2	0	0	2	1	0	0	1	3	0	1	0	0	0	0	0	0	1	0	1	0	1	2	0	1	2	0	0	0	1	1	2	0	0	1	3	1					
		0.13%	0.0%	0.0%	0.0%	0.52%	0.24%	0.0%	0.0%	0.68%	0.0%	0.0%	0.47%	0.38%	0.0%	0.0%	0.25%	0.45%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.09%	0.0%	0.14%	0.14%	0.0%	0.15%	0.31%	0.0%	0.0%	0.0%	0.1%	0.09%	0.20%	0.0%	0.0%	0.39%	0.19%	1.01%					
