Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Новосибирск, Центральная"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	54835	1705	1506	2195	1673	1752	2239	1065	1652	1300	1445	1526	1347	2231	2229	2790	1688	2108	1912	2219	1455	1725	1217	843	2258	1135	734	1933	1844	2107	1477	1510	1008	1007									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47550	1450	1300	1900	1500	1500	2000	950	1400	1100	1300	1100	1150	2000	1900	2500	1500	1800	1700	2000	1200	1500	1000	750	2000	1000	650	1700	1500	1900	1300	1300	850	850									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18807	644	495	823	541	550	819	386	544	463	536	731	483	791	613	794	579	665	657	734	513	693	440	305	846	265	272	654	501	699	582	496	365	328									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	575	3	46	19	9	7	15	3	9	11	13	9	0	13	30	18	11	114	5	8	5	15	48	1	13	7	2	17	89	6	8	15	5	1									
6	Число погашенных избирательных бюллетеней	28168	803	759	1058	950	943	1166	561	847	626	751	360	667	1196	1257	1688	910	1021	1038	1258	682	792	512	444	1141	728	376	1029	910	1195	710	789	480	521									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	575	3	46	19	9	7	15	3	9	11	13	9	0	13	30	18	11	114	5	8	5	15	48	1	13	7	2	17	89	6	8	15	5	1									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	18791	644	495	823	540	550	819	386	544	463	536	731	483	791	613	793	579	665	656	734	513	693	433	305	844	265	272	654	500	699	581	494	365	328									
9	Число недействительных избирательных бюллетеней	414	48	9	13	11	30	18	4	6	3	6	9	7	19	10	14	14	21	14	13	17	9	22	3	12	11	6	14	10	12	11	7	5	6									
10	Число действительных избирательных бюллетеней	18952	599	532	829	538	527	816	385	547	471	543	731	476	785	633	797	576	758	647	729	501	699	459	303	845	261	268	657	579	693	578	502	365	323									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	930	30	30	30	30	30	30	20	30	30	30	20	30	30	30	50	30	30	30	30	30	30	20	20	30	20	20	30	30	30	30	30	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	417	16	7	23	13	17	13	9	5	9	12	6	11	14	18	28	9	13	15	12	6	6	8	11	18	10	8	18	19	19	14	16	8	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	480	19	9	19	7	15	10	8	11	4	11	42	24	12	12	20	9	12	5	5	13	28	10	13	44	7	9	34	21	11	7	3	17	9									
14	Число погашенных неиспользованных открепительных удостоверений	513	14	23	7	17	13	17	11	25	21	18	14	19	16	12	22	21	17	15	18	24	24	12	9	12	10	12	12	11	11	16	14	12	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	1	2	11	3	0	1	0	0	0	1	1	1	2	2	3	0	1	2	1	1	0	1	0	0	3	0	4	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	779	33	15	28	18	2	35	16	19	25	25	30	23	32	21	28	11	34	19	27	24	28	19	13	35	8	17	40	32	36	31	25	14	16									
		4.02%	5.10%	2.77%	3.33%	3.28%	0.36%	4.20%	4.11%	3.44%	5.27%	4.55%	4.05%	4.76%	3.98%	3.27%	3.45%	1.86%	4.36%	2.87%	3.64%	4.63%	3.95%	3.95%	4.25%	4.08%	2.94%	6.20%	5.96%	5.43%	5.11%	5.26%	4.91%	3.78%	4.86%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	493	14	15	21	13	13	27	9	12	9	11	16	13	28	19	29	14	26	13	21	13	15	14	3	18	2	8	19	10	21	10	12	11	14									
		2.55%	2.16%	2.77%	2.49%	2.37%	2.33%	3.24%	2.31%	2.17%	1.90%	2.00%	2.16%	2.69%	3.48%	2.95%	3.58%	2.37%	3.34%	1.97%	2.83%	2.51%	2.12%	2.91%	0.98%	2.10%	0.74%	2.92%	2.83%	1.70%	2.98%	1.70%	2.36%	2.97%	4.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	405	12	10	17	12	14	16	14	12	17	15	16	13	16	14	18	19	22	13	14	10	14	9	3	13	6	4	17	10	15	5	4	4	7									
		2.09%	1.85%	1.85%	2.02%	2.19%	2.51%	1.92%	3.60%	2.17%	3.59%	2.73%	2.16%	2.69%	1.99%	2.18%	2.22%	3.22%	2.82%	1.97%	1.89%	1.93%	1.98%	1.87%	0.98%	1.52%	2.21%	1.46%	2.53%	1.70%	2.13%	0.85%	0.79%	1.08%	2.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6459	229	189	286	161	194	237	120	189	147	178	365	150	278	219	277	208	259	250	243	163	226	141	85	301	82	87	245	217	208	153	177	100	95									
		33.35%	35.39%	34.94%	33.97%	29.33%	34.83%	28.42%	30.85%	34.18%	31.01%	32.42%	49.32%	31.06%	34.58%	34.06%	34.16%	35.25%	33.25%	37.82%	32.75%	31.47%	31.92%	29.31%	27.78%	35.12%	30.15%	31.75%	36.51%	36.84%	29.50%	25.98%	34.77%	27.03%	28.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	293	8	4	5	6	14	13	4	8	12	9	9	7	15	8	17	8	8	12	8	5	12	10	4	17	3	5	12	7	17	9	8	6	3									
		1.51%	1.24%	0.74%	0.59%	1.09%	2.51%	1.56%	1.03%	1.45%	2.53%	1.64%	1.22%	1.45%	1.87%	1.24%	2.10%	1.36%	1.03%	1.82%	1.08%	0.97%	1.69%	2.08%	1.31%	1.98%	1.10%	1.82%	1.79%	1.19%	2.41%	1.53%	1.57%	1.62%	0.91%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	2	3	3	1	0	5	0	1	1	1	5	3	1	0	4	1	1	2	4	1	1	2	0	1	0	2	2	4	0	0	2	0	1									
