Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Данковская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316					
1	"Число избирателей, внесенных в списки избирателей"	31701	1025	717	749	2196	2128	2064	2097	2478	1397	1085	1689	882	283	815	613	869	998	901	542	309	583	759	493	573	509	301	755	421	1009	308	696	448	474	535					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30920	1000	700	700	2200	2100	2000	2100	2450	1350	1050	1700	850	280	800	600	850	950	850	500	300	550	750	450	550	500	290	750	400	1000	300	650	450	450	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15585	485	344	378	1075	1144	1141	1020	1163	565	448	791	344	130	521	274	351	458	335	238	205	335	494	217	367	238	141	325	206	439	135	394	275	283	326					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3125	57	41	16	79	34	24	47	59	40	45	40	33	73	147	181	165	199	175	108	50	192	46	89	89	97	105	206	105	128	104	118	90	57	86					
6	Число погашенных избирательных бюллетеней	12210	458	315	306	1046	922	835	1033	1228	745	557	869	473	77	132	145	334	293	340	154	45	23	210	144	94	165	44	219	89	433	61	138	85	110	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3125	57	41	16	79	34	24	47	59	40	45	40	33	73	147	181	165	199	175	108	50	192	46	89	89	97	105	206	105	128	104	118	90	57	86					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15584	485	344	378	1075	1144	1141	1020	1163	565	448	791	344	130	521	274	351	458	335	238	205	335	494	217	367	238	141	324	206	439	135	394	275	283	326					
9	Число недействительных избирательных бюллетеней	151	3	2	5	18	12	10	17	17	8	6	6	2	1	3	0	3	1	3	3	1	3	4	3	1	4	0	2	2	1	0	4	2	1	3					
10	Число действительных избирательных бюллетеней	18558	539	383	389	1136	1166	1155	1050	1205	597	487	825	375	202	665	455	513	656	507	343	254	524	536	303	455	331	246	528	309	566	239	508	363	339	409					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	529	13	10	17	30	17	26	28	20	12	10	15	10	7	20	15	13	13	10	10	11	10	23	10	10	40	12	10	10	10	12	35	10	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	452	13	3	16	30	16	25	28	20	11	6	15	5	3	20	15	11	10	4	1	11	10	23	8	3	40	8	3	10	5	12	35	8	4	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	168	3	5	14	10	5	18	12	12	10	7	1	2	2	4	1	4	5	3	2	2	3	1	1	5	3	2	6	3	3	4	8	0	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	77	0	7	1	0	1	1	0	0	1	4	0	5	4	0	0	2	3	6	9	0	0	0	2	7	0	4	7	0	5	0	0	2	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	1	2	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	4	1	0	2	0	3	0	0	0	0	0	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	540	16	5	11	35	35	25	21	37	17	11	22	9	10	13	20	17	18	8	14	6	22	9	12	11	12	2	16	13	21	5	43	14	4	6					
		2.89%	2.95%	1.30%	2.79%	3.03%	2.97%	2.15%	1.97%	3.03%	2.81%	2.23%	2.65%	2.39%	4.93%	1.95%	4.40%	3.29%	2.74%	1.57%	4.05%	2.35%	4.17%	1.67%	3.92%	2.41%	3.58%	0.81%	3.02%	4.18%	3.70%	2.09%	8.40%	3.84%	1.18%	1.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	87	1	2	2	8	6	6	7	8	4	2	5	1	0	1	0	4	2	3	1	0	0	2	2	2	3	2	3	2	2	0	2	1	3	0					
		0.47%	0.18%	0.52%	0.51%	0.69%	0.51%	0.52%	0.66%	0.65%	0.66%	0.41%	0.60%	0.27%	0.00%	0.15%	0.00%	0.78%	0.30%	0.59%	0.29%	0.00%	0.00%	0.37%	0.65%	0.44%	0.90%	0.81%	0.57%	0.64%	0.35%	0.00%	0.39%	0.27%	0.88%	0.00%					
20	3.Политическая партия «Демократическая партия России»	27	3	1	1	1	1	2	0	1	1	3	1	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	1	2	0					
		0.14%	0.55%	0.26%	0.25%	0.09%	0.08%	0.17%	0.00%	0.08%	0.17%	0.61%	0.12%	0.00%	0.00%	0.15%	0.00%	0.19%	0.15%	0.20%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.42%	0.00%	0.27%	0.59%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2498	66	55	62	191	202	172	186	214	118	72	151	57	17	64	49	70	74	47	45	28	38	36	33	46	30	18	50	57	58	21	78	24	23	46					
		13.35%	12.18%	14.29%	15.74%	16.55%	17.15%	14.76%	17.43%	17.51%	19.50%	14.60%	18.17%	15.12%	8.37%	9.58%	10.77%	13.57%	11.26%	9.22%	13.01%	10.98%	7.21%	6.67%	10.78%	10.09%	8.96%	7.32%	9.43%	18.33%	10.23%	8.79%	15.23%	6.58%	6.76%	11.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	89	2	0	1	5	8	10	8	13	2	5	2	0	1	0	0	0	2	14	2	0	2	2	0	0	1	0	1	1	2	2	3	0	0	0					
		0.48%	0.37%	0.00%	0.25%	0.43%	0.68%	0.86%	0.75%	1.06%	0.33%	1.01%	0.24%	0.00%	0.49%	0.00%	0.00%	0.00%	0.30%	2.75%	0.58%	0.00%	0.38%	0.37%	0.00%	0.00%	0.30%	0.00%	0.19%	0.32%	0.35%	0.84%	0.59%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	33	0	0	0	4	2	0	2	0	1	1	4	2	1	0	0	2	1	0	1	0	1	2	0	0	3	1	0	0	0	1	3	1	0	0					
		0.18%	0.00%	0.00%	0.00%	0.35%	0.17%	0.00%	0.19%	0.00%	0.17%	0.20%	0.48%	0.53%	0.49%	0.00%	0.00%	0.39%	0.15%	0.00%	0.29%	0.00%	0.19%	0.37%	0.00%	0.00%	0.90%	0.41%	0.00%	0.00%	0.00%	0.42%	0.59%	0.27%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1986	63	49	62	135	142	123	152	153	64	64	102	41	25	55	48	44	46	49	35	21	42	51	36	40	35	17	29	14	60	19	53	40	24	53					
		10.62%	11.62%	12.73%	15.74%	11.70%	12.05%	10.56%	14.25%	12.52%	10.58%	12.98%	12.27%	10.88%	12.32%	8.23%	10.55%	8.53%	7.00%	9.61%	10.12%	8.24%	7.97%	9.44%	11.76%	8.77%	10.45%	6.91%	5.47%	4.50%	10.58%	7.95%	10.35%	10.96%	7.06%	12.86%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1292	23	30	30	95	111	124	83	96	51	32	66	32	11	18	48	26	29	36	12	15	35	19	42	47	9	13	20	17	22	7	26	17	28	22					
		6.91%	4.24%	7.79%	7.61%	8.23%	9.42%	10.64%	7.78%	7.86%	8.43%	6.49%	7.94%	8.49%	5.42%	2.69%	10.55%	5.04%	4.41%	7.06%	3.47%	5.88%	6.64%	3.52%	13.73%	10.31%	2.69%	5.28%	3.77%	5.47%	3.88%	2.93%	5.08%	4.66%	8.24%	5.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	164	6	7	2	20	15	9	9	6	7	3	6	6	1	2	6	2	4	3	3	3	4	3	5	8	5	2	2	0	3	2	1	1	3	5					
		0.88%	1.11%	1.82%	0.51%	1.73%	1.27%	0.77%	0.84%	0.49%	1.16%	0.61%	0.72%	1.59%	0.49%	0.30%	1.32%	0.39%	0.61%	0.59%	0.87%	1.18%	0.76%	0.56%	1.63%	1.75%	1.49%	0.81%	0.38%	0.00%	0.53%	0.84%	0.20%	0.27%	0.88%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11723	358	230	210	634	632	675	573	669	326	291	452	226	135	508	279	346	477	345	228	181	377	408	172	301	231	190	402	203	398	181	297	263	249	276					
		62.66%	66.05%	59.74%	53.30%	54.94%	53.65%	57.94%	53.70%	54.75%	53.88%	59.03%	54.39%	59.95%	66.50%	76.05%	61.32%	67.05%	72.60%	67.65%	65.90%	70.98%	71.54%	75.56%	56.21%	66.01%	68.96%	77.24%	75.85%	65.27%	70.19%	75.73%	58.01%	72.05%	73.24%	66.99%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	119	1	4	8	8	12	9	9	8	6	3	14	1	1	3	5	1	2	1	2	0	3	2	1	0	2	1	3	2	0	0	2	1	3	1					
		0.64%	0.18%	1.04%	2.03%	0.69%	1.02%	0.77%	0.84%	0.65%	0.99%	0.61%	1.68%	0.27%	0.49%	0.45%	1.10%	0.19%	0.30%	0.20%	0.58%	0.00%	0.57%	0.37%	0.33%	0.00%	0.60%	0.41%	0.57%	0.64%	0.00%	0.00%	0.39%	0.27%	0.88%	0.24%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
