Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Ярская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424					
1	"Число избирателей, внесенных в список"	13885	2466	2332	715	144	739	1080	141	267	255	345	236	86	290	305	64	358	267	374	614	583	510	183	334	1197					
2	Число полученных избирательных бюллетеней	13605	2400	2200	700	179	730	1000	139	260	260	350	240	87	300	290	70	360	270	370	600	600	500	180	320	1200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9347	1527	1434	371	119	434	685	100	186	234	272	186	69	227	218	53	265	220	288	421	366	483	177	234	778					
5	"Число избирательных бюллетеней, выданных вне помещения"	1232	96	48	51	25	92	133	25	72	15	39	42	11	33	32	10	58	33	46	108	93	0	0	54	116					
6	Число погашенных избирательных бюллетеней	3026	777	718	278	35	204	182	14	2	11	39	12	7	40	40	7	37	17	36	71	141	17	3	32	306					
7	Число избирательных бюллетеней в переносных ящиках	1232	96	48	51	25	92	133	25	72	15	39	42	11	33	32	10	58	33	46	108	93	0	0	54	116					
8	Число бюллетеней в стационарных ящиках для голосования	9347	1527	1434	371	119	434	685	100	186	234	272	186	69	227	218	53	265	220	288	421	366	483	177	234	778					
9	Число недействительных избирательных бюллетеней	160	15	23	6	4	12	14	3	5	5	6	2	0	9	4	0	4	2	3	8	4	4	1	6	20					
10	Число действительных избирательных бюллетеней	10419	1608	1459	416	140	514	804	122	253	244	305	226	80	251	246	63	319	251	331	521	455	479	176	282	874					
11	Число полученных открепительных  удостоверений	392	80	30	7	8	15	40	5	12	13	10	20	5	15	5	5	13	21	10	17	6	10	10	10	25					
12	Число выданных открепительных удостоверений	319	77	24	6	5	7	40	0	12	13	8	16	0	15	4	3	13	21	10	14	3	3	0	1	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	250	36	50	8	4	4	13	3	9	8	4	4	1	6	11	2	10	11	6	11	7	8	4	6	24					
14	Число неиспользованных открепительных удостоверений	73	3	6	1	3	8	0	5	0	0	2	4	5	0	1	2	0	0	0	3	3	7	10	9	1					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	153	31	22	4	1	14	29	1	2	2	3	0	1	1	1	0	2	2	3	4	8	5	0	2	15					
		1.45%	1.91%	1.48%	0.95%	0.69%	2.66%	3.55%	0.80%	0.78%	0.80%	0.96%	0.00%	1.25%	0.38%	0.40%	0.00%	0.62%	0.79%	0.90%	0.76%	1.74%	1.04%	0.00%	0.69%	1.68%					
19	. Малышкин Олег Александрович	227	37	41	6	1	14	23	3	8	1	4	3	1	4	7	1	7	4	15	12	10	2	1	4	18					
		2.15%	2.28%	2.77%	1.42%	0.69%	2.66%	2.81%	2.40%	3.10%	0.40%	1.29%	1.32%	1.25%	1.54%	2.80%	1.59%	2.17%	1.58%	4.49%	2.27%	2.18%	0.41%	0.56%	1.39%	2.01%					
20	. Миронов Сергей Михайлович	47	9	7	6	2	0	6	0	1	1	2	1	0	0	2	0	0	0	0	5	0	0	0	3	2					
		0.44%	0.55%	0.47%	1.42%	1.39%	0.00%	0.73%	0.00%	0.39%	0.40%	0.64%	0.44%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	1.04%	0.22%					
21	. Путин Владимир Владимирович	8830	1332	1230	352	128	430	609	105	228	219	261	202	73	234	215	47	270	225	294	436	396	408	155	257	724					
		83.47%	82.07%	83.00%	83.41%	88.89%	81.75%	74.45%	84.00%	88.37%	87.95%	83.92%	88.60%	91.25%	90.00%	86.00%	74.60%	83.59%	88.93%	88.02%	82.42%	86.27%	84.47%	87.57%	89.24%	80.98%					
22	. Хакамада Ирина Муцуовна	170	38	32	5	0	11	25	2	3	2	1	4	1	1	2	0	1	2	1	8	8	7	0	1	15					
		1.61%	2.34%	2.16%	1.18%	0.00%	2.09%	3.06%	1.60%	1.16%	0.80%	0.32%	1.75%	1.25%	0.38%	0.80%	0.00%	0.31%	0.79%	0.30%	1.51%	1.74%	1.45%	0.00%	0.35%	1.68%					
23	. Харитонов Николай Михайлович	806	122	92	40	3	36	93	10	9	16	27	13	4	9	16	15	35	18	16	52	27	50	8	12	83					
		7.62%	7.52%	6.21%	9.48%	2.08%	6.84%	11.37%	8.00%	3.49%	6.43%	8.68%	5.70%	5.00%	3.46%	6.40%	23.81%	10.84%	7.11%	4.79%	9.83%	5.88%	10.35%	4.52%	4.17%	9.28%					
																															
24	Против всех	186	39	35	3	5	9	19	1	2	3	7	3	0	2	3	0	4	0	2	4	6	7	12	3	17					
