Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Серовская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813					
1	"Число избирателей, внесенных в список"	17813	1297	1293	1198	1020	1596	880	1087	1174	1097	543	1517	173	1256	1200	263	82	638	461	174	130	173	143	187	87	144					
2	Число полученных избирательных бюллетеней	16185	1155	1150	1055	915	1425	800	980	1050	1015	500	1360	175	1130	1095	245	90	590	415	180	125	170	145	190	90	140					
3	"Число избирательных бюллетеней, выданных  досрочно"	57	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	10	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9453	671	665	578	507	796	475	575	655	612	265	860	92	631	691	148	37	350	229	106	90	102	72	113	42	91					
5	"Число избирательных бюллетеней, выданных вне помещения"	814	19	21	33	30	41	16	50	49	33	49	59	10	30	30	27	20	84	57	23	17	19	28	31	23	15					
6	Число погашенных избирательных бюллетеней	5861	465	462	444	378	588	309	355	346	370	186	441	73	469	374	70	33	156	84	51	18	49	45	46	15	34					
7	Число избирательных бюллетеней в переносных ящиках	871	19	23	33	30	41	16	50	49	33	49	59	10	30	30	27	20	84	102	23	17	19	28	31	33	15					
8	Число бюллетеней в стационарных ящиках для голосования	9453	671	665	578	507	796	475	575	655	612	265	860	92	631	691	148	37	350	229	106	90	102	72	113	42	91					
9	Число недействительных избирательных бюллетеней	183	14	11	8	6	8	15	12	10	18	9	24	2	10	20	5	2	1	3	2	1	0	1	1	0	0					
10	Число действительных избирательных бюллетеней	10141	676	677	603	531	829	476	613	694	627	305	895	100	651	701	170	55	433	328	127	106	121	99	143	75	106					
11	Число полученных открепительных  удостоверений	255	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	74	0	3	3	0	0	4	0	8	2	0	7	0	4	10	5	6	11	2	2	1	1	0	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	3	0	5	0	3	2	1	1	3	3	8	1	7	1	5	0	2	0	2	2	1	2	5	4	4					
14	Число неиспользованных открепительных удостоверений	181	10	7	7	10	10	6	10	2	8	10	3	10	6	0	5	4	4	8	8	9	9	10	7	8	10					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	223	8	22	13	6	13	10	13	20	14	3	18	0	15	13	7	1	14	6	6	7	9	0	3	0	2					
		2.16%	1.16%	3.20%	2.13%	1.12%	1.55%	2.04%	2.08%	2.84%	2.17%	0.96%	1.96%	0.00%	2.27%	1.80%	4.00%	1.75%	3.23%	1.81%	4.65%	6.54%	7.44%	0.00%	2.08%	0.00%	1.89%					
19	. Малышкин Олег Александрович	255	10	11	14	19	16	17	24	26	9	3	21	9	23	12	7	3	12	6	1	0	1	3	6	0	2					
		2.47%	1.45%	1.60%	2.29%	3.54%	1.91%	3.46%	3.84%	3.69%	1.40%	0.96%	2.29%	8.82%	3.48%	1.66%	4.00%	5.26%	2.76%	1.81%	0.78%	0.00%	0.83%	3.00%	4.17%	0.00%	1.89%					
20	. Миронов Сергей Михайлович	87	6	4	6	2	7	2	5	8	4	2	10	1	9	4	2	0	8	2	1	1	0	1	0	0	2					
		0.84%	0.87%	0.58%	0.98%	0.37%	0.84%	0.41%	0.80%	1.14%	0.62%	0.64%	1.09%	0.98%	1.36%	0.55%	1.14%	0.00%	1.84%	0.60%	0.78%	0.93%	0.00%	1.00%	0.00%	0.00%	1.89%					
21	. Путин Владимир Владимирович	8409	535	532	508	404	694	401	508	577	510	267	772	82	527	617	139	51	342	285	104	93	105	76	130	56	94					
		81.45%	77.54%	77.33%	83.14%	75.23%	82.92%	81.67%	81.28%	81.96%	79.07%	85.03%	84.00%	80.39%	79.73%	85.58%	79.43%	89.47%	78.80%	86.10%	80.62%	86.92%	86.78%	76.00%	90.28%	74.67%	88.68%					
22	. Хакамада Ирина Муцуовна	166	20	19	4	6	13	9	6	9	14	2	11	1	11	13	1	0	4	6	2	1	1	2	0	10	1					
		1.61%	2.90%	2.76%	0.65%	1.12%	1.55%	1.83%	0.96%	1.28%	2.17%	0.64%	1.20%	0.98%	1.66%	1.80%	0.57%	0.00%	0.92%	1.81%	1.55%	0.93%	0.83%	2.00%	0.00%	13.33%	0.94%					
23	. Харитонов Николай Михайлович	850	88	76	53	77	69	30	47	45	70	23	49	5	53	34	14	0	47	22	11	3	4	16	3	8	3					
		8.23%	12.75%	11.05%	8.67%	14.34%	8.24%	6.11%	7.52%	6.39%	10.85%	7.32%	5.33%	4.90%	8.02%	4.72%	8.00%	0.00%	10.83%	6.65%	8.53%	2.80%	3.31%	16.00%	2.08%	10.67%	2.83%					
																																
24	Против всех	151	9	13	5	17	17	7	10	9	6	5	14	2	13	8	0	0	6	1	2	1	1	1	1	1	2					
		1.46%	1.30%	1.89%	0.82%	3.17%	2.03%	1.43%	1.60%	1.28%	0.93%	1.59%	1.52%	1.96%	1.97%	1.11%	0.00%	0.00%	1.38%	0.30%	1.55%	0.93%	0.83%	1.00%	0.69%	1.33%	1.89%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
