Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Каменская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №1873					
1	"Число избирателей, внесенных в списки избирателей"	33618	1191	1738	1030	1784	1602	1665	1646	1647	1674	1559	1547	1511	823	1731	1556	1325	1666	1806	1696	1623	624	778	768	371	257					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26300	900	1400	800	1300	1300	1300	1300	1300	1300	1200	1200	1200	600	1300	1200	1100	1300	1400	1300	1300	500	600	600	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18847	613	832	436	923	930	940	1023	1015	895	874	823	797	496	1114	844	784	912	1131	934	933	390	476	391	225	116					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	991	47	30	40	47	32	49	33	56	49	51	41	54	2	59	39	35	25	36	36	24	19	26	26	6	129					
6	Число погашенных избирательных бюллетеней	6462	240	538	324	330	338	311	244	229	356	275	336	349	102	127	317	281	363	233	330	343	91	98	183	69	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	991	47	30	40	47	32	49	33	56	49	51	41	54	2	59	39	35	25	36	36	24	19	26	26	6	129					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18847	613	832	436	923	930	940	1023	1015	895	874	823	797	496	1114	844	784	912	1131	934	933	390	476	391	225	116					
9	Число недействительных избирательных бюллетеней	164	7	4	0	7	12	8	9	5	2	7	5	9	3	10	9	5	14	17	8	8	6	2	6	1	0					
10	Число действительных избирательных бюллетеней	19674	653	858	476	963	950	981	1047	1066	942	918	859	842	495	1163	874	814	923	1150	962	949	403	500	411	230	245					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	285	10	10	5	15	15	15	20	14	10	10	10	15	10	18	13	10	15	20	10	15	5	10	5	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	221	5	10	5	12	11	15	18	10	6	7	9	13	7	16	11	8	12	15	7	12	2	7	0	3	0					
