Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    ЗАТО г.Большой Камень																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125					
1	"Число избирателей, внесенных в списки"	30703	982	2235	2815	2843	2616	2539	2714	2883	2926	2799	2526	1635	1190					
2	"Число бюллетеней, полученных участковыми комиссиями"	30350	900	2050	2800	2800	2600	2550	2700	2900	2950	2800	2500	1600	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14440	351	1202	1364	1399	1240	1327	1250	1493	1424	1289	1019	517	565					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	393	48	21	17	40	37	28	42	24	25	22	27	38	24					
6	Число погашенных бюллетеней	15517	501	827	1419	1361	1323	1195	1408	1383	1501	1489	1454	1045	611					
7	Число бюллетеней в переносных ящиках для голосования	393	48	21	17	40	37	28	42	24	25	22	27	38	24					
8	Число бюллетеней в стационарных ящиках для голосования	14409	351	1202	1364	1378	1240	1325	1249	1489	1423	1288	1018	517	565					
9	Число недействительных бюллетеней	244	15	9	24	17	33	28	19	21	22	21	14	11	10					
10	Число действительных бюллетеней	14558	384	1214	1357	1401	1244	1325	1272	1492	1426	1289	1031	544	579					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	493	25	40	42	40	40	40	40	40	40	40	40	40	26					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	91	2	7	5	5	7	13	19	7	11	6	3	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	4	4	4	16	12	9	4	6	2	1	9	2	2					
14	Число погашенных открепительных удостоверений	402	23	33	37	35	33	27	21	33	29	34	37	35	25					
15	Число открепительных удостоверений выданных ТИК	7	0	0	1	0	1	2	2	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	138	5	17	14	9	10	12	7	9	19	14	11	6	5					
		0.93%	1.25%	1.39%	1.01%	0.63%	0.78%	0.88%	0.54%	0.59%	1.31%	1.06%	1.05%	1.08%	0.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	385	5	35	36	47	26	41	25	32	45	35	29	12	17					
