Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Новосибирская - 137																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №793	УИК №794	УИК №795	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №823	УИК №824	УИК №826	УИК №827	УИК №1184	УИК №1185									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26755	1601	430	182	2113	2030	2282	2921	2859	1968	2269	1239	2070	793	1968	2030									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23250	1500	400	150	2000	2000	2000	2500	2500	1500	2000	1000	2000	700	1500	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9377	582	152	78	783	771	849	1208	1086	647	602	441	548	225	750	655									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	238	52	14	8	6	10	1	15	19	68	19	2	14	1	6	3									
6	Число погашенных избирательных бюллетеней	13635	866	234	64	1211	1219	1150	1277	1395	785	1379	557	1438	474	744	842									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	238	52	14	8	6	10	1	15	19	68	19	2	14	1	6	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9369	582	152	78	783	771	847	1207	1083	647	602	441	548	225	748	655									
9	Число недействительных избирательных бюллетеней	230	21	6	1	18	18	18	34	24	16	15	3	12	7	20	17									
10	Число действительных избирательных бюллетеней	9377	613	160	85	771	763	830	1188	1078	699	606	440	550	219	734	641									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	533	35	10	6	45	40	45	49	50	40	45	25	45	18	40	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	87	4	0	1	6	6	8	11	7	6	8	4	8	2	5	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	9	13	1	3	3	5	5	7	3	7	4	9	8	3	14									
