Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Бердюжская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
1	"Число избирателей, внесенных в списки"	9917	933	392	624	577	546	490	527	206	92	58	424	230	440	131	132	90	239	84	700	115	640	103	164	22	90	627	43	97	51	376	136	58	53	308	119					
2	"Число бюллетеней, полученных участковыми комиссиями"	9855	928	384	615	572	537	481	522	202	92	59	422	229	439	125	137	90	236	86	706	112	643	105	159	24	92	628	44	96	52	363	135	61	52	308	119					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6484	551	257	343	329	358	326	290	127	61	51	260	156	284	45	102	70	191	80	439	88	394	85	124	22	52	356	41	63	43	334	120	52	43	244	103					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	566	58	23	27	35	36	18	19	5	6	5	31	18	10	52	5	0	6	0	52	9	59	0	4	0	17	33	0	2	0	0	0	2	0	29	5					
6	Число погашенных бюллетеней	2805	319	104	245	208	143	137	213	70	25	3	131	55	145	28	30	20	39	6	215	15	190	20	31	2	23	239	3	31	9	29	15	7	9	35	11					
7	Число бюллетеней в переносных ящиках для голосования	566	58	23	27	35	36	18	19	5	6	5	31	18	10	52	5	0	6	0	52	9	59	0	4	0	17	33	0	2	0	0	0	2	0	29	5					
8	Число бюллетеней в стационарных ящиках для голосования	6484	551	257	343	329	358	326	290	127	61	51	260	156	284	45	102	70	191	80	439	88	394	85	124	22	52	356	41	63	43	334	120	52	43	244	103					
9	Число недействительных бюллетеней	67	4	0	1	2	1	3	3	3	0	0	7	0	4	0	3	1	4	1	1	1	3	0	3	0	0	7	0	3	3	4	1	0	1	2	1					
10	Число действительных бюллетеней	6983	605	280	369	362	393	341	306	129	67	56	284	174	290	97	104	69	193	79	490	96	450	85	125	22	69	382	41	62	40	330	119	54	42	271	107					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	108	14	4	5	4	7	3	5	3	1	1	3	2	5	2	2	1	3	1	5	2	5	2	2	1	1	5	1	1	1	5	2	1	1	5	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	12	2	4	2	7	1	2	0	0	0	0	0	2	0	0	0	0	0	4	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	2	2	1	1	4	1	0	0	0	1	1	0	1	0	0	0	2	0	3	1	1	0	2	0	1	1	1	1	1	4	1	0	0	2	2					
14	Число погашенных открепительных удостоверений	64	2	2	1	2	0	2	3	3	1	1	3	2	3	2	2	1	3	1	1	2	2	2	2	1	1	2	1	1	1	5	2	1	1	5	0					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	125	4	0	4	2	7	3	6	1	2	2	11	6	4	3	1	2	9	2	16	7	4	0	3	1	2	5	0	0	0	2	1	0	0	7	8					
		1.77%	0.65%	0.0%	1.08%	0.54%	1.77%	0.87%	1.94%	0.75%	2.98%	3.57%	3.78%	3.44%	1.36%	3.09%	0.93%	2.85%	4.56%	2.5%	3.25%	7.21%	0.88%	0.0%	2.34%	4.54%	2.89%	1.28%	0.0%	0.0%	0.0%	0.59%	0.83%	0.0%	0.0%	2.56%	7.40%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	52	2	5	7	2	3	4	8	0	1	0	2	1	1	0	2	0	4	0	2	0	3	1	0	0	0	2	1	0	0	0	0	0	0	0	1					
		0.73%	0.32%	1.78%	1.89%	0.54%	0.76%	1.16%	2.58%	0.0%	1.49%	0.0%	0.68%	0.57%	0.34%	0.0%	1.86%	0.0%	2.03%	0.0%	0.40%	0.0%	0.66%	1.17%	0.0%	0.0%	0.0%	0.51%	2.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	119	6	8	14	3	5	7	5	2	2	1	1	4	2	1	2	0	3	3	18	2	10	0	0	0	1	11	0	2	0	1	0	1	0	3	1					
		1.68%	0.98%	2.85%	3.78%	0.82%	1.26%	2.03%	1.61%	1.51%	2.98%	1.78%	0.34%	2.29%	0.68%	1.03%	1.86%	0.0%	1.52%	3.75%	3.66%	2.06%	2.20%	0.0%	0.0%	0.0%	1.44%	2.82%	0.0%	3.07%	0.0%	0.29%	0.0%	1.85%	0.0%	1.09%	0.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	95	11	15	9	8	16	2	4	1	0	0	1	1	1	0	2	0	1	0	2	0	1	0	3	0	5	4	0	0	0	0	0	0	0	4	4					
		1.34%	1.80%	5.35%	2.43%	2.19%	4.06%	0.58%	1.29%	0.75%	0.0%	0.0%	0.34%	0.57%	0.34%	0.0%	1.86%	0.0%	0.50%	0.0%	0.40%	0.0%	0.22%	0.0%	2.34%	0.0%	7.24%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.46%	3.70%					
22	"5. ""За Русь Святую"""	21	5	2	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0					
		0.29%	0.82%	0.71%	0.27%	0.0%	0.25%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.57%	0.34%	0.0%	0.93%	1.42%	0.0%	0.0%	0.0%	2.06%	0.22%	0.0%	0.0%	0.0%	1.44%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0					
		0.17%	0.16%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.57%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.53%	0.0%	0.0%	0.83%	0.0%	0.0%	0.36%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	6	0	2	3	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1					
		0.32%	0.98%	0.0%	0.54%	0.82%	0.25%	0.29%	0.32%	0.0%	1.49%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.89%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.92%					
25	"8. ""Народно-республиканская партия России"""	12	0	0	1	0	0	1	2	0	0	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
		0.17%	0.0%	0.0%	0.27%	0.0%	0.0%	0.29%	0.64%	0.0%	0.0%	3.57%	0.0%	0.57%	0.0%	0.0%	0.0%	1.42%	0.50%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.16%	0.35%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.50%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	472	34	18	42	17	23	28	15	8	5	1	13	12	15	3	11	3	20	3	62	3	30	0	18	0	2	23	0	4	3	13	9	0	2	24	8					
