Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Кяхтинская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №794	УИК №795					
1	"Число избирателей, внесенных в список"	28447	537	238	170	143	107	229	956	94	497	167	277	164	114	106	393	292	641	277	149	253	357	129	724	77	113	114	122	277	129	543	575	250	143	164	1285	1667	1062	1456	1395	1086	1127	1191	1067	1105	963	2725	1967	77	78	675					
2	Число полученных избирательных бюллетеней	28343	550	240	170	150	110	235	955	93	498	170	280	169	120	110	395	293	650	283	164	270	380	130	760	83	114	119	120	292	130	590	610	265	149	166	1300	1700	1000	1480	1345	1065	1160	1090	1015	1130	1000	2570	1850	80	75	670					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17885	435	174	119	111	94	178	713	81	336	157	249	110	93	95	288	240	415	179	113	195	281	111	498	60	88	92	97	236	109	347	442	225	108	147	638	959	542	827	699	459	519	657	543	482	509	1940	1174	67	57	597					
5	"Число избирательных бюллетеней, выданных вне помещения"	1804	45	22	24	20	10	34	107	8	66	4	10	18	12	7	17	0	71	35	9	8	26	13	46	0	0	6	6	14	7	64	30	7	14	0	64	111	103	68	46	44	83	77	47	49	17	70	200	10	12	43					
6	Число погашенных избирательных бюллетеней	8654	70	44	27	19	6	23	135	4	96	9	21	41	15	8	90	53	164	69	42	67	73	6	216	23	26	21	17	42	14	179	138	33	27	19	598	630	355	585	600	562	558	356	425	599	474	560	476	3	6	30					
7	Число избирательных бюллетеней в переносных ящиках	1804	45	22	24	20	10	34	107	8	66	4	10	18	12	7	17	0	71	35	9	8	26	13	46	0	0	6	6	14	7	64	30	7	14	0	64	111	103	68	46	44	83	77	47	49	17	70	200	10	12	43					
8	Число бюллетеней в стационарных ящиках для голосования	17883	435	174	119	111	94	178	713	81	336	157	249	110	93	95	288	240	415	179	113	195	281	111	498	60	88	92	97	236	109	347	442	225	108	147	638	959	542	826	699	459	519	657	543	482	509	1940	1173	67	57	597					
9	Число недействительных избирательных бюллетеней	244	11	2	2	4	1	2	18	1	5	3	0	1	0	0	3	8	9	4	4	1	6	3	0	1	0	3	0	2	0	7	2	6	3	0	17	15	7	4	13	8	6	10	11	11	11	12	7	0	0	0					
10	Число действительных избирательных бюллетеней	19443	469	194	141	127	103	210	802	88	397	158	259	127	105	102	302	232	477	210	118	202	301	121	544	59	88	95	103	248	116	404	470	226	119	147	685	1055	638	890	732	495	596	724	579	520	515	1998	1366	77	69	640					
