Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Мглинская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707					
1	"Число избирателей, внесенных в список"	16134	234	393	531	289	190	316	539	195	507	383	278	460	182	311	136	227	571	963	570	206	452	331	356	285	233	515	394	2081	2216	1790					
2	Число полученных избирательных бюллетеней	16115	235	390	540	310	200	320	540	200	500	380	270	460	180	300	145	240	600	950	580	215	500	330	370	290	240	530	400	2100	2100	1700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10367	129	223	414	168	144	209	417	152	317	225	224	257	124	226	100	111	406	611	388	171	288	255	299	242	183	431	274	1360	1052	967					
5	"Число избирательных бюллетеней, выданных вне помещения"	2326	96	130	73	78	27	78	79	28	114	93	27	157	50	54	31	92	93	182	94	15	120	33	22	34	33	68	93	132	109	91					
6	Число погашенных избирательных бюллетеней	3422	10	37	53	64	29	33	44	20	69	62	19	46	6	20	14	37	101	157	98	29	92	42	49	14	24	31	33	608	939	642					
7	Число избирательных бюллетеней в переносных ящиках	2326	96	130	73	78	27	78	79	28	114	93	27	157	50	54	31	92	93	182	94	15	120	33	22	34	33	68	93	132	109	91					
8	Число бюллетеней в стационарных ящиках для голосования	10347	129	223	414	168	144	209	417	152	317	225	224	257	124	226	100	111	406	611	388	171	288	255	299	242	183	431	274	1340	1052	967					
9	Число недействительных избирательных бюллетеней	136	2	5	3	4	3	2	0	1	6	1	3	12	1	5	0	2	0	6	6	5	16	8	0	1	2	5	0	10	17	10					
10	Число действительных избирательных бюллетеней	12537	223	348	484	242	168	285	496	179	425	317	248	402	173	275	131	201	499	787	476	181	392	280	321	275	214	494	367	1462	1144	1048					
11	Число полученных открепительных  удостоверений	300	5	5	10	5	5	5	10	5	10	5	5	10	5	5	5	5	20	10	10	5	10	5	5	5	5	10	5	40	30	40					
12	Число выданных открепительных удостоверений	234	4	5	10	5	1	5	7	0	3	2	5	10	0	5	5	5	20	10	10	5	10	0	5	5	5	6	5	40	16	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	106	6	4	3	0	1	2	3	4	0	6	3	3	4	2	1	3	2	0	4	2	4	4	4	4	2	1	3	6	14	11					
14	Число неиспользованных открепительных удостоверений	66	1	0	0	0	4	0	3	5	7	3	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	14	15					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	288	3	4	9	5	2	9	19	0	8	4	2	17	5	4	0	2	5	14	10	1	4	4	4	2	4	8	4	58	47	30					
		2.27%	1.33%	1.13%	1.85%	2.03%	1.17%	3.14%	3.83%	0.00%	1.86%	1.26%	0.80%	4.11%	2.87%	1.43%	0.00%	0.99%	1.00%	1.77%	2.07%	0.54%	0.98%	1.39%	1.25%	0.72%	1.85%	1.60%	1.09%	3.94%	4.05%	2.84%					
19	. Малышкин Олег Александрович	309	7	15	17	3	2	11	11	2	14	18	3	11	10	16	4	2	13	12	4	6	4	0	10	4	2	9	20	25	30	24					
		2.44%	3.11%	4.25%	3.49%	1.22%	1.17%	3.83%	2.22%	1.11%	3.25%	5.66%	1.20%	2.66%	5.75%	5.71%	3.05%	0.99%	2.61%	1.51%	0.83%	3.23%	0.98%	0.00%	3.12%	1.45%	0.93%	1.80%	5.45%	1.70%	2.58%	2.27%					
20	. Миронов Сергей Михайлович	105	1	5	6	0	1	0	3	1	5	4	5	3	1	1	0	4	2	0	0	1	1	4	2	0	0	6	6	15	12	16					
		0.83%	0.44%	1.42%	1.23%	0.00%	0.58%	0.00%	0.60%	0.56%	1.16%	1.26%	1.99%	0.72%	0.57%	0.36%	0.00%	1.97%	0.40%	0.00%	0.00%	0.54%	0.25%	1.39%	0.62%	0.00%	0.00%	1.20%	1.63%	1.02%	1.03%	1.51%					
21	. Путин Владимир Владимирович	8521	172	258	338	141	105	202	158	140	283	183	179	280	117	169	107	120	382	566	327	129	297	172	207	241	162	367	254	1013	765	687					
		67.24%	76.44%	73.09%	69.40%	57.32%	61.40%	70.38%	31.85%	77.78%	65.66%	57.55%	71.31%	67.63%	67.24%	60.36%	81.68%	59.11%	76.55%	71.37%	67.84%	69.35%	72.79%	59.72%	64.49%	87.32%	75.00%	73.55%	69.21%	68.82%	65.89%	64.93%					
22	. Хакамада Ирина Муцуовна	135	0	9	5	0	1	4	5	1	1	5	6	7	2	5	2	2	6	2	7	1	4	0	2	1	3	0	0	21	15	18					
		1.07%	0.00%	2.55%	1.03%	0.00%	0.58%	1.39%	1.01%	0.56%	0.23%	1.57%	2.39%	1.69%	1.15%	1.79%	1.53%	0.99%	1.20%	0.25%	1.45%	0.54%	0.98%	0.00%	0.62%	0.36%	1.39%	0.00%	0.00%	1.43%	1.29%	1.70%					
23	. Харитонов Николай Михайлович	2963	36	55	104	90	53	55	295	33	109	98	48	78	34	80	16	70	88	183	118	39	79	100	89	26	41	102	73	278	248	245					
		23.38%	16.00%	15.58%	21.36%	36.59%	30.99%	19.16%	59.48%	18.33%	25.29%	30.82%	19.12%	18.84%	19.54%	28.57%	12.21%	34.48%	17.64%	23.08%	24.48%	20.97%	19.36%	34.72%	27.73%	9.42%	18.98%	20.44%	19.89%	18.89%	21.36%	23.16%					
																																					
24	Против всех	216	4	2	5	3	4	4	5	2	5	5	5	6	4	0	2	1	3	10	10	4	3	0	7	1	2	2	10	52	27	28					
