Выборы Президента Российской Федерации																																												
Дата голосования: 04.03.2012																																												
																																												
Наименование Избирательной комиссии:    Мглинская																																												
																																												
Сводная таблица итогов голосования																																												
																																												
	Число участковых избирательных комиссий	33																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	33																																										
																																												
		Сумма	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660									
1	Число избирателей, включенных в список избирателей	15233	152	371	493	271	149	265	547	172	535	409	301	253	113	105	296	143	537	818	460	155	421	277	321	501	315	184	339	1038	1071	1019	1023	1147	1032									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	15595	165	380	520	280	160	280	555	170	550	420	315	270	115	110	310	145	570	840	475	160	435	290	335	530	320	195	350	980	1020	1060	1030	1190	1070									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	8371	59	198	281	158	93	157	276	106	269	236	178	155	60	58	176	48	307	384	233	96	201	135	176	251	205	110	180	618	563	605	586	681	532									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3462	76	102	157	88	35	64	195	49	163	108	105	58	47	37	87	64	146	168	128	48	173	49	55	203	82	49	133	192	166	72	136	82	145									
6	Число погашенных избирательных бюллетеней	3762	30	80	82	34	32	59	84	15	118	76	32	57	8	15	47	33	117	288	114	16	61	106	104	76	33	36	37	170	291	383	308	427	393									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3460	76	102	157	88	35	64	195	49	163	108	105	58	47	37	87	64	146	168	128	48	173	49	55	202	82	49	133	192	166	72	136	82	144									
8	Число бюллетеней в стационарных ящиках для голосования	8370	59	198	281	158	93	157	276	106	269	236	178	155	60	58	176	48	307	384	233	96	201	135	176	251	205	110	180	618	562	605	586	681	532									
9	Число недействительных избирательных бюллетеней	103	0	3	2	2	0	0	5	0	3	0	0	3	1	2	1	1	2	3	20	1	1	3	4	1	2	0	0	14	6	1	3	11	8									
10	Число действительных избирательных бюллетеней	11727	135	297	436	244	128	221	466	155	429	344	283	210	106	93	262	111	451	549	341	143	373	181	227	452	285	159	313	796	722	676	719	752	668									
11	Число полученных открепительных  удостоверений	167	1	5	2	4	1	5	3	2	2	2	2	10	2	2	2	0	13	5	9	2	2	2	3	5	2	1	6	12	7	12	15	14	12									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	167	1	5	2	4	1	5	3	2	2	2	2	10	2	2	2	0	13	5	9	2	2	2	3	5	2	1	6	12	7	12	15	14	12									
13	Число избирателей, проголосовавших по открепительным удостоверениям	74	1	1	2	3	1	2	1	1	3	1	1	2	1	4	2	3	4	4	2	3	2	1	0	1	1	1	1	1	3	3	6	6	6									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	50	0	0	1	0	0	0	3	1	1	1	1	0	1	0	0	0	1	2	0	0	0	0	0	1	0	1	1	3	8	5	6	11	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
