Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Сковородинская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688					
1	"Число избирателей, внесенных в список"	23345	727	2397	1188	2234	686	1512	2245	293	257	1892	771	335	356	891	357	789	548	1051	1166	1383	301	118	87	839	245	352	75	250					
2	Число полученных избирательных бюллетеней	21045	650	2000	1100	2000	630	1380	2050	470	230	1600	670	300	310	810	325	700	480	910	1000	1180	270	100	80	800	230	370	100	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	23	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11962	289	1064	598	1150	347	738	1050	245	137	1049	334	210	210	410	237	495	273	561	585	659	170	89	59	405	140	243	46	169					
5	"Число избирательных бюллетеней, выданных вне помещения"	1073	38	176	69	36	5	22	23	48	63	91	72	6	9	119	22	7	30	59	35	8	5	0	0	37	36	15	20	22					
6	Число погашенных избирательных бюллетеней	7936	323	760	433	814	278	620	977	177	30	460	264	84	91	281	66	198	177	290	380	513	95	11	21	307	54	89	34	109					
7	Число избирательных бюллетеней в переносных ящиках	1147	38	176	69	36	5	22	23	48	63	91	72	6	9	119	22	7	30	59	35	8	5	0	0	88	36	38	20	22					
8	Число бюллетеней в стационарных ящиках для голосования	11954	289	1064	598	1150	347	738	1043	245	137	1049	334	210	210	410	237	495	273	560	585	659	170	89	59	405	140	243	46	169					
9	Число недействительных избирательных бюллетеней	81	1	11	5	7	3	0	0	1	0	4	1	2	2	3	2	3	4	15	5	7	0	0	0	0	1	4	0	0					
10	Число действительных избирательных бюллетеней	13020	326	1229	662	1179	349	760	1066	292	200	1136	405	214	217	526	257	499	299	604	615	660	175	89	59	493	175	277	66	191					
11	Число полученных открепительных  удостоверений	245	5	10	10	10	5	20	20	10	10	20	10	10	5	10	5	5	5	5	10	10	5	5	5	10	5	5	5	10					
12	Число выданных открепительных удостоверений	72	3	6	4	5	5	5	9	1	0	4	0	1	0	7	0	5	1	3	6	1	0	0	0	2	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	95	0	9	9	5	2	11	8	2	6	5	2	1	0	0	1	9	1	5	3	1	1	5	0	8	0	1	0	0					
