Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
Наименование Избирательной комиссии:    Лаишевская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799					
1	"Число избирателей, включенных в списки избирателей"	25828	937	32	95	1051	875	1727	990	806	579	1107	241	472	302	614	151	536	314	313	559	394	158	120	785	553	169	438	333	407	693	1182	748	930	968	1436	163	685	111	531	103	1358	103	64	554	158	173	303	507					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25995	919	32	94	994	870	1649	968	794	567	1084	245	472	302	610	151	540	317	317	577	398	159	122	801	570	170	454	360	425	723	1204	790	923	952	1410	406	679	111	538	103	1319	104	64	559	158	175	303	513					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	23813	919	32	55	923	811	1487	897	767	493	1078	185	464	224	577	129	536	304	303	529	362	130	78	708	503	125	388	298	387	605	1119	681	851	951	1336	108	647	111	511	103	1275	103	64	547	158	173	294	484					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1541	0	0	36	48	47	162	71	27	74	6	56	8	78	33	22	0	10	10	30	30	28	40	59	48	44	46	35	20	67	40	53	61	0	71	55	27	0	20	0	44	0	0	7	0	0	9	19					
6	Число погашенных избирательных бюллетеней	641	0	0	3	23	12	0	0	0	0	0	4	0	0	0	0	4	3	4	18	6	1	4	34	19	1	20	27	18	51	45	56	11	1	3	243	5	0	7	0	0	1	0	5	0	2	0	10					
