Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Тимская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081					
1	"Число избирателей, внесенных в список"	10682	1307	1500	347	296	420	256	245	518	212	535	143	327	273	157	486	214	159	421	435	338	360	304	603	297	159	370					
2	Число полученных избирательных бюллетеней	10226	1241	1418	339	291	395	246	243	503	205	518	141	314	259	154	465	210	156	406	415	324	347	286	573	280	147	350					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6689	990	1012	278	258	315	128	143	267	120	354	65	215	180	107	297	151	83	290	245	91	146	156	292	205	72	229					
5	"Число избирательных бюллетеней, выданных вне помещения"	2654	85	111	55	29	79	117	100	225	73	164	70	95	71	42	166	56	70	112	148	185	182	94	83	57	70	115					
6	Число погашенных избирательных бюллетеней	883	166	295	6	4	1	1	0	11	12	0	6	4	8	5	2	3	3	4	22	48	19	36	198	18	5	6					
7	Число избирательных бюллетеней в переносных ящиках	2654	85	111	55	29	79	117	100	225	73	164	70	95	71	42	166	56	70	112	148	185	182	94	83	57	70	115					
8	Число бюллетеней в стационарных ящиках для голосования	6688	989	1012	278	258	315	128	143	267	120	354	65	215	180	107	297	151	83	290	245	91	146	156	292	205	72	229					
9	Число недействительных избирательных бюллетеней	80	12	7	4	2	8	1	0	7	1	3	1	1	4	3	5	1	2	0	5	2	0	3	3	2	0	3					
10	Число действительных избирательных бюллетеней	9262	1062	1116	329	285	386	244	243	485	192	515	134	309	247	146	458	206	151	402	388	274	328	247	372	260	142	341					
11	Число полученных открепительных  удостоверений	158	25	25	4	4	5	4	4	6	3	6	3	4	4	3	5	4	3	5	6	5	5	4	7	5	4	5					
12	Число выданных открепительных удостоверений	61	16	23	0	0	0	3	0	6	1	0	0	1	0	2	3	0	0	0	0	0	3	0	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	1	6	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	3	0	0	4	1	2	2	1					
14	Число неиспользованных открепительных удостоверений	97	9	2	4	4	5	1	4	0	2	6	3	3	4	1	2	4	3	5	6	5	2	4	4	5	4	5					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	164	26	30	8	7	6	5	3	7	3	6	0	1	1	0	5	4	2	6	6	0	13	3	10	6	4	2					
		1.76%	2.42%	2.67%	2.40%	2.44%	1.52%	2.04%	1.23%	1.42%	1.55%	1.16%	0.00%	0.32%	0.40%	0.00%	1.08%	1.93%	1.31%	1.49%	1.53%	0.00%	3.96%	1.20%	2.67%	2.29%	2.82%	0.58%					
19	. Малышкин Олег Александрович	220	26	35	6	5	15	1	2	16	9	5	2	6	9	4	6	7	0	11	10	4	9	5	11	4	4	8					
		2.35%	2.42%	3.12%	1.80%	1.74%	3.81%	0.41%	0.82%	3.25%	4.66%	0.97%	1.48%	1.94%	3.59%	2.68%	1.30%	3.38%	0.00%	2.74%	2.54%	1.45%	2.74%	2.00%	2.93%	1.53%	2.82%	2.33%					
20	. Миронов Сергей Михайлович	67	8	8	2	2	3	2	0	0	0	4	0	3	3	0	3	4	1	3	3	0	1	2	4	7	1	3					
		0.72%	0.74%	0.71%	0.60%	0.70%	0.76%	0.82%	0.00%	0.00%	0.00%	0.77%	0.00%	0.97%	1.20%	0.00%	0.65%	1.93%	0.65%	0.75%	0.76%	0.00%	0.30%	0.80%	1.07%	2.67%	0.70%	0.87%					
21	. Путин Владимир Владимирович	5766	588	632	206	200	159	172	191	296	116	335	82	260	169	94	270	124	106	291	225	174	197	147	207	177	95	253					
		61.72%	54.75%	56.28%	61.86%	69.69%	40.36%	70.20%	78.60%	60.16%	60.10%	64.67%	60.74%	83.87%	67.33%	63.09%	58.32%	59.90%	69.28%	72.39%	57.25%	63.04%	60.06%	58.80%	55.20%	67.56%	66.90%	73.55%					
22	. Хакамада Ирина Муцуовна	136	29	25	2	0	4	4	2	9	1	4	0	2	2	1	8	1	3	10	4	7	1	5	5	5	0	2					
		1.46%	2.70%	2.23%	0.60%	0.00%	1.02%	1.63%	0.82%	1.83%	0.52%	0.77%	0.00%	0.65%	0.80%	0.67%	1.73%	0.48%	1.96%	2.49%	1.02%	2.54%	0.30%	2.00%	1.33%	1.91%	0.00%	0.58%					
23	. Харитонов Николай Михайлович	2713	334	352	93	67	189	58	43	153	61	158	46	35	61	45	159	58	31	77	136	88	99	80	125	60	35	70					
		29.04%	31.10%	31.34%	27.93%	23.34%	47.97%	23.67%	17.70%	31.10%	31.61%	30.50%	34.07%	11.29%	24.30%	30.20%	34.34%	28.02%	20.26%	19.15%	34.61%	31.88%	30.18%	32.00%	33.33%	22.90%	24.65%	20.35%					
																																	
24	Против всех	196	51	34	12	4	10	2	2	4	2	3	4	2	2	2	7	8	8	4	4	1	8	5	10	1	3	3					
		2.10%	4.75%	3.03%	3.60%	1.39%	2.54%	0.82%	0.82%	0.81%	1.04%	0.58%	2.96%	0.65%	0.80%	1.34%	1.51%	3.86%	5.23%	1.00%	1.02%	0.36%	2.44%	2.00%	2.67%	0.38%	2.11%	0.87%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
