Выборы Президента Российской Федерации																																														
Дата голосования: 02.03.2008																																														
																																														
Наименование Избирательной комиссии:    Гагаринская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
	Число участковых избирательных комиссий	39																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	39																																												
																																														
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
1	"Число избирателей, включенных в списки избирателей"	37429	1513	2222	2311	2181	1627	1548	1993	2253	2207	2223	700	1877	1110	452	380	277	1165	428	449	568	437	2071	155	304	1491	320	350	199	240	302	750	168	707	255	297	198	631	265	805					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36833	1500	2000	2050	2000	1600	1500	2000	2250	2200	2200	650	1850	1100	450	380	270	1190	430	460	600	440	2100	160	310	1500	300	370	200	260	310	780	170	730	245	290	210	660	280	838					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	18490	649	1121	1151	1018	741	711	974	1163	960	1161	310	852	520	270	154	206	630	186	264	279	160	1148	76	121	644	138	202	82	139	157	442	70	436	139	182	143	349	137	405					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2728	59	25	30	26	66	29	40	26	53	66	12	24	38	61	79	37	108	85	109	153	97	90	26	106	221	85	78	89	81	112	116	75	101	22	29	26	82	60	106					
6	Число погашенных избирательных бюллетеней	15615	792	854	869	956	793	760	986	1061	1187	973	328	974	542	119	147	27	452	159	87	168	183	862	58	83	635	77	90	29	40	41	222	25	193	84	79	41	229	83	327					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2728	59	25	30	26	66	29	40	26	53	66	12	24	38	61	79	37	108	85	109	153	97	90	26	106	221	85	78	89	81	112	116	75	101	22	29	26	82	60	106					
8	Число бюллетеней в стационарных ящиках для голосования	18482	649	1121	1146	1018	741	709	974	1163	960	1161	310	852	520	270	154	206	630	186	264	279	160	1148	76	121	644	138	202	82	139	157	441	70	436	139	182	143	349	137	405					
9	Число недействительных избирательных бюллетеней	237	11	20	12	19	11	8	16	12	10	16	3	12	8	4	3	2	8	1	2	3	2	14	2	2	5	1	2	0	3	3	5	0	6	0	3	1	2	3	2					
10	Число действительных избирательных бюллетеней	20973	697	1126	1164	1025	796	730	998	1177	1003	1211	319	864	550	327	230	241	730	270	371	429	255	1224	100	225	860	222	278	171	217	266	552	145	531	161	208	168	429	194	509					
11	Число полученных открепительных  удостоверений	930	17	42	38	42	80	24	21	34	52	57	3	20	23	20	5	5	27	5	19	35	5	43	5	15	17	2	25	10	31	20	30	11	35	2	7	14	44	15	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	852	16	37	37	35	75	21	21	31	46	50	3	19	18	20	3	4	27	5	19	33	2	34	2	15	17	1	25	10	31	20	29	4	33	0	6	14	44	15	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	355	15	15	21	4	41	9	16	16	28	16	3	13	10	12	2	9	7	4	8	7	0	14	1	4	8	9	9	5	1	4	5	3	3	2	7	0	11	3	10					
14	Число неиспользованных открепительных удостоверений	78	1	5	1	7	5	3	0	3	6	7	0	1	5	0	2	1	0	0	0	2	3	9	3	0	0	1	0	0	0	0	1	7	2	2	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	30	2	2	1	1	5	2	1	2	0	3	0	0	2	1	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	Богданов Андрей Владимирович	242	15	17	17	10	6	5	23	16	11	14	7	9	8	1	2	4	7	0	1	2	1	6	0	9	4	10	1	1	0	0	8	3	5	0	1	0	11	1	6					
		1.14%	2.12%	1.48%	1.45%	0.96%	0.74%	0.68%	2.27%	1.35%	1.09%	1.14%	2.17%	1.03%	1.43%	0.30%	0.86%	1.65%	0.95%	0.00%	0.27%	0.46%	0.39%	0.48%	0.00%	3.96%	0.46%	4.48%	0.36%	0.58%	0.00%	0.00%	1.44%	2.07%	0.93%	0.00%	0.47%	0.00%	2.55%	0.51%	1.17%					
19	Жириновский Владимир Вольфович	2496	83	111	125	110	85	81	92	123	133	176	52	109	63	40	21	26	88	43	34	45	38	178	28	22	93	30	25	15	31	27	83	19	73	24	15	16	45	29	65					
		11.77%	11.72%	9.69%	10.63%	10.54%	10.53%	10.98%	9.07%	10.34%	13.13%	14.34%	16.15%	12.44%	11.29%	12.08%	9.01%	10.70%	11.92%	15.87%	9.12%	10.42%	14.79%	14.38%	27.45%	9.69%	10.75%	13.45%	8.93%	8.77%	14.09%	10.04%	14.90%	13.10%	13.59%	14.91%	7.11%	9.47%	10.44%	14.72%	12.72%					
20	Зюганов Геннадий Андреевич	4230	168	311	318	238	162	176	267	336	195	273	62	184	140	64	30	19	90	36	50	77	37	265	14	28	88	28	54	22	32	28	75	20	97	25	23	20	97	18	63					
		19.94%	23.73%	27.14%	27.04%	22.80%	20.07%	23.85%	26.33%	28.26%	19.25%	22.25%	19.25%	21.00%	25.09%	19.34%	12.88%	7.82%	12.20%	13.28%	13.40%	17.82%	14.40%	21.41%	13.73%	12.33%	10.17%	12.56%	19.29%	12.87%	14.55%	10.41%	13.46%	13.79%	18.06%	15.53%	10.90%	11.83%	22.51%	9.14%	12.33%					
21	Медведев Дмитрий Анатольевич	14005	431	687	704	667	543	468	616	702	664	748	198	562	339	222	177	192	545	191	286	305	179	775	58	166	675	154	198	133	154	211	386	103	356	112	169	132	276	146	375					
		66.03%	60.88%	59.95%	59.86%	63.89%	67.29%	63.41%	60.75%	59.04%	65.55%	60.96%	61.49%	64.16%	60.75%	67.07%	75.97%	79.01%	73.85%	70.48%	76.68%	70.60%	69.65%	62.60%	56.86%	73.13%	78.03%	69.06%	70.71%	77.78%	70.00%	78.44%	69.30%	71.03%	66.29%	69.57%	80.09%	78.11%	64.04%	74.11%	73.39%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
