Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Хабаровск, Железнодорожная"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №350	УИК №361					
1	"Число избирателей, внесенных в список избирателей"	113750	2494	2644	2106	2631	2377	776	2788	2744	2270	2777	2609	2880	1237	1961	2428	2208	1834	1297	2480	1955	2710	565	2249	2686	2153	2598	2499	2800	1879	2465	1548	2605	1450	2484	1937	2481	2650	507	2905	2923	2608	2557	2362	2493	1955	1797	2001	2619	240	1385	2426	2486	92	139					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	100350	2000	2000	1500	2000	2000	600	2500	2500	2500	2500	2500	2000	1000	1800	2000	2000	1500	1000	2000	1800	2500	650	2000	2500	2000	2000	2000	2500	1500	2000	1500	2500	1200	2000	1800	2000	2500	700	2500	2500	2000	2000	2000	2000	1500	1800	2000	2000	500	1000	2000	2000	1500	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	53424	1282	897	1288	1120	986	475	1173	1542	1226	1280	1223	1712	659	682	1134	993	867	568	1075	876	1231	294	930	1015	1044	1082	988	1343	925	1163	688	1139	589	1092	1002	1268	1178	251	2186	1462	1259	1273	1172	1228	904	1437	883	872	46	638	617	936	92	139					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2824	78	129	28	40	44	9	42	11	20	18	42	49	37	25	101	89	25	17	34	38	58	257	53	21	82	41	71	41	15	52	79	46	45	34	36	35	56	208	47	40	44	15	68	77	61	9	21	59	164	26	31	56	0	0					
6	Число погашенных избирательных бюллетеней	44102	640	974	184	840	970	116	1285	947	1254	1202	1235	239	304	1093	765	918	608	415	891	886	1211	99	1017	1464	874	877	941	1116	560	785	733	1315	566	874	762	697	1266	241	267	998	697	712	760	695	535	354	1096	1069	290	336	1352	1008	1408	1361					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2823	78	129	28	40	44	9	42	11	20	18	42	49	37	25	101	89	25	17	33	38	58	257	53	21	82	41	71	41	15	52	79	46	45	34	36	35	56	208	47	40	44	15	68	77	61	9	21	59	164	26	31	56	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	53410	1282	897	1288	1120	986	475	1173	1542	1226	1279	1223	1712	659	682	1134	993	867	568	1075	876	1230	294	930	1015	1044	1082	988	1343	924	1163	688	1139	589	1092	1002	1268	1178	251	2182	1462	1259	1273	1170	1225	904	1436	883	872	46	637	617	936	92	139					
9	Число недействительных избирательных бюллетеней	806	31	21	21	14	15	6	14	27	11	12	17	38	9	12	21	18	13	11	15	10	8	30	11	5	8	13	11	16	8	16	4	19	10	22	19	15	18	5	49	18	13	16	8	13	15	32	8	21	3	9	10	14	1	2					
10	Число действительных избирательных бюллетеней	55427	1329	1005	1295	1146	1015	478	1201	1526	1235	1285	1248	1723	687	695	1214	1064	879	574	1093	904	1280	521	972	1031	1118	1110	1048	1368	931	1199	763	1166	624	1104	1019	1288	1216	454	2180	1484	1290	1272	1230	1289	950	1413	896	910	207	654	638	978	91	137					
