Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Устьянская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917					
1	"Число избирателей, внесенных в списки избирателей"	25927	367	144	371	728	120	210	276	169	816	565	558	153	353	155	611	984	953	587	487	2700	2782	2329	287	76	134	59	107	494	179	398	618	169	124	383	613	73	1179	1451	474	659	172	309	178	93	65	542	178	495					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24873	337	122	360	703	105	191	260	170	793	548	544	154	326	148	584	950	950	566	458	2600	2600	2200	287	76	112	53	93	465	152	362	603	161	132	355	584	86	1171	1422	462	633	170	290	172	86	90	536	176	475					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13149	254	90	227	308	87	143	156	86	348	265	310	81	226	71	332	559	511	239	232	1276	1380	1047	139	64	71	43	59	281	58	204	237	74	81	213	304	53	539	735	266	352	55	193	98	53	58	336	98	257					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1673	13	12	14	99	11	20	8	30	162	33	30	9	36	23	40	16	25	98	16	53	93	30	12	0	18	4	6	50	50	33	172	35	7	7	53	5	74	98	13	19	43	14	17	4	0	10	12	46					
6	Число погашенных избирательных бюллетеней	10051	70	20	119	296	7	28	96	54	283	250	204	64	64	54	212	375	414	229	210	1271	1127	1123	136	12	23	6	28	134	44	125	194	52	44	135	227	28	558	589	183	262	72	83	57	29	32	190	66	172					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1673	13	12	14	99	11	20	8	30	162	33	30	9	36	23	40	16	25	98	16	53	93	30	12	0	18	4	6	50	50	33	172	35	7	7	53	5	74	98	13	19	43	14	17	4	0	10	12	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13147	254	90	227	308	87	143	156	86	348	265	310	81	226	71	332	559	511	239	232	1276	1380	1047	139	64	71	43	59	281	58	204	237	74	81	213	304	53	537	735	266	352	55	193	98	53	58	336	98	257					
9	Число недействительных избирательных бюллетеней	89	4	3	1	3	0	1	2	0	4	1	0	1	1	1	3	4	4	1	1	10	11	9	1	0	0	0	0	5	0	2	0	0	0	1	0	1	4	2	1	2	0	0	1	0	0	1	0	3					
10	Число действительных избирательных бюллетеней	14731	263	99	240	404	98	162	162	116	506	297	340	89	261	93	369	571	532	336	247	1319	1462	1068	150	64	89	47	65	326	108	235	409	109	88	219	357	57	607	831	278	369	98	207	114	57	58	345	110	300					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	310	6	4	5	6	5	5	5	4	16	6	6	3	6	4	6	8	8	6	8	15	15	15	6	3	4	3	3	6	3	6	7	3	4	6	6	4	10	10	10	10	5	6	4	4	4	6	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	98	3	0	1	1	5	5	2	0	5	1	3	0	1	2	0	0	4	3	0	5	8	12	0	0	1	0	0	3	3	0	2	0	0	0	4	1	4	2	4	0	0	1	2	1	0	6	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	96	2	1	5	2	2	1	0	1	3	1	3	0	1	3	5	4	3	0	1	9	8	6	2	1	1	0	0	4	0	0	4	0	0	0	1	0	1	6	2	0	1	2	1	0	1	6	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	211	3	4	4	5	0	0	3	4	11	5	3	3	5	2	6	8	4	3	8	10	7	3	6	3	3	3	3	3	0	6	5	3	4	6	2	3	6	8	6	10	5	4	2	3	4	0	5	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	3	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
