Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Устьянская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №870	УИК №871	УИК №872	УИК №873	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911					
1	"Число избирателей, внесенных в список избирателей"	26112	362	142	329	702	372	288	169	826	547	729	361	154	662	1062	997	634	481	2878	2723	2530	234	118	528	189	417	657	157	134	388	634	69	1101	1455	487	794	305	190	188	514	161	444					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20711	365	135	345	680	350	280	160	850	550	740	340	150	600	740	700	440	340	2010	1900	1800	240	115	500	190	400	470	160	130	280	460	50	800	1020	350	553	300	190	190	363	160	315					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	419	0	0	0	61	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	26	21	13	0	0	0	0	0	0	14	38	4	8	38	57	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10559	188	67	154	192	193	115	58	289	187	267	169	71	303	502	468	236	201	1212	1230	964	42	29	211	42	141	210	63	66	165	240	20	413	609	206	261	159	83	30	207	74	222					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1320	27	13	20	84	28	22	23	40	41	39	35	24	22	38	31	44	18	67	86	65	4	16	47	26	12	88	12	5	9	28	13	87	62	28	20	7	5	8	34	0	42					
6	Число погашенных избирательных бюллетеней	8413	150	55	171	343	129	143	79	431	322	434	136	55	275	200	201	160	121	731	584	771	145	70	242	122	221	151	72	59	106	192	17	300	349	102	234	130	94	114	65	86	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1739	27	13	20	145	28	22	23	130	41	39	35	24	22	38	31	44	18	67	86	65	53	16	47	26	38	109	25	5	9	28	13	87	62	42	58	11	13	46	91	0	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10556	188	67	154	192	193	115	58	289	187	267	169	71	303	502	468	235	201	1212	1230	964	42	29	211	42	141	209	63	66	165	240	20	413	608	206	261	159	83	30	207	74	222					
9	Число недействительных избирательных бюллетеней	96	2	0	0	2	3	3	0	1	1	3	1	2	6	6	5	2	3	8	13	9	0	0	1	0	1	1	0	0	0	0	0	6	10	1	2	0	0	0	3	1	0					
10	Число действительных избирательных бюллетеней	12199	213	80	174	335	218	134	81	418	227	303	203	93	319	534	494	277	216	1271	1303	1020	95	45	257	68	178	317	88	71	174	268	33	494	660	247	317	170	96	76	295	73	264					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	312	4	1	4	8	4	3	2	7	6	10	4	4	6	13	12	7	8	21	34	32	9	3	6	2	4	7	2	2	5	8	1	19	18	6	10	4	2	2	5	1	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	159	2	0	2	1	2	1	0	4	2	5	0	2	5	11	10	1	2	12	24	13	5	1	5	0	0	7	0	1	1	7	1	18	4	0	1	4	0	0	4	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	129	2	1	0	3	1	2	4	1	4	6	2	7	3	5	12	2	2	16	9	7	1	1	0	1	1	2	1	1	0	2	4	3	6	1	2	6	0	0	4	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	153	2	1	2	7	2	2	2	3	4	5	4	2	1	2	2	6	6	9	10	19	4	2	1	2	4	0	2	1	4	1	0	1	14	6	9	0	2	2	1	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2906	50	20	36	72	43	24	23	116	73	68	62	15	56	108	130	56	45	352	327	266	21	6	92	12	53	77	22	11	41	66	4	87	149	58	75	35	19	15	66	3	52					
		23.64%	23.26%	25.00%	20.69%	21.36%	19.46%	17.52%	28.40%	27.68%	32.02%	22.22%	30.39%	15.79%	17.23%	20.00%	26.05%	20.07%	20.55%	27.52%	24.85%	25.85%	22.11%	13.33%	35.66%	17.65%	29.61%	24.21%	25.00%	15.49%	23.56%	24.63%	12.12%	17.40%	22.24%	23.39%	23.51%	20.59%	19.79%	19.74%	22.15%	4.05%	19.70%					
