Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Нерчинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644					
1	"Число избирателей, внесенных в списки избирателей"	18702	230	1043	102	699	614	502	583	86	211	199	203	198	593	143	371	166	345	300	944	130	287	102	338	257	476	168	532	866	820	992	657	635	683	785	1397	548	852	645					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17988	224	1003	104	697	604	502	573	87	202	195	197	193	576	140	358	167	316	290	946	128	276	91	335	256	478	172	494	830	790	944	640	616	666	766	1180	530	812	610					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10864	177	615	65	384	376	293	400	55	139	120	126	134	369	82	261	132	201	157	582	103	179	61	198	181	305	120	270	449	420	560	317	397	389	386	760	304	475	322					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1342	18	49	12	70	64	37	38	8	32	7	21	13	21	12	0	16	32	38	72	8	12	14	73	16	52	27	59	36	29	24	53	33	40	61	125	65	30	25					
6	Число погашенных избирательных бюллетеней	5782	29	339	27	243	164	172	135	24	31	68	50	46	186	46	97	19	83	95	292	17	85	16	64	59	121	25	165	345	341	360	270	186	237	319	295	161	307	263					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1342	18	49	12	70	64	37	38	8	32	7	21	13	21	12	0	16	32	38	72	8	12	14	73	16	52	27	59	36	29	24	53	33	40	61	125	65	30	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10853	177	615	65	384	376	293	389	55	139	120	126	134	369	82	261	132	201	157	582	103	179	61	198	181	305	120	270	449	420	560	317	397	389	386	760	304	475	322					
9	Число недействительных избирательных бюллетеней	131	4	5	0	9	4	9	1	0	1	3	1	0	3	2	4	0	5	5	16	5	1	0	0	4	13	1	2	0	1	4	0	4	1	5	7	7	0	4					
10	Число действительных избирательных бюллетеней	12064	191	659	77	445	436	321	426	63	170	124	146	147	387	92	257	148	228	190	638	106	190	75	271	193	344	146	327	485	448	580	370	426	428	442	878	362	505	343					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	389	5	19	3	13	12	10	11	3	4	5	5	5	12	5	7	3	7	5	19	3	5	3	7	4	15	10	15	10	15	20	12	15	15	15	25	15	18	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	192	0	3	3	6	12	3	7	1	1	0	2	0	7	3	1	0	7	2	11	0	0	0	3	2	14	8	12	1	6	20	5	7	8	11	7	9	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	120	0	1	0	3	2	1	3	0	3	1	5	4	2	3	2	1	2	4	5	0	2	1	3	0	2	2	3	6	8	11	2	7	0	4	6	2	7	12					
14	Число погашенных неиспользованных открепительных удостоверений	197	5	16	0	7	0	7	4	2	3	5	3	5	5	2	6	3	0	3	8	3	5	3	4	2	1	2	3	9	9	0	7	8	7	4	18	6	13	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	3	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
