Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Ольхонская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046					
1	"Число избирателей, внесенных в списки избирателей"	6188	47	803	182	55	317	106	140	2396	133	132	241	132	313	25	115	830	106	115					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5796	51	726	170	53	296	98	126	2294	124	127	195	116	311	26	109	777	88	109					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4320	34	553	151	36	267	86	67	1697	84	84	163	108	207	15	59	574	48	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	473	9	76	5	11	18	10	43	65	34	23	32	0	24	3	35	41	40	4					
6	Число погашенных избирательных бюллетеней	1002	8	96	14	6	11	2	16	532	6	20	0	8	80	8	15	162	0	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	473	9	76	5	11	18	10	43	65	34	23	32	0	24	3	35	41	40	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4320	34	553	151	36	267	86	67	1697	84	84	163	108	207	15	59	574	48	87					
9	Число недействительных избирательных бюллетеней	79	0	9	2	0	3	0	5	37	1	2	5	0	7	0	0	8	0	0					
10	Число действительных избирательных бюллетеней	4714	43	620	154	47	282	96	105	1725	117	105	190	108	224	18	94	607	88	91					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	450	5	50	10	5	15	10	10	200	10	10	15	10	20	5	10	50	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	123	2	14	2	0	3	0	0	73	1	3	4	5	0	0	10	3	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	80	2	9	0	3	5	3	5	20	2	3	2	5	3	0	4	9	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	327	3	36	8	5	12	10	10	127	9	7	11	5	20	5	0	47	5	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	232	0	29	8	1	7	5	0	110	11	1	9	3	12	0	10	16	7	3					
		4.84%	0.00%	4.61%	5.13%	2.13%	2.46%	5.21%	0.00%	6.24%	9.32%	0.93%	4.62%	2.78%	5.19%	0.00%	10.64%	2.60%	7.95%	3.30%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	2	2	0	1	0	0	0	3	1	1	0	0	1	1	1	2	0	1					
		0.33%	4.65%	0.32%	0.00%	2.13%	0.00%	0.00%	0.00%	0.17%	0.85%	0.93%	0.00%	0.00%	0.43%	5.56%	1.06%	0.33%	0.00%	1.10%					
20	3.Политическая партия «Демократическая партия России»	5	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0					
		0.10%	0.00%	0.16%	0.64%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	229	2	26	8	8	14	1	4	97	1	0	2	12	6	0	11	26	3	8					
		4.78%	4.65%	4.13%	5.13%	17.02%	4.91%	1.04%	3.64%	5.51%	0.85%	0.00%	1.03%	11.11%	2.60%	0.00%	11.70%	4.23%	3.41%	8.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	0	4	1	0	2	0	0	11	1	0	0	0	1	0	0	1	0	0					
		0.44%	0.00%	0.64%	0.64%	0.00%	0.70%	0.00%	0.00%	0.62%	0.85%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.16%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	3	0	0	0	1	0	4	0	0	1	0	1	0	0	2	0	0					
		0.25%	0.00%	0.48%	0.00%	0.00%	0.00%	1.04%	0.00%	0.23%	0.00%	0.00%	0.51%	0.00%	0.43%	0.00%	0.00%	0.33%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	214	4	24	5	4	17	0	0	74	1	1	2	10	1	1	1	62	1	6					
		4.46%	9.30%	3.82%	3.21%	8.51%	5.96%	0.00%	0.00%	4.20%	0.85%	0.93%	1.03%	9.26%	0.43%	5.56%	1.06%	10.08%	1.14%	6.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	464	4	86	38	7	9	13	16	188	8	4	5	9	21	0	8	31	6	11					
		9.68%	9.30%	13.67%	24.36%	14.89%	3.16%	13.54%	14.55%	10.67%	6.78%	3.74%	2.56%	8.33%	9.09%	0.00%	8.51%	5.04%	6.82%	12.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	26	0	6	0	0	1	0	0	9	1	0	0	1	0	0	3	5	0	0					
		0.54%	0.00%	0.95%	0.00%	0.00%	0.35%	0.00%	0.00%	0.51%	0.85%	0.00%	0.00%	0.93%	0.00%	0.00%	3.19%	0.81%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3466	31	436	91	26	232	76	85	1213	93	97	171	73	180	16	60	455	71	60					
		72.31%	72.09%	69.32%	58.33%	55.32%	81.40%	79.17%	77.27%	68.84%	78.81%	90.65%	87.69%	67.59%	77.92%	88.89%	63.83%	73.98%	80.68%	65.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	29	0	3	2	0	0	0	0	15	0	0	0	0	1	0	0	6	0	2					
		0.61%	0.00%	0.48%	1.28%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.98%	0.00%	2.20%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
